DEPT,DEN,DT,GR,NEUT,RES_DEP,PHI,PERM
4001.0,,,91.3267,,1.1133,,
4001.5,,,93.0706,,1.11,,
4002.0,,,94.755,,1.1056,,
4002.5,,,96.38,,1.1067,,
4003.0,,,98.005,,1.1133,,
4003.5,,,98.8483,,1.1278,,
4004.0,,,98.91,,1.15,,
4004.5,,,98.19,,1.1733,,
4005.0,,,97.1683,,1.19,,
4005.5,,,95.845,,1.1589,,
4006.0,,,95.3033,,1.0867,,
4006.5,,,95.845,,0.9733,,
4007.0,,,96.9283,,0.8911,,
4007.5,,,97.47,,0.84,,
4008.0,,,96.7467,,0.8367,,
4008.5,,,95.3,,0.85,,
4009.0,,,94.5767,,0.8367,,
4009.5,,,95.3,,0.8033,,
4010.0,,,96.205,,0.75,,
4010.5,,,95.845,,0.7167,,
4011.0,,,94.0383,,0.68,,
4011.5,,,93.315,,0.66,,
4012.0,,,93.675,,0.66,,
4012.5,,,96.7433,,0.68,,
4013.0,,,101.255,,0.7,,
4013.5,,,107.03,,0.7067,,
4014.0,,,112.625,,0.7167,,
4014.5,,,113.8883,,0.73,,
4015.0,,,111.0,,0.7367,,
4015.5,,,105.9467,,0.72,,
4016.0,,,102.88,,0.69,,
4016.5,,,101.4367,,0.67,,
4017.0,,,99.8117,,0.6667,,
4017.5,,,98.005,,0.67,,
4018.0,,,97.6433,,0.67,,
4018.5,,,98.545,,0.66,,
4019.0,,,98.9083,,0.6467,,
4019.5,,,98.1883,,0.65,,
4020.0,,,96.385,,0.67,,
4020.5,,,97.8283,,0.6567,,
4021.0,,,98.55,,0.62,,
4021.5,,,98.55,,0.5733,,
4022.0,,,97.1067,,0.5667,,
4022.5,,,94.94,,0.58,,
4023.0,,,95.3,,0.5933,,
4023.5,,,95.3,,0.6267,,
4024.0,,,97.1067,,0.66,,
4024.5,,,96.9283,,0.7133,,
4025.0,,,95.845,,0.7367,,
4025.5,,,95.4817,,0.75,,
4026.0,,,96.0233,,0.7433,,
4026.5,,,95.3,,0.74,,
4027.0,,,94.94,,0.74,,
4027.5,,,93.8567,,0.76,,
4028.0,,,93.1333,,0.7867,,
4028.5,,,92.9517,,0.8067,,
4029.0,,,94.755,,0.8083,,
4029.5,,,97.285,,0.805,,
4030.0,,,96.7433,,0.8383,,
4030.5,,,95.66,,0.9,,
4031.0,,,95.2967,,0.97,,
4031.5,,,96.7433,,0.9967,,
4032.0,,,94.94,,0.9967,,
4032.5,,,95.6633,,0.99,,
4033.0,,,97.1067,,1.0033,,
4033.5,,,99.6333,,1.0533,,
4034.0,,,98.55,,1.1067,,
4034.5,,,93.8567,,1.16,,
4035.0,,,92.05,,1.18,,
4035.5,,,91.6883,,1.1867,,
4036.0,,,94.215,,1.18,,
4036.5,,,97.105,,1.1667,,
4037.0,,,99.6333,,1.1733,,
4037.5,,,101.4383,,1.1867,,
4038.0,,,100.715,,1.2,,
4038.5,,,100.3517,,1.2133,,
4039.0,,,98.5467,,1.2067,,
4039.5,,,97.645,,1.1933,,
4040.0,,,96.925,,1.1633,,
4040.5,,,96.2017,,1.15,,
4041.0,,,96.3833,,1.15,,
4041.5,,,95.3,,1.16,,
4042.0,,,98.91,,1.1667,,
4042.5,,,99.27,,1.16,,
4043.0,,,101.0733,,1.1467,,
4043.5,,,99.45,,1.14,,
4044.0,,,101.2533,,1.14,,
4044.5,,,100.1733,,1.14,,
4045.0,,,96.7433,,1.1533,,
4045.5,,,92.7733,,1.16,,
4046.0,,,91.1467,,1.1533,,
4046.5,,,92.59,,1.1333,,
4047.0,,,90.7867,,1.12,,
4047.5,,,87.54,,1.1133,,
4048.0,,,82.85,,1.1,,
4048.5,,,81.0433,,1.08,,
4049.0,,,80.32,,1.06,,
4049.5,,,80.68,,1.0448,,
4050.0,,,80.1652,,1.0343,,
4050.5,,,79.6757,,1.0286,,
4051.0,,,79.2114,,1.0229,,
4051.5,,,78.7471,,1.0171,,
4052.0,,,78.2829,,1.0114,,
4052.5,,,77.8186,,1.0057,,
4053.0,,,77.3543,,1.0046,,
4053.5,,,76.9728,,1.008,,
4054.0,,,76.674,,1.016,,
4054.5,,,76.458,,1.024,,
4055.0,,,76.242,,1.032,,
4055.5,,,76.026,,1.0413,,
4056.0,,,76.8926,,1.052,,
4056.5,,,78.842,,1.064,,
4057.0,,,81.874,,1.076,,
4057.5,,,84.906,,1.088,,
4058.0,,,87.938,,1.0871,,
4058.5,,,90.3204,,1.0733,,
4059.0,,,92.0533,,1.0467,,
4059.5,,,93.1367,,1.0356,,
4060.0,,,93.9489,,1.04,,
4060.5,,,94.49,,1.06,,
4061.0,,,94.76,,1.08,,
4061.5,,,95.03,,1.0933,,
4062.0,,,97.7367,,1.1,,
4062.5,,,99.8117,,1.0933,,
4063.0,,,101.255,,1.0833,,
4063.5,,,101.615,,1.07,,
4064.0,,,100.7133,,1.0633,,
4064.5,,,100.7133,,1.0533,,
4065.0,,,97.8267,,1.0467,,
4065.5,,,94.9367,,1.0267,,
4066.0,,,92.41,,1.0267,,
4066.5,,,90.425,,1.02,,
4067.0,,,89.345,,1.03,,
4067.5,,,88.2617,,1.03,,
4068.0,,,86.2767,,1.0433,,
4068.5,,,86.6367,,1.06,,
4069.0,,,85.1933,,1.08,,
4069.5,,,86.2767,,1.0933,,
4070.0,,,83.75,,1.1,,
4070.5,,,83.75,,1.0933,,
4071.0,,,83.0267,,1.0867,,
4071.5,,,84.47,,1.0933,,
4072.0,,,84.47,,1.1067,,
4072.5,,,84.83,,1.12,,
4073.0,,,84.83,,1.1133,,
4073.5,,,85.1917,,1.1067,,
4074.0,,,85.555,,1.0933,,
4074.5,,,86.6383,,1.08,,
4075.0,,,86.6367,,1.0667,,
4075.5,,,85.7317,,1.0733,,
4076.0,,,83.925,,1.0867,,
4076.5,,,83.925,,1.1,,
4077.0,,,84.4667,,1.0867,,
4077.5,,,85.55,,1.0767,,
4078.0,,,84.4667,,1.07,,
4078.5,,,83.3833,,1.0767,,
