Depth,GR,Log_ILD,RHOB,NPHI,PHI
31.03454444882356
1611.67
64.24096959372713
0.0056785720232425
1354.1682156434872
678.741209889868
3.680805933454919
954.3081390496354
0.0057841333354997
5.860324188541766
253.3665653152755
0.4989239546843495
80.13126050207235
0.0020243533985008
1765.21
1564.55
92.8528487698832
21.670144535250262
157.6779642723294
10754.192581873822
2616.028605690108
19388.796042026526
248.74258699986385
2744.3999
227.90515559639385
49.63909846363696
0.2324
3398712.725219322
1.1587661535301277
564.5633032910699
2.269682148692924
13.300995306611902
0.3732910943374472
21.176923189170672
62.4904067138383
8.788264138971122
364.5294835139346
0.2324
6.66677414434754
1327521044.3837936
1.0764631620179226
6.433452984727005e-05
4609.104712130762
67.89058625993322
1695.87
48.06460306383312
317.4965282134646
2829.0388208537192
98.5808353146121
34003.618814131994
51464.31275875833
0.1106886903362203
465.28761658004606
8.08922459809507
33.253871527523536
0.7447594573144711
2206.227450020142
0.0064898256367947
0.6053764293535242
102.75207423524502
5030.51643061121
0.8091186925898536
139.2440647978425
2614.3401
414.693054062556
0.3342355845409072
1.1694869500734817
62.77881887087731
9.460187205507712
41.099120023256205
1069.55
2.3657189339958524
75.12853565261405
373.01956117717054
0.2324
39402.01184400069
0.2324
67.57869013353186
46.11341186407578
5007.405736258132
11576.42436092268
70386.90211539879
28262953.507880084
3959.346653219749
0.0020243533985008
924.0385769215136
48697.72870187501
2365.1899
338.63826560409507
20871.202474855498
33667396.85042142
13.548252982159058
1720.5276666205418
3.3724609006524244
5390.256247405067
172.09450415167245
544.1446091493481
392.4002626043726
0.2324
642.2538945178883
43.83586428753833
430.2541576574936
619.0253464400323
15050.898592573409
30.05016421263785
265.3060766285802
298831.0338863768
5.127760720644018
17670101.070386615
11417.606480579952
259.2676018955218
424.35146687859645
99.9520858769534
67.8634
3.3880258293196515
43.43401680877921
11417.606480579952
0.2324
0.2857984364678209
67.57869013353186
0.3148150052273916
775.7077107876685
217.64878974838112
1.000005855928288
42219.70913563792
144.46911329111333
3.235555244276992
0.005398106591887
99.03581573242276
0.0020243533985008
7578.684384430478
5937.518657121382
0.0075548540058074
0.2324
117.733
1387.78
704.21055927438
1280.73
3.547681357145887
117.733
13352.66358787224
10954.106693478529
32.496999820900484
0.018714773354903
169.73352605378392
28.43474761109659
38328.30919344499
1.599488248602905
0.5370701128219358
2533.051171915153
75.82361786819133
26.537043600991343
3073.513427099149
19.136719729800053
3977.620237418841
136.7028394574989
619.0253464400323
473.937039565652
784.73
162.843163058378
390.5975366500476
641786.7169389845
111.6315115566396
117.733
45.90156224945495
346.5253235918542
11157.737090775065
134.20799186574962
29.501744149710927
0.0020243533985008
237375.6852472422
22.69131690468906
2.7036908794070884
648.381
162.843163058378
80.13126050207235
3.836551428204716
9496.93570455172
0.2324
3.499010436341078
1918.49
2962.3529420967184
15.627041531478346
100340.35400024756
15330.685940445434
22.07297976998583
99420.52456541968
1.7946335672841305
53.43434798417579
62733.1533531487
80813.80044893424
11683.528361065308
6.308386164990803
37455.9412116536
8661.392337711031
6.916940772623375
0.1513871184581461
1540.517786507591
329.41039153517085
7171.274545142421
2.1575822439514774
208.813298011752
0.0020243533985008
110.60817502163106
765.0657154226186
10704.786748257678
1431.1003497615504
0.5445407098388233
52.70127794287787
17.21362517661964
1.8792029253332625
7863.06988754928
286.9086326342561
0.2324
16.288266643260098
0.0005276523176743
1.3931163014698733
59088.07713556047
64.24096959372713
101736.07930942364
12.3562734570058
18.19155458409468
387.0168924021594
0.2324
93643.74832728792
324.8911843503442
37.483206618476345
0.0020243533985008
38152.22511717596
9.202397625688262
18.87418156002986
1712.72
56.47002581071239
183.55408398902807
5910.241104052389
11.012673869080547
2.1084747902882994
4442.406134955172
5.199087411570235
31.611458367308025
2580.1391025828875
352.96702543855264
2104.0801
458.9042990105549
17.777507366982114
8542.566011981713
51.97826494738902
1046.3679147087214
29.231298894478886
2.511657442098302
5.779925938034712
0.0701655778798948
344.93335168407793
2701.7242058377583
3977.620237418841
17.85955594877431
119.371
2243.6799
5440.126396243062
1341.7544286196332
2777.408432507861
12234.096739622604
546.6560013568684
438.25232925777954
69102.33045668168
1628.0366926477247
50.0983547800239
2.4544910922169056
2175.96004134178
364264.32357796346
228790.46285412784
786.4977353521328
11365.152857327505
109.5942195086055
0.3732910943374472
21.07963429131799
1059.91
3.766533781685712
0.2324
744.2177168546565
37.656202971709945
0.4405954871111621
84.68362616003107
286.9086326342561
2.187594019119273
1.4996295972155949
3678.128503206412
3763.793992720616
911.361618685861
20.50521541897868
448.45944961365706
71.0898261505982
432.2399109308449
3.4669346795412923
0.0020243533985008
68.51870364175714
0.0062263699986891
41.47936525439101
55.95235978846521
52905.99829566056
124.67568098339694
25.45976754665536
117.733
4694.785256421168
17.533616338994925
22990.215752854103
119.371
7.584201157103619
52.4716
0.0532275831763575
0.2324
1311.2155494573128
2146.1078736342
471.7597255234277
0.727808427687298
369062554.866278
1157.9232632483518
8.164065350774516
27.78756113435828
2.97819144447849
0.0279361299787238
1457.7036631076414
24.99512292038176
526.884964827618
2106.9410788447203
34.98161833345408
0.0090827560320536
26.052738523036687
117.97344922706132
141.18093722895284
2855.212824572435
205.00242359438576
143.1447513815635
122.4003308612965
175.29363971183804
10.090130451471572
54.67886121228796
2803.5801
58.31986519766614
18.70116016768793
60.4492
139.2440647978425
119.371
590737.4670694995
25092.21753709396
8.50951045714897
24.426223707357973
3.630308666070904
16.66762868406876
256.8908714753746
171.30388483054392
23928149115.20026
390.5975366500476
65992.53339983421
0.6223350244613913
928.3032948705855
206.89908692680547
152.67659968108694
9111.40589279455
0.0287187133338369
1885.55
1126.3699181599825
1886.5027689203864
0.2324
0.2324
2.55834767591826
385.2388981876168
14.719040667613044
0.0780044287469891
6.02449124278346
526.884964827618
73.08128719784114
0.2324
1599.52
2.4544910922169056
765.0657154226186
49.868197940088265
60.50828252246352
36.79913240221092
109.5942195086055
85.46711118317316
0.2324
1.5630832423635084
301.81533224117163
32.496999820900484
12002085.903616177
28.963332836263405
44.03818008030855
11900.718277921396
2308.24
0.916234300452808
31.75735482364908
1123.86
1046.3679147087214
1.9141362018654544
6450.616082676185
4.284853400883631
121.27827554984488
0.0020243533985008
15832.886997989002
1.000005855928288
12347.28546336776
376196.8574017544
117.733
2752.78
12.528148110657124
886.5270648191253
9673.4781506618
0.2324
19388.796042026526
0.2324
5.969264166596727
5.199087411570235
0.7244648031604931
32.19909677604193
293.5908810763757
60.50828252246352
1957.2926332108923
86069749110.93724
3.3724609006524244
666.3540796763729
0.4920791775351408
115.82041585290064
3432.6542227351088
0.981755597109242
607.7280398081695
14176.374205057218
34.82090928887938
1424.5257319806217
34795.58044582273
1008.523679552806
28.963332836263405
23852.909558538595
4.425216194675256
10270.224006301009
53.43434798417579
0.2324
0.0075897219456163
66.4399
11.800206786370328
77.94768807094675
117.733
2.8837266198906355
487.21358283840215
454.6974802664432
0.0403784262369465
24.765990284580457
1.6518841226751595
43.03585310354229
51.02965371413347
58.58902904223684
45.90156224945495
83.138137115148
22.901254855581744
68.51870364175714
6.728454517893391
3116.2657227337136
0.2535509991395271
16502.82202401326
3.419371528785506
9.725198323687772
29.501744149710927
7.9051105402251505
39402.01184400069
0.1770442226877583
160.60910483980217
0.0020243533985008
4848.576556423896
6420.981308844889
1.000005855928288
37.483206618476345
14.384029286435078
222.71794111155825
16351.539106919156
1744.16
17.61453928981166
3843056105204.6704
111.11866525559984
131.1533631208888
3512.602491009928
18.70116016768793
0.2324
20009366.785650138
16.438964169412625
43203.0277029744
0.8669799905801654
53.43434798417579
8195.779009417925
29.637903635847653
2.593934062238385
14.719040667613044
0.2324
106.60778306881542
27767.348371702887
3.564054981298907
34.18542240340835
6303.797424306624
1962.79
32.19909677604193
1379.3414058883832
0.130645863713795
1650.51
125.82916877353932
11.373425924462747
119.61444930661683
158.436
1.3931163014698733
256.8908714753746
9.373464782238344
12.585969309306783
529.3166985481749
30.328185533537305
0.5597950953255004
1789.1
0.0001197886552421
149.89022853808447
15330.685940445434
549.075
0.6761148131784734
0.0015007212267336
122.96524546663164
53.92871759569738
30.75004786950682
85799.11180698572
0.0020243533985008
36772.36459320552
253.3665653152755
0.4529380232753981
26.65952009600678
92.0016579976644
0.0042486642401672
48.06460306383312
604.9360765631338
874.3647299814074
17.37288403374962
330.9307202795304
142.48713011284065
8.58823965545762
0.2992662500338549
0.3451844399722421
66.04057152708985
1379.3414058883832
219.662456082776
1.1428689491275503
145.13588201260026
0.2324
10029168.9498625
2.654348110038925
18.359861153033787
0.2324
5100.490462199877
91.15827017107765
142.48713011284065
5.753372381639467
154.80031746559212
50.79521839398324
8464.255508245966
0.0724640547746224
728.08
9111.40589279455
750.797
2012.1228705058609
108.58955902085448
0.0014331845977487
161.3503645115318
1270.83
1539.48
11576.42436092268
52905.99829566056
3130.6482330463136
8781.871526955461
0.9289790372540572
5340.843262898178
6880.155366129486
294.9458919292577
15.061854634789958
203.12314715259905
9.63604651864586
0.0194170337956758
3.749229949723361
21.570589729327327
0.231243503113696
8.86957234038531
17.37288403374962
25.695318945077968
21.670144535250262
77.94768807094675
2816.0419342708783
0.0020243533985008
5.887371359924495
2751.947668947534
0.4592383504854471
1.0864224989482012
8.315830521358706
63.94584017039548
3130.6482330463136
208661.406537304
3.663895943780007
34956.17259011392
167161485.18042934
903.0070812617918
0.0161506986463659
7105.534798880026
73.08128719784114
7578.684384430478
0.5176457713841478
92.42627351914425
2186.002756090428
0.3342355845409072
2.1378034851876446
37.82999775551897
43803.97793679487
1501.41
9.9976332793917
30.891968655455827
0.0005525171249488
1354.1682156434872
2.2488757595898283
4242.485503733263
6.545104503213753
1075.680139200773
12347.28546336776
2.9373334007751555
0.0054230204890428
0.2324
117.733
958.536
0.0228126381934974
55399.11243014287
12.13076958891099
29480.284484735897
23.760610457925686
5.806602047136519
2652.4173285610746
36772.36459320552
0.6053764293535242
0.1549130016885873
0.2324
6.366750766326225
1385.7074843168243
0.3732910943374472
79.76312949700834
8.052061893267688
0.0020243533985008
0.0045315780223494
0.2324
11.373425924462747
108.09068775324508
11.114562102171435
7.514676073865993
0.1247664364964867
40.16368725456456
6.1364829897698
1038.45
2.177543993949516
16.591055935043535
45.27183509074035
2199.5901
1.386716186196287
226693.1192256552
273399462224.0044
52.45916301425075
72.41134418468882
463.1500388499297
11470.302193193324
139.88671833772307
195.77674438317547
2533.051171915153
496.2705966340324
11.478651801975303
0.2324
20.69492776250444
90.73947998348171
1317.267206421138
19.225041488389326
75768.46352109955
2016.3101
0.0020243533985008
45.27183509074035
341.771315302065
0.2324
416.60698812893145
0.0667000906084747
17.85955594877431
0.0105733034495549
1845.6899
0.152787737980325
0.7656226318236572
412.7879128002264
0.3855193262036608
642.2538945178883
117.43146743165823
3032.8899
113.70667566496616
0.9419010521991752
72.07867924536676
2050.97
2676.957246680829
3323.774358875913
2349.23
2751.947668947534
79.03193340889055
22.277196923290354
52.45916301425075
247.59983873931355
45.27183509074035
1954.6899
0.2324
16.288266643260098
14981.75326288207
3.907870661569407
10.468756434481406
16.82183603249508
1348.0699
57.519770359761445
2.716169231837521
3.403662594847724
9.680519792351657
29.91211076028205
0.0020243533985008
3157314.386370733
8.015069917613829
27.65990230627327
2.678905891569108
44.85682393296587
0.0043276444081913
0.3732910943374472
6217.315129443801
624.752511299089
654.193016471463
0.0069219758404399
636.3662928376219
0.2324
43.03585310354229
78.6688528221673
107.0998102820935
32.79765903698818
3130.6482330463136
72.41134418468882
0.0020243533985008
285.5905457524153
1780.33
104.66217482902692
0.0020243533985008
0.0075548540058074
21259.18584683977
0.2324
25.57727208634369
0.4111906253497446
7072.891263128316
0.0020243533985008
110.60817502163106
9.03445247073844
0.3732910943374472
3003.559005371989
0.2324
0.073134485461244
134729.32851095946
19211.05713046871
24.880292832040134
0.5224349818556743
47589.34849415249
927.986
15.131369656577515
18.107980767449884
151.27699897411966
2998.47
0.2324
49.41105149303665
1.066595123263251
17.61453928981166
35.796358072949864
1576.3972317666316
694044.2214505872
0.2324
14.252169541062251
13.673600157080482
0.0755302175298689
357.8767650504743
364.5294835139346
48474.00647787624
39.24954531799408
396.030713292049
2216.409858028668
131.75867562163523
5.887371359924495
5.22308277492052
4.965114018430778
36603.4286816593
1994.1801
3188.8451414140563
0.4721031348844762
1.342731135629766
0.2324
685.176
0.2324
38.35620962550422
24.53895812913917
60.2303014359298
0.8356237207846382
18.19155458409468
2289.014787708653
866.3493465055806
18.87418156002986
8701.36728712238
13352.66358787224
0.2324
11209.233427432982
2745.02
234.289532439216
15.061854634789958
4145.924799790079
12.998259217396903
48.733177374140304
2541.8999
0.3266282460366901
4.719886373310058
596.916
0.2324
0.0026685398352265
110.10003003072656
87.45768381011905
416.60698812893145
1126.3699181599825
19.313770878649525
31011.96981990864
43.63447795370427
148.51617075668514
19.048803730181262
33537.12048134184
4.265168356880394
318.179
0.0068585214387822
28545.20359602621
111.11866525559984
165.87032163173237
272539.78627371404
161.3503645115318
821.952
1289.71
0.2324
7.1435252179947
0.0056265160209808
21.274661104758373
3706759697.7688193
8083.340469722787
22.174853258134057
0.2324
937.435
2126.434301499108
44.24142962174931
630.5326633540843
21.07963429131799
56.47002581071239
2.177543993949516
4.486770554364578
0.2324
0.2324
465.28761658004606
1.2416312687777875
102.912
15.131369656577515
117.733
0.0020243533985008
41.099120023256205
44209.24826145807
765.0657154226186
0.2324
749.911
1003.890421153295
26.052738523036687
26.65952009600678
0.0020243533985008
2580.1391025828875
83.90732341756936
2628.102370172031
3464.412819940869
165.87032163173237
332.4580658015936
2595.6101
3661.230813913175
31.611458367308025
135.44967170848668
1366.6968538688654
919.7934515121724
161232.9977298105
43402.42276320316
15832.886997989002
6.66677414434754
61.34994729605173
69.15263230710508
613.350683038319
38.71107770507021
15760.149135547896
105.63049952396946
54.42766106882713
120.721111052608
41.86312847899418
575.0582028721212
0.2324
3.341545235313839
237.54847878596337
420155.5521944183
19.582423696347306
0.2324
32152270.35692653
119.371
12.64405737030386
91.15827017107765
804.8156688995946
318.9618708695578
47370.71827940576
25.34280283454529
14.78697349909435
1017.8544467181226
0.306236313690381
101.3424104114182
0.00646001073036
0.0042097163366468
120.721111052608
222.71794111155825
40.34905483792467
5.0110507909573085
0.9727557514835622
0.2618567970929744
25.695318945077968
9.373464782238344
1.6367411460123755
0.0156384169670169
0.0047233221332446
3833.76070817504
17682.963715902904
7.0455226311919406
369.600055878868
34.98161833345408
27.53282995558046
12.299507504017283
0.2324
124.67568098339694
285.5905457524153
1235.0280734579303
21064.30089653996
0.2324
0.0302108302800368
107.59410835000938
26640.127874084217
801.1182654240107
39220.99507063676
0.0020243533985008
5937.518657121382
73.08128719784114
1714.39
673.559
4.129882097356226
337.195
28.304115543770703
2.177543993949516
4381.460414240527
31.03454444882356
0.1941232464909121
8.08922459809507
1569.1551056141907
7.1435252179947
59088.07713556047
3031.3476535858176
452.6085546790795
15.2713636795443
0.0020243533985008
10.8459
343.757
2533.051171915153
3370.007761587078
31298.8896767193
4070.2610422311386
56.47002581071239
714.107
288.2328028863417
37283.86488092494
65.43517141475496
19388.796042026526
33.40734821813095
77.23313430462997
293.5908810763757
225.81592766257552
164.34977283836366
5163917121.064937
366.2118975063104
4716.453112558509
88.26683415630836
8386.662884241761
141.18093722895284
61.917551295273626
83.138137115148
2827.27
364.5294835139346
2505.97
209.7770346373397
6.108291374706877
19840.370994501307
113.18429585298364
21654.3816013936
181.87142648778467
26033.78767601052
3073.513427099149
294731.3473248947
23.11313513284584
0.0020243533985008
0.2099297382140336
20.50521541897868
0.2324
4165.059498655221
2104.3799
93.71191467985992
68.51870364175714
310.2701774724111
5515.798065652706
577.7122706792483
57.519770359761445
596.6369107389328
81.62085348016718
1457.7036631076414
52.45916301425075
1666.87
0.2324
77.94768807094675
0.2500725129518528
0.2324
34.18542240340835
1027.2715412723308
4587.930025254629
14.855219861171712
7578.684384430478
8158.126782994504
1598.324775630852
18011.67960553298
4.206654175244887
6.485104916446637
12.019565686491358
248561.6508302953
0.0020243533985008
273.996946220012
24.09111841464985
0.7870702528226815
0.0020243533985008
0.2324
723.9378250983435
92.0016579976644
1075.680139200773
7.276319148065147
0.0251287617276559
314.5860077651731
96.7817200910126
1451.0068270511165
42.838142100900846
0.0020243533985008
1.7537869738368368
333.992460485916
1669.0
0.4634871809379594
30.75004786950682
178.55224531948
685.0208603565751
616.1814822412509
17.293071271288003
4977152512.643557
1.6825916764356537
3941.157019689546
0.2324
1.5921400400154349
556.8180147328296
0.3732910943374472
6.1364829897698
68784.86745655033
21654.3816013936
6103.848183626178
47.843789482179474
50.0983547800239
5.674441411420477
1269.625292690577
2.2906810365704224
221.6947526705748
3.1329271344684027
0.006255106582371
0.0020243533985008
0.9550028112112156
361.1878075537525
121.711
0.2324
2.617932898624326
4.148942754289857
2331.566225601467
23.32697570670397
98.5808353146121
71.74754260196406
8.50951045714897
57.519770359761445
26.052738523036687
0.0025838968053408
17.695835724560265
2.051018968491046
1039.04
2268.031174490726
29.366210193837446
0.2324
0.0060846552728391
1195.8101
72639752.27135698
993.661
3448.49696181796
1.485882352065805
7749554.655838912
3003.559005371989
1.6142865649280025
37976.94998872045
2701.7242058377583
9453.305834460576
34.82090928887938
747.652507061859
34.98161833345408
15.55524934364662
40.91030656560431
31.90392463633224
0.044273634407907
1075.680139200773
277.80821912498243
5243.372061822712
18516.246296325728
24.09111841464985
99.03581573242276
15.131369656577515
49.868197940088265
4.612459830464454
11.85466831529505
3.22069078068872
37.656202971709945
174.4883232427835
463.1500388499297
33.253871527523536
23743.32691233456
23.32697570670397
0.0020243533985008
2030.738843926562
1341.7544286196332
26.7825618571482
22.69131690468906
56.992481230790304
23.1566
0.2324
1.905342469189756
117.733
356.23264348815815
96.33709521345924
0.0016454921385666
2068.489084011444
11417.606480579952
212.69501434196107
51.97826494738902
234.71
0.0072481633496502
2155.26
2976.0250983022847
0.0991079071475257
35.14306909895273
1918.35
69102.33045668168
1064.4
4.404886309994008
1583.6727825251046
58.58902904223684
29.7746915392594
92.8528487698832
40.53527794883482
9.951703154689527
25324.368397055783
14708.33398939498
20.50521541897868
916.569
324.8911843503442
5.0110507909573085
507.466
744.2177168546565
0.0048556380010877
156.95357597367638
2012.1228705058609
7684.103203319462
119.371
117.733
3661.230813913175
0.0012656330890442
734.0077352040753
613.237
0.0597216063057269
4716.453112558509
1939.349948091461
2116.665250173712
2533.051171915153
0.0048780482413684
1.9141362018654544
880.079
1.0864224989482012
4524.98785079258
105.63049952396946
0.0079108649291921
0.0831986560891106
0.2324
0.1778613354070035
6.916940772623375
3087.6986226165614
39.61267845619586
3661.230813913175
3833.76070817504
0.2324
0.2324
0.0020243533985008
1.0471296001972688
2.069994804988136
0.6823701644673877
4165.059498655221
2247.239920022976
24.65221285442724
0.5152676550673357
38.35620962550422
280174.52668000286
6.425655351518056
10.96208054664352
0.5395488540858466
3.96222879137355
7.276319148065147
75768.46352109955
0.0924935536319138
3.96222879137355
275061.2989962825
30.75004786950682
51.50177531820372
4.073223918602724
0.0002560831050582
73.08128719784114
63.068562137388994
40.53527794883482
685.0208603565751
0.3732910943374472
31.3216731639987
100.87683326753417
58.58902904223684
136.7028394574989
5007.405736258132
22.07297976998583
48.509292295404606
0.2324
4.092023080878095
0.2324
4.6982027444303
40692.738957860434
6.545104503213753
28.304115543770703
255.7106891830269
33.8531
62.7131
2.420817735018472
2206.6299
0.319194053665902
376.4707034200538
10223.041572604305
74.78338766460683
131.1533631208888
5.2714062503589645
2.420817735018472
19.048803730181262
9153.457791084054
2126.434301499108
116.89197555469464
46.54004885637022
188.6960406953529
78.30744026388258
0.0320745020105403
1.7700128475988632
5.394179991535108
1424.5257319806217
0.2324
0.707975688156168
0.2324
18.96129162543565
28.04464906228048
1671.36
60.2303014359298
41.67080509027503
6.2794048095909405
0.0035666493736932
0.2324
14.186693652318985
1366.6968538688654
848.047
0.0082455963968573
23.87027287292829
3.403662594847724
10655.607889970175
18687.556882749752
111.6315115566396
747.652507061859
14.855219861171712
43.43401680877921
14.517108985892737
7.309901565129708
35.631906032729255
0.2324
209.7770346373397
1131.568456540574
13.673600157080482
7.480152902278911
0.0047233221332446
39.979171268375744
12.879102956201589
188558.7825795318
4738.22097241571
57.519770359761445
2.0415963827293244
125.82916877353932
153.38124843853618
1033.21
0.2324
316.0379174877225
120.16650622465734
217490.47130840915
0.2324
0.0065498688992269
0.0758788123639395
131.75867562163523
57.519770359761445
6.4553116974722045
5.469212550583284
1731.5
0.0950846038447647
97.22839704706468
30.18885482349649
23743.32691233456
20871.202474855498
30.891968655455827
3480.4021345703586
7613.662308655595
21.670144535250262
5.753372381639467
727.2790174617548
109.0907327304854
0.162213039615602
2.2180232553832764
0.2324
1486.05
104.66217482902692
0.0010872133414809
2.546594371460832
3432.6542227351088
2908.289550781433
21.471492288114955
0.2324
7.176494750845055
98.12794512223272
34.98161833345408
0.2324
6661.924711077559
0.0001000976556364
30166.89535197486
1.6595080683022223
1404.9825509263287
0.0001951611449324
7613.662308655595
35279.58384365402
500.8620459793152
7.242891011974947
228.9570069281814
2.654348110038925
17.21362517661964
9540.766939709994
34.34319848350031
111.6315115566396
482.7472502346554
1027.2715412723308
24.880292832040134
3.663895943780007
1.1641142103506543
3101.9492871083644
3003.559005371989
0.0020243533985008
0.121366557980206
271.478
0.7798551060052613
58.58902904223684
6.2794048095909405
71695.35320532326
0.0494470194163331
321.9128763957912
7304.584318874975
0.2324
373.01956117717054
73.41857947658141
11576.42436092268
17.941983209626283
58.859435159487326
10.183483398773832
0.0066409769871494
3.089946259610008
2829.0388208537192
22.69131690468906
35.631906032729255
225.81592766257552
1838.01
99.03581573242276
10.663364456075993
196.680313364638
101.81013633485668
74.78338766460683
1.6748616824098868
9.63604651864586
64992521809.98009
260.211
2.1279822026981354
55.439439259189605
71038.11517905063
41.67080509027503
3354.5256097205856
0.1368023499333023
0.0020243533985008
25676.628086219207
3661.230813913175
2498.300042777114
2740.71
13.673600157080482
0.1914600543366051
1.1587661535301277
2.534895062856647
314.5860077651731
70063.53766491206
51.50177531820372
32.64698331930468
1379.3414058883832
3248.123896061382
103.70272685737058
2136.24843995568
109.5942195086055
74.43982532089015
1736.4458283694496
10.277700038851096
2580.1391025828875
30.468159297012228
1.3803454736907792
0.0020243533985008
0.0012598186443669
10270.224006301009
0.2324
0.9727557514835622
52.45916301425075
1540.517786507591
723411.2303617554
6.425655351518056
0.0020243533985008
17.055826260368
7.941595020042655
0.0020243533985008
95824.75900524788
117.733
8.08922459809507
3941.157019689546
2.079548458071242
14176.374205057218
27512.80248521584
8046.204797168187
339953.72033130785
1.3001412405338448
1265.51
0.0016838164900457
0.0020243533985008
1867.59
0.0270500279039239
87.45768381011905
2894.9285784388208
0.0020243533985008
1.5559022820066577
117.733
3116.2657227337136
81.24587913635231
0.033125195299311
604.9360765631338
239.74625519019244
5.034178308342016
0.7112432104222237
517.2692341606781
16.82183603249508
25.81391062582493
46720.835653053335
34.98161833345408
56.21059687839025
38.00459465490247
6.250556597429119
0.916234300452808
0.8790396043562847
30.891968655455827
5.726940814931425
0.0003135968250397
11312.940211253328
2663.55
8.86957234038531
46.75484528009704
10270.224006301009
18.107980767449884
12693.173748245565
0.1914600543366051
88.67421233437979
0.2324
551.7136117745501
2031.73
1122.0601
15.991003302059774
104.32
0.2324
53889.48967051888
0.0020243533985008
59.40399717234829
94946.32445320222
442.30699899619873
0.8590323037029542
0.432554552524016
76469.46628972348
0.0020243533985008
40.16368725456456
109.525
456.7960468781853
3611.002099140585
6.366750766326225
0.2324
3.5805041746874124
112500470.73625708
36.63007351667948
166.63586341272332
2068.489084011444
282.9725104374216
23.54279471363776
67.4964
109.172
185117.5561464256
106.60778306881542
0.3855193262036608
5316.306896117731
103.22630618425622
0.0032829495552506
24.20230622399264
76469.46628972348
3017.421340042015
105068.73949292795
39.61267845619586
938.653
1681.97
163.59473358554342
143.80540777165268
300.326
2.0891462041573927
505.4959749863667
399.69475257140607
204.06062200826972
11.800206786370328
39766.55558830277
102.28002095511904
2472.2
1036.7757619084
0.0744940125087044
1017.8544467181226
0.2324
2777.408432507861
0.0005399416093746
1741.97
329.749
180.2041940656505
1797.99
134.20799186574962
129.35405977114337
98509.1272932806
36.29428219766082
1.1271898397280478
1.1428689491275503
1125550.5930055417
119.371
3073.513427099149
115.82041585290064
0.1393454251148323
44413.28733437615
54.42766106882713
15.41265291417478
3.3109129767786256
79.39668972250844
333.992460485916
83.52184480275157
32.94903016875245
932.5876957848884
61.917551295273626
1650.6825367733145
6.164804717676256
1184.89188685125
21854.725923423903
512.5273785827042
3.4351529642120804
49.41105149303665
8621.601037205388
473.937039565652
70.11453920955567
8.27762676631243
83.52184480275157
0.8279634797731685
0.2324
132.36678182293835
62733.1533531487
9540.766939709994
0.2324
2.465819312140024
24634.280754343097
282.9725104374216
4341.295155739023
7790.988388507958
5.10420327632092
534.2138873509773
2.1976904281996124
280.3784748976737
737.395403253076
894.016
3.3880258293196515
452.6085546790795
0.2324
7578.684384430478
14439.904659194455
554.259937222044
0.0168340811980975
122.4003308612965
48.286435767056574
1689.86
366.2118975063104
12.019565686491358
473592.2962163528
1036.7757619084
2197.05
0.2421404990062629
2580.1391025828875
79.39668972250844
174.4883232427835
0.0008059877987493
14.056642901209852
272.73817691369624
0.0067644288413417
0.0020243533985008
0.0230236985976562
133.59142696182073
15.55524934364662
5.344731037697844
0.903664409702566
0.0010673715327996
94.5789285876362
4566.852617002503
176786.75127384852
1444.340756927544
1519.99
524.4644027343749
143.80540777165268
3308.5046078739774
3.376553434670542e-05
6.485104916446637
2.630015451995009
61.34994729605173
1.7457299015119867
22779.462289073603
4.612459830464454
36.127542644335605
1.0185953763190991
134.82740240348426
1065043.9980681662
2098.73
8.201744985487197
1.5775447429610638
1571.15
2803.1047566816424
105.1452224709006
522.0549609448772
68.51870364175714
2679.29
2.069994804988136
126.99332852529824
360662540.2838833
645.2180907973724
7474.711814645911
0.2324
70.11453920955567
1.6068703713989767
38.71107770507021
1.09143666788796
3.980515677513296
23.11313513284584
7543.867152278879
868.029
0.2324
6332.891359012583
0.0297963655127754
29.097007391089104
10223.041572604305
1673.643382556097
4673.216944576621
686.773
97464138560.92032
272.73817691369624
0.0005866012774478
1.2764134653409325
49.868197940088265
12.019565686491358
10.468756434481406
2522.79
299.04856278690846
0.0758788123639395
25.110482984366207
0.0020243533985008
8.27762676631243
33077.02207603237
104.1813463562116
2764.648741080001
0.3647948364685098
95.45396402734708
32.79765903698818
2.2282601046068247
1.853421991943953
6.853532527904564
61.4518
95.45396402734708
0.0066716271076788
676.499
8.315830521358706
27.406341387944146
137.96760139782484
66.34536877018424
12.186756765305985
1.2245972313127995
0.2004823161411703
0.0049916604738139
0.0020243533985008
4126.878007640512
267565.893762488
12.998259217396903
1.5135040305973086
200.3364846501242
117.733
1842.8199
47.18741675462347
857.619
117.733
2803.1047566816424
7935.818277907219
180904.20491210523
7237.622509415249
61305.32114416997
0.0106221024479177
94.5789285876362
4.7855395687098765
0.231243503113696
1.0568175457452456
3.0757507382240146
183.55408398902807
19931.94031683232
1576.3972317666316
1.2416312687777875
39.43069385939829
2012.1228705058609
458.9042990105549
1223.7064552902011
186.107304806104
79.39668972250844
187.82915225908587
83.90732341756936
65.43517141475496
15.131369656577515
1347.9470317618552
0.000189843014492
51.02965371413347
299.04856278690846
0.0020243533985008
1.4190135137105997
26274.649855214782
359.52847473184926
3.419371528785506
0.2324
0.0089169943543668
314.5860077651731
25.81391062582493
45.27183509074035
0.0020243533985008
379.9537753095835
5592.522321185201
31443.34353386774
3401.1867595681883
0.0020243533985008
0.5702013567264093
16.977470092948618
70.43813904762098
0.153492899674692
1.116856784761766
135351.14517523887
