Depth,GR,Log_ILD,RHOB,NPHI,PHI,PERM,well
6308.0,86.73,1.342,2.105,0.396,0.33,0.2324,freeman_2
6308.5,79.598,1.257,2.105,0.381,0.33,0.2324,freeman_2
6309.0,72.18,1.083,2.092,0.365,0.1448,572.4,freeman_2
6309.5,68.811,0.973,2.072,0.373,0.1621,749.911,freeman_2
6310.0,71.912,0.953,2.057,0.372,0.175,927.986,freeman_2
6310.5,73.837,0.931,2.05,0.375,0.181,1019.99,freeman_2
6311.0,73.915,0.933,2.05,0.35,0.181,1020.43,freeman_2
6311.5,76.56,0.931,2.052,0.352,0.3653,993.452,freeman_2
6341.0,92.608,1.588,2.106,0.43,0.3293,0.2324,freeman_2
6341.5,88.486,1.296,2.107,0.414,0.3287,0.2324,freeman_2
6342.0,78.306,1.14,2.107,0.414,0.3287,0.2324,freeman_2
6342.5,73.611,1.043,2.101,0.394,0.1371,0.2324,freeman_2
6343.0,64.927,0.994,2.089,0.392,0.1474,0.2324,freeman_2
6343.5,67.271,0.942,2.076,0.402,0.1586,0.2324,freeman_2
6344.0,67.491,0.983,2.072,0.414,0.1621,0.2324,freeman_2
6344.5,74.271,1.042,2.081,0.41,0.1543,0.2324,freeman_2
6345.0,80.585,1.229,2.102,0.416,0.332,0.2324,freeman_2
6345.5,84.702,1.475,2.126,0.404,0.316,0.2324,freeman_2
6346.0,84.927,1.571,2.139,0.447,0.3073,0.2324,freeman_2
6346.5,81.267,1.29,2.133,0.435,0.3113,0.2324,freeman_2
6347.0,81.082,1.068,2.117,0.426,0.322,0.2324,freeman_2
6347.5,85.257,1.037,2.11,0.431,0.3267,0.2324,freeman_2
6348.0,90.369,1.24,2.121,0.452,0.3193,0.2324,freeman_2
6348.5,91.565,1.619,2.14,0.445,0.3067,0.2324,freeman_2
6349.0,91.751,1.883,2.152,0.415,0.2987,0.2324,freeman_2
6349.5,92.178,1.895,2.155,0.407,0.2967,0.2324,freeman_2
6350.0,102.091,1.935,2.157,0.452,0.2953,0.2324,freeman_2
6350.5,100.566,1.973,2.163,0.468,0.2913,0.2324,freeman_2
6351.0,96.892,1.858,2.167,0.458,0.2887,0.2324,freeman_2
6351.5,91.643,1.741,2.166,0.421,0.2893,0.2324,freeman_2
6352.0,93.439,1.75,2.159,0.404,0.294,0.2324,freeman_2
6352.5,95.375,1.806,2.147,0.412,0.302,0.2324,freeman_2
6353.0,92.815,1.618,2.13,0.41,0.3133,0.2324,freeman_2
6353.5,88.979,1.335,2.114,0.42,0.324,0.2324,freeman_2
6354.0,85.654,1.102,2.109,0.392,0.3273,0.2324,freeman_2
6354.5,82.166,1.119,2.122,0.429,0.3187,0.2324,freeman_2
6355.0,79.548,1.319,2.141,0.441,0.306,0.2324,freeman_2
6355.5,80.735,1.477,2.151,0.456,0.2993,0.2324,freeman_2
6356.0,80.242,1.456,2.15,0.437,0.3,0.2324,freeman_2
6356.5,78.647,1.456,2.147,0.43,0.302,0.2324,freeman_2
6357.0,77.606,1.397,2.141,0.441,0.306,0.2324,freeman_2
6357.5,74.191,1.297,2.128,0.444,0.1138,0.2324,freeman_2
6358.0,77.339,1.183,2.11,0.468,0.3267,0.2324,freeman_2
6358.5,77.378,1.121,2.095,0.437,0.3367,0.2324,freeman_2
6359.0,77.387,1.087,2.089,0.425,0.3407,0.2324,freeman_2
6359.5,75.793,1.043,2.091,0.473,0.3393,0.2324,freeman_2
6360.0,79.364,1.089,2.103,0.526,0.3313,0.2324,freeman_2
6360.5,83.485,1.302,2.123,0.5,0.318,0.2324,freeman_2
6361.0,79.899,1.465,2.139,0.404,0.3073,0.2324,freeman_2
6361.5,64.747,1.361,2.136,0.35,0.1069,305.696,freeman_2
6362.0,57.032,1.12,2.113,0.368,0.1267,423.488,freeman_2
6362.5,52.202,0.942,2.085,0.359,0.1509,631.362,freeman_2
6363.0,58.235,0.848,2.069,0.4,0.1647,782.586,freeman_2
6363.5,66.488,0.869,2.072,0.393,0.1621,0.2324,freeman_2
6364.0,72.293,1.083,2.085,0.409,0.1509,0.2324,freeman_2
6364.5,74.135,1.287,2.091,0.427,0.1457,0.2324,freeman_2
6365.0,69.512,1.234,2.082,0.471,0.1534,0.2324,freeman_2
6365.5,64.126,1.096,2.06,0.475,0.1724,0.2324,freeman_2
6366.0,57.457,1.05,2.038,0.442,0.1914,1069.55,freeman_2
6366.5,55.372,0.949,2.024,0.377,0.2034,1069.55,freeman_2
6367.0,52.925,0.861,2.018,0.361,0.2086,1069.55,freeman_2
6367.5,54.098,0.882,2.021,0.342,0.206,1069.55,freeman_2
6368.0,54.295,1.004,2.035,0.319,0.194,1069.55,freeman_2
6368.5,57.052,1.062,2.057,0.291,0.175,933.013,freeman_2
6369.0,57.3,1.008,2.079,0.315,0.156,678.834,freeman_2
6369.5,58.138,0.951,2.089,0.366,0.1474,596.916,freeman_2
6370.0,58.946,0.923,2.074,0.4,0.1603,728.08,freeman_2
6370.5,57.788,0.921,2.042,0.375,0.1879,1069.55,freeman_2
6371.0,58.055,0.96,2.01,0.421,0.2155,1069.55,freeman_2
6371.5,56.207,0.976,2.0,0.405,0.2241,1069.55,freeman_2
6372.0,67.679,0.956,2.023,0.431,0.2043,1069.55,freeman_2
6372.5,75.989,1.062,2.075,0.426,0.35,0.2324,freeman_2
6373.0,87.009,1.347,2.135,0.443,0.31,0.2324,freeman_2
6373.5,87.752,1.892,2.178,0.467,0.2813,0.2324,freeman_2
6374.0,91.431,2.165,2.203,0.426,0.2647,0.2324,freeman_2
6374.5,86.66,2.114,2.217,0.403,0.2553,0.2324,freeman_2
6375.0,85.506,2.159,2.23,0.34,0.2467,117.733,freeman_2
6375.5,74.366,2.187,2.24,0.284,0.0172,1060.41,freeman_2
6376.0,67.129,2.245,2.246,0.275,0.0121,1028.6,freeman_2
6376.5,55.918,2.156,2.24,0.277,0.0172,1064.4,freeman_2
6377.0,50.548,1.647,2.218,0.287,0.0362,1195.8101,freeman_2
6377.5,44.243,1.176,2.189,0.308,0.0612,1396.67,freeman_2
6378.0,47.402,0.887,2.166,0.329,0.081,1579.14,freeman_2
6378.5,55.879,0.87,2.156,0.37,0.0897,1671.58,freeman_2
6379.0,66.979,1.127,2.157,0.412,0.0888,117.733,freeman_2
6379.5,79.479,1.679,2.169,0.405,0.2873,117.733,freeman_2
6380.0,83.305,2.242,2.193,0.374,0.2713,117.733,freeman_2
6380.5,87.567,2.435,2.216,0.351,0.256,117.733,freeman_2
6381.0,81.417,2.434,2.227,0.389,0.2487,117.733,freeman_2
6381.5,80.362,2.359,2.22,0.419,0.2533,117.733,freeman_2
6382.0,76.281,2.318,2.204,0.48,0.264,117.733,freeman_2
6382.5,75.544,2.307,2.198,0.432,0.268,117.733,freeman_2
6383.0,66.905,2.335,2.206,0.372,0.0466,117.733,freeman_2
6383.5,53.606,2.006,2.205,0.311,0.0474,1281.95,freeman_2
6384.0,43.87,1.426,2.178,0.303,0.0707,1483.8,freeman_2
6384.5,40.048,1.071,2.135,0.32,0.1078,1869.26,freeman_2
6385.0,35.931,0.908,2.104,0.333,0.1345,2203.1599,freeman_2
6385.5,37.732,0.831,2.095,0.336,0.1422,2316.2,freeman_2
6386.0,47.665,0.774,2.096,0.365,0.1414,2308.24,freeman_2
6386.5,63.796,0.862,2.098,0.404,0.1397,117.733,freeman_2
6421.0,83.291,0.88,2.102,0.398,0.332,0.2324,freeman_2
6421.5,71.588,1.24,2.128,0.366,0.1138,342.818,freeman_2
6422.0,64.907,1.346,2.145,0.35,0.0991,271.478,freeman_2
6422.5,62.444,1.004,2.129,0.403,0.1129,336.725,freeman_2
6423.0,69.111,0.853,2.095,0.448,0.1422,549.075,freeman_2
6423.5,77.184,0.989,2.074,0.634,0.3507,0.2324,freeman_2
6424.0,88.1,1.28,2.081,0.593,0.346,0.2324,freeman_2
6424.5,91.364,1.401,2.105,0.546,0.33,0.2324,freeman_2
6468.0,100.369,1.704,2.113,0.592,0.3247,0.2324,freeman_2
6468.5,96.303,1.767,2.11,0.682,0.3267,0.2324,freeman_2
6469.0,90.214,1.814,2.094,0.633,0.3373,0.2324,freeman_2
6469.5,78.559,1.918,2.088,0.494,0.3413,0.2324,freeman_2
6470.0,66.719,1.814,2.096,0.414,0.1414,534.673,freeman_2
6470.5,59.573,1.366,2.097,0.36,0.1405,531.622,freeman_2
6471.0,59.881,1.0,2.08,0.357,0.1552,673.559,freeman_2
6471.5,62.668,0.865,2.069,0.368,0.1647,785.808,freeman_2
6472.0,69.809,0.979,2.077,0.378,0.1578,700.679,freeman_2
6472.5,75.435,1.135,2.093,0.428,0.338,0.2324,freeman_2
6473.0,78.531,1.179,2.102,0.442,0.332,0.2324,freeman_2
6473.5,86.047,1.196,2.107,0.555,0.3287,0.2324,freeman_2
6830.0,100.69,1.581,2.167,0.414,0.2887,0.2324,freeman_2
6830.5,94.735,1.537,2.154,0.441,0.2973,0.2324,freeman_2
6831.0,89.323,1.408,2.14,0.431,0.3067,0.2324,freeman_2
6831.5,90.019,1.38,2.131,0.461,0.3127,0.2324,freeman_2
6832.0,91.242,1.439,2.13,0.479,0.3133,0.2324,freeman_2
6832.5,95.68,1.515,2.133,0.505,0.3113,0.2324,freeman_2
6833.0,93.378,1.5,2.138,0.532,0.308,0.2324,freeman_2
6833.5,95.539,1.477,2.144,0.5,0.304,0.2324,freeman_2
6834.0,96.78,1.463,2.148,0.522,0.3013,0.2324,freeman_2
6834.5,98.93,1.416,2.147,0.473,0.302,0.2324,freeman_2
6835.0,99.756,1.38,2.141,0.465,0.306,0.2324,freeman_2
6835.5,91.138,1.375,2.134,0.477,0.3107,0.2324,freeman_2
6836.0,90.736,1.401,2.129,0.524,0.314,0.2324,freeman_2
6836.5,89.179,1.414,2.131,0.594,0.3127,0.2324,freeman_2
6837.0,93.984,1.444,2.142,0.585,0.3053,0.2324,freeman_2
6837.5,93.124,1.524,2.157,0.545,0.2953,0.2324,freeman_2
6838.0,99.337,1.57,2.168,0.508,0.288,0.2324,freeman_2
6838.5,102.365,1.582,2.17,0.508,0.2867,0.2324,freeman_2
6839.0,104.058,1.593,2.164,0.503,0.2907,0.2324,freeman_2
6839.5,101.207,1.621,2.158,0.452,0.2947,0.2324,freeman_2
6840.0,95.945,1.657,2.153,0.445,0.298,0.2324,freeman_2
6840.5,93.252,1.641,2.142,0.408,0.3053,0.2324,freeman_2
6841.0,88.645,1.502,2.121,0.384,0.3193,377.673,freeman_2
6841.5,82.827,1.358,2.099,0.363,0.334,512.204,freeman_2
6842.0,81.401,1.394,2.097,0.419,0.3353,529.443,freeman_2
6842.5,86.585,1.537,2.118,0.466,0.3213,0.2324,freeman_2
6843.0,86.408,1.614,2.133,0.485,0.3113,0.2324,freeman_2
6843.5,81.535,1.514,2.116,0.443,0.3227,0.2324,freeman_2
6844.0,71.439,1.278,2.072,0.423,0.1621,750.797,freeman_2
6844.5,73.51,1.043,2.041,0.399,0.1888,1069.55,freeman_2
6845.0,80.537,1.031,2.054,0.413,0.364,966.781,freeman_2
6845.5,87.341,1.219,2.093,0.42,0.338,0.2324,freeman_2
6846.0,89.707,1.397,2.123,0.495,0.318,0.2324,freeman_2
6846.5,89.563,1.441,2.135,0.531,0.31,0.2324,freeman_2
6847.0,92.97,1.488,2.141,0.56,0.306,0.2324,freeman_2
6847.5,97.029,1.62,2.147,0.518,0.302,0.2324,freeman_2
6848.0,99.052,1.555,2.147,0.449,0.302,0.2324,freeman_2
6848.5,97.378,1.45,2.137,0.402,0.3087,0.2324,freeman_2
6849.0,92.071,1.36,2.118,0.356,0.3213,395.936,freeman_2
6849.5,85.208,1.234,2.095,0.373,0.3367,541.837,freeman_2
6850.0,84.567,1.2,2.089,0.394,0.3407,594.917,freeman_2
6850.5,86.988,1.278,2.108,0.411,0.328,0.2324,freeman_2
6851.0,91.46,1.36,2.134,0.429,0.3107,0.2324,freeman_2
6851.5,95.037,1.343,2.147,0.419,0.302,0.2324,freeman_2
6852.0,100.851,1.352,2.153,0.386,0.298,0.2324,freeman_2
6852.5,103.602,1.422,2.163,0.381,0.2913,0.2324,freeman_2
6853.0,102.294,1.419,2.169,0.424,0.2873,0.2324,freeman_2
6853.5,98.979,1.377,2.165,0.491,0.29,0.2324,freeman_2
6854.0,98.521,1.347,2.158,0.515,0.2947,0.2324,freeman_2
6854.5,94.837,1.369,2.152,0.442,0.2987,0.2324,freeman_2
6855.0,96.269,1.367,2.145,0.411,0.3033,0.2324,freeman_2
6855.5,91.467,1.378,2.139,0.377,0.3073,0.2324,freeman_2
6856.0,92.22,1.355,2.136,0.365,0.3093,0.2324,freeman_2
6856.5,83.843,1.234,2.13,0.365,0.3133,0.2324,freeman_2
6857.0,84.518,1.189,2.118,0.369,0.3213,0.2324,freeman_2
6857.5,86.572,1.145,2.106,0.399,0.3293,0.2324,freeman_2
6858.0,87.424,1.171,2.105,0.403,0.33,0.2324,freeman_2
6858.5,91.645,1.197,2.116,0.401,0.3227,0.2324,freeman_2
6859.0,91.625,1.284,2.127,0.401,0.3153,0.2324,freeman_2
6859.5,93.212,1.353,2.133,0.419,0.3113,0.2324,freeman_2
6860.0,90.798,1.27,2.134,0.407,0.3107,0.2324,freeman_2
6860.5,92.566,1.266,2.137,0.385,0.3087,0.2324,freeman_2
6861.0,96.691,1.397,2.146,0.405,0.3027,0.2324,freeman_2
6861.5,97.052,1.476,2.157,0.446,0.2953,0.2324,freeman_2
6862.0,95.366,1.469,2.159,0.481,0.294,0.2324,freeman_2
6862.5,92.104,1.38,2.148,0.398,0.3013,0.2324,freeman_2
6863.0,88.35,1.207,2.128,0.404,0.3147,0.2324,freeman_2
6863.5,87.962,1.146,2.119,0.432,0.3207,0.2324,freeman_2
6864.0,85.222,1.225,2.131,0.416,0.3127,0.2324,freeman_2
6864.5,84.684,1.413,2.148,0.44,0.3013,0.2324,freeman_2
6865.0,85.506,1.401,2.154,0.416,0.2973,0.2324,freeman_2
6865.5,88.563,1.299,2.147,0.439,0.302,0.2324,freeman_2
6866.0,91.157,1.298,2.139,0.449,0.3073,0.2324,freeman_2
6866.5,90.998,1.39,2.138,0.508,0.308,0.2324,freeman_2
6867.0,85.865,1.457,2.14,0.574,0.3067,0.2324,freeman_2
6867.5,79.152,1.461,2.136,0.437,0.3093,0.2324,freeman_2
6868.0,68.625,1.19,2.121,0.346,0.1198,380.47,freeman_2
6868.5,59.752,0.92,2.094,0.316,0.1431,551.257,freeman_2
6869.0,62.811,0.821,2.072,0.358,0.1621,755.178,freeman_2
6869.5,71.335,0.979,2.069,0.389,0.1647,783.014,freeman_2
6870.0,83.878,1.175,2.087,0.417,0.342,0.2324,freeman_2
6870.5,89.664,1.344,2.112,0.4,0.3253,0.2324,freeman_2
6871.0,91.346,1.387,2.136,0.438,0.3093,0.2324,freeman_2
6871.5,93.839,1.423,2.157,0.449,0.2953,0.2324,freeman_2
6872.0,93.025,1.454,2.173,0.495,0.2847,0.2324,freeman_2
6872.5,89.39,1.493,2.183,0.461,0.278,0.2324,freeman_2
6873.0,82.915,1.549,2.177,0.419,0.282,0.2324,freeman_2
6873.5,74.475,1.408,2.144,0.415,0.1,273.925,freeman_2
6874.0,67.335,1.128,2.09,0.378,0.1466,585.376,freeman_2
6874.5,59.834,0.929,2.044,0.406,0.1862,1069.55,freeman_2
6875.0,65.718,0.919,2.041,0.413,0.1888,1069.55,freeman_2
6875.5,74.268,1.084,2.081,0.557,0.1543,0.2324,freeman_2
6876.0,83.344,1.306,2.129,0.638,0.314,0.2324,freeman_2
6876.5,89.214,1.413,2.153,0.54,0.298,0.2324,freeman_2
6877.0,91.614,1.32,2.155,0.503,0.2967,0.2324,freeman_2
6877.5,90.03,1.208,2.154,0.456,0.2973,0.2324,freeman_2
6878.0,89.929,1.24,2.162,0.503,0.292,0.2324,freeman_2
6878.5,89.144,1.391,2.169,0.439,0.2873,0.2324,freeman_2
6879.0,90.788,1.549,2.167,0.432,0.2887,0.2324,freeman_2
6879.5,91.844,1.494,2.156,0.463,0.296,0.2324,freeman_2
6880.0,93.538,1.391,2.14,0.498,0.3067,0.2324,freeman_2
6880.5,94.534,1.338,2.127,0.523,0.3153,0.2324,freeman_2
6881.0,91.709,1.32,2.12,0.473,0.32,0.2324,freeman_2
6881.5,92.664,1.291,2.123,0.451,0.318,0.2324,freeman_2
6882.0,91.57,1.244,2.131,0.443,0.3127,0.2324,freeman_2
6882.5,93.131,1.273,2.141,0.44,0.306,0.2324,freeman_2
6883.0,93.961,1.331,2.149,0.42,0.3007,0.2324,freeman_2
6883.5,95.084,1.382,2.152,0.416,0.2987,0.2324,freeman_2
6884.0,92.93,1.393,2.148,0.428,0.3013,0.2324,freeman_2
6884.5,88.921,1.33,2.141,0.444,0.306,0.2324,freeman_2
6885.0,94.262,1.318,2.135,0.433,0.31,0.2324,freeman_2
6885.5,92.707,1.33,2.136,0.489,0.3093,0.2324,freeman_2
6886.0,95.036,1.43,2.141,0.479,0.306,0.2324,freeman_2
6886.5,89.768,1.515,2.147,0.47,0.302,0.2324,freeman_2
6887.0,94.867,1.563,2.153,0.438,0.298,0.2324,freeman_2
6887.5,100.994,1.572,2.158,0.449,0.2947,0.2324,freeman_2
6888.0,103.006,1.562,2.161,0.45,0.2927,0.2324,freeman_2
6888.5,101.65,1.516,2.16,0.463,0.2933,0.2324,freeman_2
6889.0,95.91,1.457,2.153,0.462,0.298,0.2324,freeman_2
6889.5,90.089,1.389,2.144,0.431,0.304,0.2324,freeman_2
6890.0,86.095,1.404,2.132,0.4,0.312,0.2324,freeman_2
6890.5,84.626,1.301,2.117,0.356,0.322,0.2324,freeman_2
6891.0,87.08,1.205,2.105,0.379,0.33,0.2324,freeman_2
6891.5,86.38,1.209,2.112,0.367,0.3253,0.2324,freeman_2
6892.0,80.266,1.332,2.134,0.38,0.3107,0.2324,freeman_2
6892.5,77.926,1.369,2.148,0.353,0.3013,0.2324,freeman_2
6893.0,75.598,1.304,2.137,0.371,0.3087,0.2324,freeman_2
6893.5,76.277,1.195,2.107,0.349,0.3287,0.2324,freeman_2
6894.0,67.578,1.094,2.078,0.322,0.1569,688.068,freeman_2
6894.5,64.589,0.974,2.067,0.299,0.1664,807.993,freeman_2
6895.0,63.415,0.983,2.07,0.331,0.1638,769.537,freeman_2
6895.5,71.3,1.047,2.077,0.38,0.1578,0.2324,freeman_2
6896.0,75.08,1.101,2.079,0.398,0.3473,0.2324,freeman_2
6896.5,78.134,1.074,2.079,0.398,0.3473,0.2324,freeman_2
6897.0,78.012,1.037,2.076,0.36,0.3493,0.2324,freeman_2
6897.5,81.949,1.041,2.073,0.356,0.3513,0.2324,freeman_2
6898.0,80.658,1.094,2.073,0.371,0.3513,0.2324,freeman_2
6898.5,79.159,1.135,2.077,0.369,0.3487,0.2324,freeman_2
6899.0,75.717,1.154,2.078,0.365,0.348,0.2324,freeman_2
6899.5,73.195,1.118,2.07,0.338,0.1638,0.2324,freeman_2
6900.0,67.701,1.088,2.061,0.304,0.1716,880.079,freeman_2
6900.5,63.973,0.959,2.062,0.296,0.1707,859.348,freeman_2
6901.0,64.202,0.925,2.078,0.291,0.1569,697.513,freeman_2
6901.5,70.116,0.981,2.092,0.331,0.1448,0.2324,freeman_2
6902.0,74.155,1.043,2.09,0.345,0.1466,0.2324,freeman_2
6902.5,74.613,1.008,2.069,0.34,0.1647,786.141,freeman_2
6903.0,70.707,0.954,2.047,0.333,0.1836,1069.55,freeman_2
6903.5,67.057,0.909,2.041,0.343,0.1888,1069.55,freeman_2
6904.0,65.73,0.944,2.049,0.381,0.1819,1034.3,freeman_2
6904.5,64.97,0.975,2.057,0.377,0.175,934.32,freeman_2
6905.0,69.773,0.972,2.058,0.39,0.1741,0.2324,freeman_2
6905.5,76.471,0.955,2.066,0.394,0.356,0.2324,freeman_2
6906.0,80.428,1.055,2.081,0.421,0.346,0.2324,freeman_2
6906.5,76.746,1.134,2.089,0.384,0.3407,0.2324,freeman_2
6907.0,76.942,1.043,2.084,0.365,0.344,0.2324,freeman_2
6907.5,76.373,1.008,2.079,0.334,0.3473,686.773,freeman_2
6908.0,76.225,1.054,2.079,0.315,0.3473,683.105,freeman_2
6908.5,72.007,1.012,2.078,0.337,0.1569,693.524,freeman_2
6909.0,74.076,0.944,2.073,0.382,0.1612,0.2324,freeman_2
6909.5,84.074,0.945,2.073,0.403,0.3513,0.2324,freeman_2
6910.0,86.891,1.019,2.079,0.399,0.3473,0.2324,freeman_2
6910.5,82.957,1.089,2.085,0.408,0.3433,0.2324,freeman_2
6911.0,73.392,1.092,2.083,0.402,0.1526,0.2324,freeman_2
6911.5,66.042,1.069,2.076,0.398,0.1586,714.182,freeman_2
6912.0,62.149,1.001,2.072,0.356,0.1621,756.736,freeman_2
6912.5,66.195,0.939,2.079,0.355,0.156,680.221,freeman_2
6913.0,74.203,0.957,2.094,0.353,0.1431,553.929,freeman_2
6913.5,74.895,1.073,2.103,0.371,0.1353,0.2324,freeman_2
6914.0,69.715,1.133,2.101,0.39,0.1371,117.733,freeman_2
6914.5,53.418,1.041,2.09,0.422,0.1466,117.733,freeman_2
6915.0,44.616,0.962,2.079,0.412,0.156,117.733,freeman_2
6915.5,38.128,0.942,2.077,0.386,0.1578,2556.45,freeman_2
6916.0,37.543,0.946,2.08,0.336,0.1552,2505.97,freeman_2
6916.5,40.694,0.955,2.084,0.309,0.1517,2462.3701,freeman_2
6917.0,42.58,0.949,2.083,0.307,0.1526,2472.2,freeman_2
6917.5,39.303,0.926,2.082,0.304,0.1534,2488.9299,freeman_2
6918.0,40.02,0.901,2.084,0.317,0.1517,2453.8401,freeman_2
6918.5,44.314,0.881,2.093,0.324,0.144,2343.3,freeman_2
6919.0,56.121,0.853,2.105,0.34,0.1336,2199.5901,freeman_2
6919.5,61.438,0.869,2.113,0.387,0.1267,117.733,freeman_2
6920.0,66.301,0.926,2.111,0.414,0.1284,0.2324,freeman_2
6920.5,67.824,0.978,2.103,0.42,0.1353,0.2324,freeman_2
6921.0,66.643,0.975,2.093,0.357,0.144,557.07,freeman_2
6921.5,66.067,0.896,2.092,0.347,0.1448,570.815,freeman_2
6922.0,67.261,0.889,2.103,0.366,0.1353,487.585,freeman_2
6922.5,74.59,1.031,2.121,0.424,0.1198,0.2324,freeman_2
6923.0,83.672,1.313,2.13,0.464,0.3133,0.2324,freeman_2
6923.5,90.371,1.472,2.124,0.484,0.3173,0.2324,freeman_2
7047.0,96.05,1.579,2.174,0.486,0.284,0.2324,freeman_2
7047.5,87.878,1.667,2.174,0.483,0.284,0.2324,freeman_2
7048.0,83.41,1.811,2.167,0.465,0.2887,0.2324,freeman_2
7048.5,78.009,2.03,2.155,0.417,0.2967,234.745,freeman_2
7049.0,70.891,2.366,2.135,0.368,0.1078,312.11,freeman_2
7049.5,65.853,2.606,2.113,0.336,0.1267,424.59,freeman_2
7050.0,68.998,2.564,2.102,0.343,0.1362,492.571,freeman_2
7050.5,72.914,2.181,2.105,0.374,0.1336,471.717,freeman_2
7051.0,80.941,1.738,2.112,0.399,0.3253,431.59,freeman_2
7051.5,85.185,1.414,2.111,0.462,0.326,0.2324,freeman_2
7052.0,91.484,1.269,2.102,0.44,0.332,0.2324,freeman_2
7052.5,91.79,1.259,2.095,0.492,0.3367,0.2324,freeman_2
7140.0,94.345,1.108,2.214,0.642,0.2573,0.2324,freeman_2
7140.5,97.734,0.985,2.191,0.516,0.2727,0.2324,freeman_2
7141.0,96.849,0.941,2.159,0.463,0.294,0.2324,freeman_2
7141.5,89.598,1.106,2.143,0.401,0.3047,277.278,freeman_2
7142.0,79.704,1.461,2.148,0.305,0.3013,260.211,freeman_2
7142.5,77.89,1.809,2.157,0.298,0.2953,230.811,freeman_2
7143.0,78.056,2.065,2.169,0.306,0.2873,194.527,freeman_2
7143.5,77.887,2.156,2.199,0.387,0.2673,0.2324,freeman_2
7144.0,78.687,2.306,2.24,0.4,0.24,0.2324,freeman_2
7144.5,82.009,2.366,2.264,0.431,0.224,0.2324,freeman_2
7145.0,85.908,2.19,2.258,0.456,0.228,0.2324,freeman_2
7145.5,91.489,1.992,2.228,0.423,0.248,0.2324,freeman_2
7440.0,99.295,1.401,2.197,0.451,0.2687,0.2324,freeman_2
7440.5,94.767,1.434,2.189,0.424,0.274,0.2324,freeman_2
7441.0,86.154,1.427,2.175,0.451,0.2833,0.2324,freeman_2
7441.5,78.499,1.391,2.155,0.413,0.2967,234.71,freeman_2
7442.0,68.765,1.346,2.138,0.406,0.1052,298.854,freeman_2
7442.5,59.928,1.247,2.128,0.347,0.1138,345.333,freeman_2
7443.0,59.318,1.184,2.124,0.363,0.1172,361.843,freeman_2
7443.5,69.687,1.153,2.129,0.37,0.1129,337.195,freeman_2
7444.0,81.321,1.32,2.149,0.402,0.3007,255.509,freeman_2
7444.5,92.575,1.747,2.184,0.399,0.2773,0.2324,freeman_2
7445.0,98.099,2.2,2.22,0.391,0.2533,0.2324,freeman_2
7445.5,103.418,2.035,2.24,0.391,0.24,0.2324,freeman_2
7480.0,99.399,1.836,2.227,0.464,0.2487,0.2324,freeman_2
7480.5,101.463,1.845,2.233,0.474,0.2447,0.2324,freeman_2
7481.0,100.743,1.866,2.229,0.472,0.2473,0.2324,freeman_2
7481.5,100.352,1.923,2.226,0.412,0.2493,0.2324,freeman_2
7482.0,98.266,1.997,2.23,0.394,0.2467,0.2324,freeman_2
7482.5,101.991,2.059,2.236,0.422,0.2427,0.2324,freeman_2
7483.0,97.534,2.119,2.238,0.402,0.2413,117.733,freeman_2
7483.5,95.741,2.049,2.235,0.363,0.2433,117.733,freeman_2
7484.0,88.148,1.94,2.235,0.36,0.2433,117.733,freeman_2
7484.5,85.967,1.863,2.233,0.383,0.2447,117.733,freeman_2
7485.0,76.487,1.726,2.205,0.404,0.2633,1282.25,freeman_2
7485.5,70.926,1.548,2.146,0.367,0.0983,1757.78,freeman_2
7486.0,59.306,1.476,2.108,0.345,0.131,2166.3,freeman_2
7486.5,53.179,1.541,2.139,0.316,0.1043,1833.24,freeman_2
7487.0,51.237,1.552,2.214,0.286,0.0397,1226.05,freeman_2
7487.5,54.887,1.449,2.27,0.3,-0.0086,907.367,freeman_2
7488.0,64.114,1.337,2.275,0.323,-0.0129,880.462,freeman_2
7488.5,78.379,1.321,2.243,0.369,0.238,117.733,freeman_2
7489.0,87.281,1.416,2.206,0.399,0.2627,117.733,freeman_2
7489.5,99.255,1.568,2.185,0.428,0.2767,117.733,freeman_2
7576.0,96.343,1.32,2.132,0.52,0.312,117.733,freeman_2
7576.5,89.515,1.443,2.125,0.422,0.3167,117.733,freeman_2
7577.0,82.548,1.736,2.122,0.397,0.3187,1753.92,freeman_2
7577.5,71.727,2.255,2.119,0.35,0.1216,1785.11,freeman_2
7578.0,66.613,2.849,2.123,0.384,0.1181,1742.58,freeman_2
7578.5,63.927,3.357,2.136,0.385,0.1069,1636.87,freeman_2
7579.0,59.16,3.862,2.139,0.395,0.1043,1606.97,freeman_2
7579.5,54.011,4.777,2.132,0.357,0.1103,1669.0,freeman_2
7580.0,53.845,6.104,2.127,0.37,0.1147,1714.39,freeman_2
7580.5,54.492,7.185,2.132,0.391,0.1103,1671.36,freeman_2
7581.0,56.922,8.381,2.135,0.403,0.1078,1640.42,freeman_2
7581.5,52.345,11.688,2.126,0.365,0.1155,1718.63,freeman_2
7582.0,46.707,15.223,2.11,0.356,0.1293,1864.99,freeman_2
7582.5,44.381,12.803,2.101,0.336,0.1371,1957.0601,freeman_2
7583.0,47.568,8.079,2.106,0.357,0.1328,1900.47,freeman_2
7583.5,59.035,5.34,2.127,0.372,0.1147,1708.73,freeman_2
7584.0,70.817,3.918,2.151,0.431,0.094,117.733,freeman_2
7584.5,74.089,3.262,2.161,0.411,0.0853,117.733,freeman_2
