Depth,Log_ILD,NPHI,RHOB,vshale,Facies,velocity,Actual Permeability,rf_Permeability,dt_Permeability,gb_Permeability,nn_pore pressure
8388.5,6.2892,0.0516,2.2001,66.7009,0,6184.5876,4965232.539800974,4965636.765299277,4965906.788158813,4960716.17360281,4356837.79392637
7734.5,0.9332,0.0188,2.2382,39.0321,0,5142.333,4212764.933551514,4212764.93355151,4212764.933551515,4213011.395183619,3759624.169096931
9610.5,1.5294,0.1435,2.3848,118.2152,2,6538.9297,4932892.802692556,4932419.868456055,4931618.606758528,4931529.374530839,4750871.799180044
8503.0,0.969,0.1848,2.3228,99.2257,2,5852.7045,4280161.180731558,4281978.45041788,4275023.643957711,4294153.421977387,4233026.892415411
7872.5,1.2695,0.2081,2.2878,109.7221,2,5744.8236,4124289.772154676,4124761.392177946,4125452.8214808563,4122703.5484625003,4069760.5581341726
9726.5,0.9452,0.1543,2.3686,112.9285,2,6130.709,4588441.516600361,4587326.101225859,4588058.608915277,4575728.112763427,4586604.080659351
11038.0,0.9009,0.1199,2.4201,125.2634,2,6317.1986,4846562.020913404,4847934.145786076,4838320.492521816,4833824.104200695,4914762.713778981
10233.0,1.0906,0.1681,2.3479,126.2723,2,6208.5075,4598928.078971625,4600661.599146309,4600319.049380957,4603643.460655236,4717383.2857906185
9846.0,0.8833,0.1883,2.3176,101.8297,2,6006.6172,4380737.190570664,4377813.377918441,4381360.981180415,4388441.784823573,4550631.054955698
7991.5,1.1636,0.2139,2.2792,130.4557,2,5579.9844,3987091.4801191264,3986445.1749170637,3983602.4306515604,3984455.597178742,4020525.8151501566
10491.0,1.0586,0.1518,2.3723,131.1262,2,6654.5089,4989675.207718067,4990970.003104847,4989063.2017798815,4981041.606148083,4967555.434005612
9907.5,0.9738,0.1578,2.3633,119.8965,2,6298.5169,4701807.356985924,4703764.23168269,4705744.870797098,4711646.709448082,4697053.747063975
8484.0,1.0984,0.2137,2.2795,98.362,2,6005.9284,4292144.880272656,4302959.625042707,4259368.951112159,4272812.541450724,4298723.464003243
11250.0,1.053,0.1579,2.3632,120.6206,2,6438.9145,4806255.648429054,4804751.468989358,4801813.694795715,4799181.5152133275,5008154.022242635
10834.0,11.8407,0.2612,2.2082,97.1205,2,6624.4786,4546339.019245603,4546769.27594985,4545948.412978612,4544831.174023569,5012495.974964901
10422.0,0.8912,0.1643,2.3535,130.3108,2,6407.1987,4759734.826107332,4759265.030141039,4760028.362744946,4755318.063622854,4842778.171785487
8768.0,0.9334,0.2168,2.2748,92.4287,2,5622.7355,4008099.8080977965,4006450.816420834,4009755.247933791,4021695.1222544024,4176676.850142175
9884.5,1.3698,0.1299,2.4052,115.4404,2,6493.5807,4946837.996937523,4946836.101572829,4946433.557983199,4945668.579939188,4780382.206433606
11352.0,0.942,0.1343,2.3986,162.1151,2,6351.5571,4823466.168823392,4823466.168823395,4823526.335713081,4823018.870907547,4994286.216035248
10531.0,1.3441,0.1332,2.4002,118.0158,2,6627.1048,5036685.91802824,5036556.492630743,5038813.105864703,5043146.31705187,4960385.424112123
9365.5,1.0067,0.1725,2.3413,109.9172,2,5920.6599,4371072.338716883,4371539.751233624,4371072.338716883,4366424.427237113,4424523.394708299
9122.0,0.7019,0.2009,2.2987,107.951,2,5099.6171,3682355.7858877056,3692188.730307669,3680171.209494679,3685420.271351349,4007763.820954034
7922.5,0.8276,0.2692,2.1962,107.3247,2,5325.666,3628878.416261356,3630027.5181052643,3642830.9534449363,3630371.16075574,3888863.1139634494
10599.5,1.4442,0.1265,2.4102,119.5551,2,6711.6139,5125287.39721957,5124993.471604982,5121951.761414031,5134156.107061663,5011515.97903449
9550.0,1.7356,0.2043,2.2935,114.2073,2,6519.697,4694955.502695079,4695896.925514531,4693850.535233818,4686012.182218685,4730364.569549765
10645.5,1.5524,0.1286,2.4071,116.8164,2,6764.1253,5157703.735217079,5157278.372770136,5156328.209148097,5159519.649932836,5043311.935439109
7892.0,0.9663,0.2201,2.2698,111.4545,2,5205.9445,3700917.0178239713,3701769.7635178524,3704518.3166606566,3699150.8263020273,3829769.7887653103
10110.5,1.2835,0.1251,2.4123,110.4566,2,6743.3414,5154614.867567402,5155379.120918945,5150780.334175958,5155363.514453995,4934222.538284331
9302.5,1.1172,0.1562,2.3657,117.6203,2,6152.414,4598207.028260464,4596637.691181719,4602272.179008704,4587744.751291048,4519067.368838905
9680.0,4.8193,0.1252,2.1148,51.5508,0,6337.1044,4843744.930728931,4838157.815539271,4845894.879565608,4845206.195480704,4661252.365282872
9709.0,0.8686,0.1579,2.3632,122.9687,2,6085.1935,4542224.543349721,4541847.423362374,4538174.449592737,4541132.4054644285,4564437.297682875
8370.5,2.9644,0.2699,2.1951,78.7107,1,6221.3934,4236543.966955599,4236573.295071592,4236225.96441713,4234026.223158625,4372052.193488492
8511.0,0.8129,0.187,2.3195,102.5278,2,5115.2255,3734422.612149134,3731052.8120450336,3731662.5734927803,3740844.1195859,3901323.995249449
8678.0,0.7836,0.219,2.2715,99.7272,2,5255.0607,3739228.3691616734,3738375.1985260868,3738763.819605148,3736322.118362326,3994909.7861805633
9538.5,1.7701,0.1834,2.3249,116.6789,2,6686.2602,4895075.190683587,4896378.59648456,4897126.481774074,4898979.768715908,4804029.870557479
10407.0,0.8788,0.1396,2.3906,122.3858,2,6242.2252,4722393.8406264605,4721739.809031143,4722393.8406264605,4723973.504083803,4764053.290595504
9368.0,1.1495,0.1356,2.3966,128.2121,2,6338.9507,4809406.101966007,4810354.7405819865,4810086.554348908,4813478.173358582,4617306.77939179
10679.0,1.9464,0.1383,2.3926,112.1095,2,6792.6833,5143653.328554339,5143877.05593379,5142572.721327887,5144706.401329582,5061663.4455819335
7880.5,1.0346,0.2297,2.2555,101.361,2,5277.9167,3722182.652681682,3724143.3380731232,3721823.968799035,3729640.3916244013,3858551.787482333
9052.5,0.7205,0.2132,2.2802,106.7898,2,5509.083,3938682.2376504024,3938283.332197149,3936576.722573253,3933819.830326777,4180045.385653801
8675.0,0.7309,0.2229,2.2656,103.1122,2,5251.8836,3724924.463903712,3724428.05491864,3722432.65343588,3729045.950794586,3993474.2783134584
9150.0,0.675,0.1814,2.3279,109.7042,2,5877.5687,4309699.496561929,4312634.479596379,4309699.496561929,4323040.12150724,4365238.869739787
9859.0,1.0233,0.1694,2.3459,109.4864,2,6204.6069,4591514.023789932,4591528.92421627,4590460.5787232,4592713.654234024,4643899.864750347
10327.5,0.9799,0.1498,2.3753,123.5665,2,6474.2222,4861641.71910387,4863325.755571768,4862339.675862365,4871861.775398727,4854582.063818377
10967.5,0.6547,0.1579,2.3632,107.8876,2,5985.927,4468128.196217895,4468072.013404715,4468842.922922764,4464868.8104001405,4748964.998754562
9733.0,1.0751,0.1418,2.3873,115.8519,2,6364.0247,4806876.769656335,4805415.171197715,4804044.643071589,4801193.548725417,4693874.690176909
8800.0,0.9973,0.2253,2.2621,92.478,2,5681.1149,4021318.8678795644,4017638.0835949183,4020595.6162459566,4029000.6022290615,4209004.341268581
10948.0,0.721,0.1381,2.3929,127.2072,2,5988.8928,4535649.5494255945,4539588.791884291,4550689.2794941375,4545030.557395576,4749919.088895525
8347.5,5.5785,0.3187,2.122,78.8961,1,5644.8015,3670511.436368608,3699747.657860187,3661779.623179804,3674798.626615527,4107159.594939382
7880.0,1.0536,0.2241,2.2638,105.1077,2,5292.1886,3749768.2295837537,3750003.206605883,3749898.4018038316,3756647.453548252,3865540.216062408
9992.5,1.3913,0.1539,2.3692,123.7846,2,6881.7776,5152092.296798429,5154476.9650698,5152092.296798429,5159336.6624022955,4977327.486746539
10247.0,1.2343,0.1275,2.4087,128.1785,2,7037.3939,5370262.606690839,5367702.778925882,5379884.5517138755,5356725.268455294,5095369.169595431
10656.5,1.7998,0.1394,2.3909,121.6207,2,6833.9238,5170775.25031332,5170731.983942861,5167386.384862407,5172905.192382212,5077738.868160881
8378.5,1.6127,0.2684,2.1974,80.1042,2,6204.9826,4231090.087898527,4231189.319433871,4231571.893166708,4231255.783015472,4366366.499489134
9429.5,1.2724,0.1299,2.4052,120.1121,2,6403.607,4878295.664330681,4878701.440632757,4880260.127232992,4878633.934524081,4656570.176028115
11084.5,0.7201,0.1517,2.3725,117.7546,2,6162.1828,4620860.415002853,4620356.727242475,4621147.219462423,4624106.011333815,4851925.556933529
9002.0,1.1146,0.1927,2.311,101.0811,2,5758.8316,4185529.0465672445,4186462.56557285,4188318.6221872717,4182719.1515513514,4282841.620593383
7871.5,1.3292,0.2069,2.2897,104.446,2,5899.2768,4239285.703904222,4241609.70454612,4235972.713884312,4230572.363263635,4138598.626193417
7841.5,0.8741,0.2412,2.2382,104.4629,2,5142.333,3591328.0418200633,3591328.0418200535,3591328.041820055,3591802.7633784437,3790509.416002606
9179.5,0.7621,0.1824,2.3264,105.4874,2,5471.3408,4008729.316257968,4008228.542310427,4013334.441374277,4003196.3571650856,4186167.2952805706
7814.0,0.9332,0.2412,2.2382,117.5777,2,5142.333,3591328.0418200633,3591328.0418200525,3591328.041820055,3591994.8578838976,3787616.6600310793
8465.0,1.8348,0.0121,2.246,66.9109,0,6032.8865,4962203.830142926,4962315.141248653,4962601.854186464,4961204.259004618,4301937.285147728
7852.0,0.9952,0.2517,2.2225,103.3235,2,5148.3235,3562974.603887259,3563975.146118915,3560223.739210166,3563637.2458600947,3794976.132624358
9482.0,1.2679,0.1357,2.3965,114.8453,2,6532.2427,4955702.228806112,4956169.265851594,4955978.651562946,4955998.59773278,4723581.581168893
9395.5,1.1065,0.1439,2.3842,110.4648,2,6249.5904,4713247.04299121,4713095.107308254,4712760.1560154315,4712514.029423449,4578997.488164271
11072.0,0.8068,0.1435,2.3847,113.5498,2,6320.3211,4767977.006811627,4766320.743720355,4767977.006811627,4769414.73124337,4920492.115336333
10267.5,1.3213,0.1384,2.3924,127.4575,2,6843.183,5181519.749434457,5182320.902833805,5176644.743338118,5182555.956672009,5011153.921257367
8284.0,2.0059,0.2235,2.2648,98.3812,2,5896.876,4180303.877584319,4178274.8942414196,4178169.424453025,4148964.1220472655,4212596.076967019
10954.5,0.6921,0.1715,2.3427,115.1943,2,6026.7779,4452807.13606742,4452659.3474271,4452826.859262126,4446464.473172361,4766264.789789435
10320.0,0.8165,0.1569,2.3647,122.855,2,6091.1692,4550067.705674351,4549957.22609226,4548744.634974174,4546549.471178991,4679734.742493552
11112.0,0.8736,0.1525,2.3713,107.4766,2,6542.0816,4902843.813449606,4901810.7029385725,4905027.976411702,4893010.122833382,5027211.062149988
10350.0,0.814,0.1625,2.3563,113.4857,2,5969.1456,4440315.620405189,4440080.445602481,4442148.813373159,4439276.107507639,4628496.68007071
9313.0,1.0207,0.1422,2.3867,118.6172,2,6147.7122,4642144.397617838,4643173.20048622,4647825.807113084,4644258.758832104,4519033.474845859
8892.0,0.9488,0.2151,2.2774,103.5513,2,5619.536,4011410.6877697855,4008803.8387597594,4009755.247933791,4024924.8427210287,4199926.748510845
7736.0,0.9332,0.0188,2.2382,39.0321,0,5142.333,4212764.933551514,4212764.93355151,4212764.933551515,4213011.395183619,3759900.6421714597
8675.5,0.7366,0.2183,2.2725,100.6492,2,5239.2174,3730106.9563646712,3729581.828422118,3728158.6085578715,3724485.4138536546,3987428.4178347224
11178.5,0.8511,0.1094,2.4359,124.5216,2,6589.1075,5092176.875035749,5096410.496218554,5091818.460445022,5097462.240415132,5063572.296022785
10903.0,1.5271,0.1071,2.4394,115.5945,2,7035.1114,5445463.152195701,5441163.181577761,5453489.005009487,5441958.652983041,5213192.996300782
9262.5,0.7711,0.1595,2.3607,105.7989,2,6217.5696,4635504.336302015,4636308.08876368,4635419.760451669,4634069.022614235,4539190.089068635
10725.5,1.1614,0.1181,2.4228,102.4381,2,6767.0772,5198249.306849251,5198592.716501155,5198772.054560603,5195149.188061773,5056979.930433533
10818.5,8.0354,0.141,2.0964,66.7163,0,4460.161,3370803.638645667,3448289.2265511537,3472075.8041746793,3373329.867104531,4024569.8634491665
10921.5,1.2761,0.1092,2.4362,120.2127,2,6750.4614,5217592.739849575,5219434.326644457,5218966.683499489,5233017.834582891,5088540.387641386
9963.0,1.0385,0.1777,2.3335,108.0512,2,6120.6899,4500793.916485039,4501815.289181857,4503304.197288184,4495959.299564661,4624858.851427347
10459.5,1.033,0.1449,2.3826,127.0479,2,6401.3462,4824182.265312539,4824862.207390929,4824182.265312539,4826846.672190739,4846516.791752119
9329.0,0.8604,0.1641,2.3539,125.2798,2,6159.7404,4576593.001389419,4577329.643237078,4572735.5649321815,4575356.465411016,4528510.96382463
8989.0,1.0869,0.1851,2.3224,102.5826,2,5662.3127,4139958.3286520406,4140162.835689034,4143360.1165362266,4138491.355255989,4237017.722527978
8226.0,0.8978,0.2151,2.2773,100.6062,2,5222.1384,3727735.1131679206,3726830.147317277,3726160.5557027804,3724339.8187100897,3896857.943252802
8952.5,0.8763,0.1934,2.3099,92.3577,2,5496.2623,3992487.4612474507,3992564.124945624,3992959.471906758,3992756.4011937114,4153440.143573596
11217.5,0.9527,0.1329,2.4006,119.4606,2,6545.2366,4975532.295454001,4975892.57495347,4973495.1159977615,4974309.729001725,5050077.098344857
9671.5,3.3856,0.1211,2.1195,43.7393,0,6547.77,5019232.509219075,5014287.652794243,5020004.966332833,5018236.128717456,4753592.814596542
8719.0,1950.0,0.2095,2.017,46.3386,0,5263.5923,3774521.81863124,3781122.1581041464,3774169.56409736,3765745.5937496168,4169284.4652078985
8818.0,0.9688,0.1855,2.3218,103.8346,2,6027.7797,4405794.130883728,4405658.690960697,4403988.247088462,4404526.239883132,4371070.669415944
7898.0,3.0243,0.2236,2.2646,124.1715,2,5420.5528,3842318.2298463793,3844138.7207152885,3843400.563337487,3847645.36255138,3930272.290838851
7844.5,0.9843,0.2412,2.2382,106.9126,2,5142.333,3591328.0418200633,3591328.0418200525,3591328.041820055,3591756.2333420655,3791477.5570767806
10742.5,1.7951,0.1543,2.3686,120.8382,2,6582.5198,4926592.8353593955,4925101.235590252,4925034.728309918,4917427.494507108,4979697.523751392
9753.0,0.8749,0.1519,2.3722,112.3775,2,6047.4157,4534131.204898316,4534345.512126076,4533576.736861501,4546992.027566718,4553701.060378839
