Depth,Log_ILD,NPHI,RHOB,vshale,Facies,velocity,Actual Permeability,rf_Permeability,dt_Permeability,gb_Permeability,nn_pore pressure
9049.5,0.8418,0.193,2.3105,122.496,2,5815.8838,4225994.5585518945,4224182.076571091,4226894.764645675,4218528.974794668,4320933.102269358
10608.0,3.0722,0.2271,2.2593,119.7773,2,6255.6279,4421329.471325765,4416715.425785895,4412469.221382842,4413596.628340816,4806915.647399432
7735.5,0.9332,0.0188,2.2382,39.0321,0,5142.333,4212764.933551514,4212764.93355151,4212764.933551515,4213011.395183619,3759808.48447995
9828.5,1.3924,0.1233,2.415,110.7426,2,6950.477,5319697.1767838085,5316305.804786353,5323728.801761263,5309732.951820947,4976031.843912929
9907.0,1.0097,0.1577,2.3634,120.294,2,6317.1986,4716104.054840738,4713552.590028268,4714178.977631716,4723923.63189801,4705484.036908646
9336.5,0.6526,0.1636,2.3546,121.4161,2,5989.8872,4452067.4095219625,4452866.309820042,4452559.757100542,4447326.973216662,4452376.8116089925
8278.0,0.9934,0.2022,2.2967,106.1948,2,5653.3221,4077931.9119669995,4078061.5324051976,4076863.8842955306,4079973.4002333693,4102488.523754902
8220.0,2.2582,0.2715,1.9451,72.9526,0,4986.8737,3390968.887628228,3370418.567165282,3330011.1043829327,3381743.7615398285,3784476.816463297
10498.0,1.154,0.1454,2.3819,125.4897,2,6515.1977,4908193.451223417,4908422.7701018,4905680.916882023,4911153.021879224,4904883.558556218
10947.0,0.7747,0.157,2.3645,111.2146,2,5968.6518,4458216.604871283,4457603.788570092,4458416.894917783,4456252.143557739,4737930.882730908
7920.5,0.6654,0.2503,2.2245,114.6483,2,5228.8769,3623147.5255611734,3624804.6589172403,3622671.9324170076,3631203.368886155,3845897.714480119
9198.5,0.7638,0.1874,2.3189,103.4809,2,5594.3541,4082939.166064018,4083453.580449554,4082000.04907658,4074012.4706243738,4245000.299174039
8749.0,0.8923,0.2052,2.2922,116.4905,2,5558.7053,4000028.8351054317,4000204.4580260906,3996657.3047157708,3994711.127703716,4148181.6581180533
10182.5,1.6654,0.1317,2.4025,114.3927,2,6656.7579,5064647.113637118,5064509.567873745,5065091.497457254,5069613.545111442,4908998.463705764
10317.0,0.8038,0.1583,2.3625,123.1057,2,6212.2328,4635670.845978387,4635922.998584221,4635419.760451669,4640123.930288778,4734003.349447266
8934.0,1.2822,0.1795,2.3308,88.7065,2,5882.0228,4319300.497500089,4318471.499109205,4318448.421111775,4326596.4903280735,4324020.6792806275
9066.0,0.8749,0.1487,2.3769,91.6176,2,5445.9647,4092802.473115989,4086492.791847762,4087080.480628189,4090166.6110692048,4151483.6178649087
9069.5,0.8043,0.2155,2.2767,102.142,2,5365.6579,3828928.5791238444,3827152.2012462527,3830365.6510831174,3838586.826244242,4117516.5477701123
10361.5,0.7314,0.1755,2.3367,138.2698,2,6029.6198,4441319.8882439695,4441654.377453906,4447058.408793239,4436601.078121768,4662074.018588035
10348.0,0.8466,0.1529,2.3706,117.7115,2,6223.9836,4663074.255390296,4662835.568816652,4662463.241963815,4655592.959933773,4744146.058437192
8143.0,0.8395,0.2363,2.2455,105.395,2,5151.1325,3612558.347772891,3612527.2571057105,3613024.3470434896,3610143.9888834697,3850214.171239369
9196.5,0.7789,0.1923,2.3115,94.1394,2,5658.1805,4113672.539856492,4111978.8718401296,4112547.389436161,4106446.8855179204,4271967.678496857
8809.5,0.8631,0.1973,2.3041,103.4191,2,5609.9639,4062511.153152697,4062414.541522711,4063440.381141322,4057780.616909478,4180362.284457049
7876.5,1.2298,0.1999,2.3002,109.7207,2,5589.0302,4038979.089823999,4037515.1697519873,4036535.4603575007,4038639.791057259,3999998.5670649903
9498.5,1.381,0.1365,2.3952,114.0372,2,6604.3392,5007518.920447095,5006185.872234221,5002703.556706047,5003440.719891757,4759122.613702326
8393.0,16.1593,0.0505,2.2014,48.5301,0,6175.4487,4961335.937917354,4961451.860012975,4961854.531604965,4958991.990403247,4351396.092483536
8982.0,0.503,0.2107,2.2839,98.8288,2,5489.5929,3932751.556678889,3931887.154013394,3933036.027974559,3926216.1564367143,4156895.322520011
7888.0,0.9369,0.2281,2.2579,109.3742,2,5131.1756,3623557.8068392077,3624273.21687594,3623837.022296158,3620187.3585323393,3794851.555348116
8299.0,1.1084,0.2043,2.2936,107.0185,2,5567.6823,4009391.9114026274,4009969.2158092363,4009488.3073951863,4019032.761611515,4067753.278855516
10649.0,1.9616,0.1761,2.3359,115.4585,2,6730.1776,4955059.842402569,4955744.277660906,4950233.4600448,4949079.288258256,5028400.6787739685
9197.5,0.7837,0.2001,2.2998,104.4344,2,5597.9592,4044785.832644481,4044473.92358423,4045884.79708839,4043178.1749768876,4246605.160053141
8456.5,1.4885,0.0353,2.219,57.2357,0,6049.3765,4906301.439209925,4906465.377866254,4906878.4532022765,4905921.663315283,4306198.6726736715
8119.0,0.768,0.2359,2.2462,107.1942,2,5120.8934,3592572.43157369,3592028.145490423,3591798.226270142,3588870.7343637943,3832398.9123851466
8518.0,0.8292,0.1735,2.3397,105.5901,2,5389.4184,3975835.5279480605,3973609.3129293807,3969281.1451921924,3973475.4927816405,4027196.8202305543
10628.0,1.1867,0.1345,2.3983,122.4805,2,6632.7679,5036299.91087198,5036358.135521599,5034799.89844466,5034336.291620337,4981551.474942825
11142.5,0.7681,0.1489,2.3767,112.6868,2,6257.6929,4702150.29861763,4704797.100660777,4702334.041152357,4706781.087694991,4905000.064106232
10592.0,1.5472,0.1261,2.4108,118.9779,2,6770.4529,5171682.825095821,5171737.58901174,5170579.558808848,5167630.596132059,5036671.935093305
10720.0,1.1578,0.1201,2.4198,115.1823,2,6631.9592,5087333.928092529,5086586.530201225,5089615.047448039,5082700.51038256,4996933.950214822
7984.0,0.8488,0.2301,2.2549,103.04,2,5120.2889,3609803.5448828954,3609248.5092136026,3608233.6751131276,3603881.4313408644,3806563.150826424
10201.0,1.4798,0.143,2.3855,130.7163,2,6673.7274,5036412.684058787,5036228.962656083,5038650.7594053885,5037460.280826942,4922770.91428068
10043.0,1.2895,0.144,2.384,125.5748,2,6642.9122,5009513.58353057,5010838.588434001,5009709.026872509,5013849.488907754,4878837.231929668
10173.0,1.3869,0.1655,2.3517,122.8829,2,6442.7338,4781810.742534136,4782508.782419737,4783466.840354938,4780540.73396566,4811777.474985256
10477.0,1.1416,0.1347,2.3979,118.6043,2,6483.5006,4922254.595904277,4922451.524347779,4922088.253263612,4914951.999789625,4885530.667545917
9038.5,0.9161,0.1695,2.3457,104.9595,2,5715.8002,4229467.956395901,4232828.290010726,4227566.916193204,4268139.12997958,4270724.863060692
8962.5,0.4047,0.184,2.324,106.1227,2,5575.1142,4079692.8519089264,4081071.8129851446,4082000.04907658,4080217.435520412,4193201.7782666776
11244.0,0.9713,0.1447,2.383,108.6469,2,6421.7808,4840287.556976727,4840482.566272039,4841814.818059581,4844440.808704426,4997307.848856983
10574.0,1.9832,0.1185,2.4223,122.872,2,6779.5408,5206368.339375204,5207840.016697896,5212036.827116067,5213920.930528625,5038150.60464714
10483.0,1.0631,0.1291,2.4064,123.0867,2,6493.7715,4949798.298957601,4948988.935453188,4949000.596792495,4955649.123309501,4892019.906919312
10970.5,0.6543,0.151,2.3735,110.944,2,6051.1211,4539917.838047394,4538937.072501206,4539917.838047394,4536467.65112878,4779525.095919636
10220.0,1.2998,0.1467,2.3799,136.5843,2,6593.9125,4962780.060371427,4963807.696138089,4960867.680132254,4964666.702870764,4891111.431010033
9516.0,1.31,0.1402,2.3897,123.0451,2,6523.6128,4933129.998201734,4933257.378857543,4934201.408554459,4941236.110114106,4727303.547853655
8358.0,2.648,0.0589,2.1917,74.8255,0,6247.2162,4992333.290570779,4988985.451562357,4989594.011898778,4987322.24084842,4380578.314549051
9586.0,1.2461,0.1442,2.3837,118.4252,2,6458.2508,4869548.9325973,4869299.7355757,4868544.509453897,4864277.352670891,4709858.442770173
11107.5,1.0591,0.0236,2.5646,84.7349,2,5940.8607,4852859.913769942,4791119.963078875,4785994.506574614,4853466.217100279,4750598.224422788
10934.5,1.0726,0.1477,2.3785,121.4575,2,6538.5367,4917504.061896613,4918395.75902698,4923426.744990921,4918760.995977024,4995223.2700895155
10859.5,1.6325,0.1117,2.4324,120.3585,2,7106.458,5483282.904034201,5484351.687579497,5476861.35660004,5477065.39592702,5238256.867477677
11258.5,0.9539,0.1415,2.3877,137.6462,2,6382.1585,4821622.180483631,4821045.941568862,4821119.646581949,4818929.766471963,4986849.982767642
9474.0,1.2208,0.1411,2.3884,125.0701,2,6448.086,4872841.50583516,4874325.76639669,4873374.4813498,4873272.978926937,4685713.5445142705
8097.5,0.7312,0.2383,2.2425,113.0111,2,5107.4075,3575796.7320738267,3575657.9294159333,3577781.552007836,3580753.1680255826,3823292.960990674
8139.5,0.991,0.1713,2.343,103.2022,2,5301.8786,3917820.896159851,3917515.394285655,3908042.048281301,3916321.9361370145,3917440.9769795546
10997.0,0.795,0.1581,2.3629,123.399,2,5632.6519,4203804.0091231465,4197301.064305265,4206255.182206028,4205558.099980816,4597124.7357422
9257.5,0.954,0.1527,2.371,116.0201,2,6193.4606,4640891.190279483,4640895.575010534,4639687.093522306,4635028.737291099,4529068.025352028
8699.5,15.7149,0.2028,2.0247,45.5554,0,5477.9531,3949531.891116768,3947876.180812018,3951120.742698021,3951140.8140699263,4091728.6799762635
9676.0,3.4212,0.1071,2.1358,46.6067,0,6696.5689,5183417.465481591,5188701.226489369,5185339.772606433,5192396.9923617,4822232.630093259
10702.5,4.2445,0.2482,2.2277,107.8921,2,6665.7439,4627215.970853377,4633629.1685893675,4637268.763911281,4640304.3025642475,5008044.82808081
8593.0,0.7908,0.2209,2.2687,115.0683,2,5252.7731,3731737.7715558563,3731414.670357082,3731737.7715558563,3735777.5047867065,3980747.4126553694
10937.0,0.9802,0.1305,2.4043,129.2873,2,6599.7222,5025550.115927679,5025675.04479425,5026483.449622261,5030716.817803377,5024660.66649994
11088.5,0.776,0.1081,2.4379,123.9407,2,5776.4451,4468133.309117842,4472021.183084137,4468133.309117842,4463470.615490462,4679150.861173055
10577.5,1.4678,0.1176,2.4236,120.5198,2,6869.5829,5278833.212729781,5279123.168220882,5276412.566717323,5282158.20532489,5079105.1242521275
10324.0,0.8965,0.1041,2.4438,121.7566,2,6442.9216,4997341.742978551,4994967.190158591,4996251.3351720385,4999988.93155052,4839472.607550974
8514.5,0.8165,0.1711,2.3433,105.4041,2,5354.3344,3957185.0812999946,3949851.842479241,3947175.995132288,3954257.3023507926,4010644.5857409826
8755.0,0.8438,0.2055,2.2918,88.3315,2,5551.6047,3993953.7772201505,3993865.260696147,3992390.7563659814,3993702.086434037,4141409.4694824703
9319.5,0.858,0.1767,2.335,126.6127,2,5862.1855,4314018.386570875,4313940.563089027,4314732.351966994,4312680.113594128,4392334.8285102965
9082.0,0.8245,0.2038,2.2943,99.9317,2,5414.609,3900728.575649505,3902038.445297031,3900394.909156451,3888297.318685554,4141608.438946586
10523.5,1.677,0.1819,2.3271,106.1194,2,6492.9963,4759116.628567318,4762587.623731058,4767237.192738098,4760917.068825091,4896372.671542956
9029.5,0.5418,0.2359,2.2462,103.5186,2,5474.9247,3840943.7755311597,3840226.5564384246,3845282.5337998695,3845839.550360195,4159789.209925467
9548.5,1.5506,0.172,2.342,115.6005,2,6544.6429,4833584.471754153,4832363.5581840705,4835631.739805935,4829912.364929201,4741594.737317493
9571.5,1.1876,0.1388,2.3918,113.1942,2,6336.1788,4796242.112756581,4797913.665462477,4795472.11963578,4805274.999131954,4651077.914945961
7846.5,0.8908,0.2412,2.2382,102.4033,2,5142.333,3591328.0418200633,3591328.0418200535,3591328.041820055,3591802.7633784437,3791091.572905847
9168.0,0.7488,0.1831,2.3253,103.5577,2,5490.147,4020325.2554738875,4019673.2702493467,4013334.441374277,4020020.1384478663,4192236.8322606753
11297.0,0.9194,0.1343,2.3986,165.4574,2,6388.9168,4851837.677970423,4850676.446336451,4851837.677970423,4849438.606261494,5001605.373439386
10466.5,0.9551,0.1578,2.3633,129.0111,2,6459.7848,4822192.940739821,4820646.6478435,4830991.446354427,4804408.070699781,4874566.869502577
8539.0,0.821,0.1977,2.3034,110.9001,2,5317.32,3849365.8641235004,3847357.2838855074,3842690.550765282,3851793.5556443655,3999317.7636167826
11041.0,1.0397,0.1029,2.4456,124.6735,2,6590.9071,5116313.795727845,5118455.487214179,5116313.795727845,5115325.32671628,5039085.890073144
10297.5,1.2342,0.1093,2.4361,111.8147,2,7038.3045,5439698.84414996,5437946.416152988,5425593.867604563,5441469.73898048,5102383.147224851
10495.5,1.0801,0.1451,2.3824,122.9444,2,6415.7153,4834306.324019785,4833572.914229314,4833930.219164466,4826846.672190739,4858979.149141266
10961.0,0.6918,0.1815,2.3277,120.332,2,6047.4157,4433895.899427348,4436794.818977346,4429644.828905488,4442213.789478979,4777650.468467406
8546.5,0.8847,0.2072,2.2892,111.9169,2,5466.6583,3927449.075370259,3927320.1886254046,3926147.06484762,3928519.3489430044,4068448.4971734807
10221.5,1.3194,0.1476,2.3786,135.1369,2,6566.803,4939124.140799216,4939472.373528338,4938509.853124364,4940690.228103885,4878882.880935391
9414.0,1.1883,0.1355,2.3968,118.9325,2,6351.9279,4819598.023044049,4821070.219994748,4823526.335713081,4820402.662888957,4630125.026722363
11262.0,0.9365,0.1509,2.3737,148.7716,2,6442.3522,4833798.862706149,4834137.630535387,4834893.853411892,4826256.801946207,5016571.439758561
8662.5,0.6925,0.2143,2.2785,96.1051,2,5199.8384,3714248.6759732086,3716084.8625372117,3714146.9949276107,3720144.8700963752,3966457.811566852
10467.5,0.8026,0.1519,2.3722,128.6447,2,6490.4753,4866321.102058826,4866447.845823299,4866514.1623193,4861960.631214368,4888565.348969328
9558.0,1.5487,0.1598,2.3603,104.3378,2,6358.994,4739881.678101819,4739721.862747173,4740388.80808519,4743667.679312491,4657476.767157884
7712.0,0.9332,0.0188,2.2382,39.0321,0,5142.333,4212764.933551514,4212764.93355151,4212764.933551515,4213011.395183619,3755477.0729790055
10876.0,1.7949,0.0843,2.4735,125.3482,2,7145.2642,5616447.368212357,5597508.75793401,5606524.656296045,5610404.755319719,5259701.821409606
8910.0,0.982,0.1725,2.3412,89.3368,2,5576.5475,4117022.920229273,4119018.029015232,4120284.806023353,4110507.31869892,4181448.004108974
8673.5,0.7139,0.2119,2.2822,102.6252,2,5208.6902,3727869.474880805,3728988.899134345,3726160.5557027804,3725514.7733562156,3973572.1428990527
9584.5,1.2217,0.1449,2.3826,128.7872,2,6450.3859,4861139.566032682,4860349.360886661,4861073.524722272,4863026.608872526,4707735.887393708
8653.5,0.8346,0.2039,2.2942,111.0143,2,5292.8343,3812694.6758328094,3812899.106458845,3813981.9890194554,3808545.405605714,4009361.36397563
8096.5,0.7806,0.2415,2.2377,112.7433,2,5080.2937,3547087.7157242605,3548876.4144410244,3547087.7157242605,3551958.3952657394,3810799.2416694816
8752.0,1.1826,0.1989,2.3016,90.9042,2,5509.7527,3984865.1197762233,3984492.699468589,3985028.1425522105,3989649.9335238375,4122375.057159394
9243.0,0.8435,0.1558,2.3663,113.098,2,6071.4206,4539020.961035158,4539145.569314471,4538174.449592737,4543613.768877638,4470678.388425329
10928.0,1.2774,0.1283,2.4075,117.7309,2,6736.0183,5137365.8471135255,5136505.809680113,5139886.901782417,5133944.826042996,5082789.677960836
8453.5,1.6011,0.036,2.2182,61.644,0,6055.2147,4908917.409144641,4908751.839885183,4908598.045127701,4906847.754196265,4309027.0535602
11004.5,0.7933,0.1279,2.4081,122.9491,2,6464.208,4931463.358510104,4930102.825139317,4936368.877096612,4931183.286376131,4974716.394664374
8651.5,0.4179,0.1999,2.3001,106.3443,2,5255.5685,3797998.995326194,3800246.1993036205,3806798.2534828484,3788033.997598036,3991320.6856191824
9934.5,1.1589,0.1661,2.3508,122.1001,2,6139.5453,4554722.601132868,4554172.334674422,4556495.227728192,4551087.7737030955,4630475.420284959
10886.5,1.7542,0.1081,2.4379,126.7373,2,7123.0088,5509712.659418228,5508004.9963751,5509712.659418228,5491944.900062614,5251789.677199645
9327.0,0.9088,0.1787,2.332,124.9178,2,6368.874,4679690.871828953,4682845.174260343,4681859.8560978025,4681132.5028730715,4622717.868947653
10335.5,0.6238,0.1404,2.3894,128.7215,2,6609.7595,4997550.677546824,4997842.097191487,5000853.626461228,4998240.360438459,4918210.368677323
8219.0,4.1518,0.3422,1.8631,57.5395,0,4799.3456,3047286.545335006,3087805.839984949,2981209.5521700014,3048026.350912011,3697046.8427512757
9344.0,0.9021,0.1599,2.3601,125.4495,2,6114.138,4557030.043209596,4555294.500191745,4554066.634500355,4552577.237879214,4510672.880360867
8641.0,1.0158,0.2066,2.2901,107.5255,2,5552.0319,3990718.46464817,3990821.756620975,3992390.7563659814,3993346.5824740147,4123782.7497958373
8122.5,0.7806,0.2098,2.2853,112.9134,2,5128.5109,3676759.5763907167,3678100.4427737975,3680171.209494679,3679642.544253504,3837442.1891706185
11207.0,1.0585,0.1225,2.4163,118.6554,2,6596.1146,5051321.113141589,5051976.642967869,5050169.378048529,5053731.555963319,5071041.609558249
10129.5,1.0178,0.1818,2.3273,114.0872,2,6084.8531,4460308.680809599,4458797.150102617,4458025.805529235,4459450.916553295,4640327.828110886
9322.5,0.8994,0.1698,2.3453,120.7891,2,6114.3124,4523321.5980564365,4521860.635941829,4524600.518556917,4516460.626418362,4506016.107740265
7765.0,0.9332,0.0188,2.2382,43.9829,0,5142.333,4212764.933551514,4212764.93355151,4212764.933551515,4213011.395183619,3766065.2204637043
9223.5,0.8852,0.1605,2.3593,110.8155,2,5851.9198,4359637.1392875295,4358618.918063665,4362820.742689228,4363855.037117886,4367385.216093071
9124.0,0.7476,0.1807,2.329,101.5751,2,5442.9129,3993151.0898366054,3992351.9843701418,3995084.0814877492,3995306.961535592,4162425.568470517
8900.0,0.8513,0.1996,2.3006,98.2063,2,5633.9668,4072427.907897389,4073165.1083996524,4070998.4860366555,4069919.1247141617,4207040.001740524
8678.5,0.7975,0.2115,2.2827,99.7837,2,5286.7797,3784991.249609566,3785424.5741823493,3786375.28178758,3774495.772440272,4009366.3855680292
9583.5,1.3726,0.1492,2.3762,123.7869,2,6467.8621,4859005.831181662,4858724.252239555,4858419.209867215,4864202.034137917,4714644.695980514
7801.5,0.9332,0.2412,2.2382,85.1063,2,5142.333,3591328.0418200633,3591328.0418200525,3591328.041820055,3591646.748495795,3779938.2105440693
9267.0,0.4264,0.1365,2.3952,117.5496,2,6033.1387,4574425.293654221,4573463.345447507,4568671.599431446,4593542.824889236,4458481.926806418
10674.5,1.7201,0.1282,2.4077,121.6096,2,6758.6557,5154996.577277442,5156279.114818753,5156328.209148097,5162369.915847751,5046990.288353301
10930.5,1.155,0.1287,2.4069,130.9378,2,6669.0193,5084823.489169006,5085383.894333918,5084378.49622844,5082160.745986864,5055108.4505511215
11304.0,0.8722,0.1343,2.3986,162.1151,2,6422.9183,4877658.920499114,4878288.122503696,4878263.204902823,4876980.707372425,5017723.921242266
10680.0,1.7626,0.1387,2.3919,113.6021,2,6795.4446,5144259.757358939,5145129.7610204425,5142572.721327887,5143760.232578421,5063327.996676498
9484.0,1.2959,0.134,2.399,120.5758,2,6493.3839,4932231.398588114,4932405.759481487,4931909.220630132,4930634.267890938,4707317.748185373
9154.5,0.8306,0.1686,2.3471,111.7451,2,5597.3832,4144670.709326136,4145620.3969993964,4145056.8741419367,4140776.9560383377,4239637.353359257
8838.5,0.8269,0.1851,2.3223,109.7403,2,5539.4316,4050114.703983206,4050955.6586772026,4054218.0788444714,4052803.2788041146,4154836.1711405283
7876.0,1.2152,0.2012,2.2982,103.4647,2,5660.0964,4086088.813046336,4085837.322708787,4086088.813046336,4083089.2798871747,4031026.966519812
8603.5,1.0008,0.187,2.3195,106.6366,2,5982.463,4367558.171483525,4369601.60881013,4363305.730747064,4391133.490101529,4311495.550220191
7957.0,0.8104,0.2139,2.2792,108.2687,2,5190.0221,3708449.9790229565,3708443.2409919277,3704518.3166606566,3715392.832878935,3834005.185191625
10252.5,1.2369,0.1422,2.3867,125.6695,2,6602.1316,4985277.011148152,4985217.160852529,4981828.267317687,4984446.191917284,4899009.321756116
8946.0,0.9068,0.2028,2.2958,96.4921,2,5543.5312,3996812.836360986,3995743.834184236,3995909.5595241208,4008880.2146649635,4174317.0515740262
11106.5,0.8739,0.0696,2.4956,89.4133,2,5654.9587,4488051.816326044,4446479.744765571,4437944.794769173,4480400.329516091,4621794.825314018
9863.0,1.1147,0.1823,2.3265,104.7443,2,6347.2867,4650875.756562296,4649646.230323761,4643171.909445271,4656103.369313627,4708421.313381526
7802.0,0.9332,0.2412,2.2382,83.6665,2,5142.333,3591328.0418200633,3591328.0418200525,3591328.041820055,3591646.748495795,3779792.059586567
8819.0,1.222,0.1785,2.3322,89.5626,2,6437.9589,4731181.436902565,4729905.757303932,4718483.387293803,4733480.001135253,4554522.496331322
11205.5,1.0281,0.1207,2.4189,121.4889,2,6600.1227,5060783.562323447,5059032.167542973,5060783.562323447,5055037.381819837,5073045.325365146
8847.0,0.724,0.2187,2.2719,102.5119,2,5612.1323,3994290.024852375,3994767.793896774,3993167.6874887417,4009329.29531265,4188089.971820889
11263.5,0.9453,0.1221,2.4169,150.4416,2,6373.3573,4882105.712365997,4881224.319968433,4884778.460350598,4883177.707357981,4985908.702918742
10208.0,1.2955,0.1282,2.4077,123.5094,2,6554.1183,4998990.750121015,4998989.536879894,4994049.209908382,5003896.5186161995,4868730.747166401
10473.5,1.0692,0.1367,2.395,127.6402,2,6466.9038,4902607.947972119,4900659.728962356,4904727.764066176,4898736.297656013,4878864.435423785
10622.5,1.2661,0.1201,2.4198,116.4481,2,6650.0279,5101194.350918792,5100173.1731264265,5105024.929910532,5096916.974855047,4987358.397880144
9524.0,1.401,0.1555,2.3668,116.2391,2,6562.8292,4907491.90005456,4906823.792694503,4905510.1892457465,4899845.351300396,4745403.032531044
10411.0,0.922,0.1353,2.3971,127.8265,2,6541.0952,4963843.395488945,4963171.359371566,4964965.369462538,4959359.692478607,4900934.4226584295
7857.5,0.9003,0.2325,2.2512,102.5969,2,5148.1998,3622146.732389023,3621535.6505897944,3620501.6869569267,3615144.805838989,3795807.810380335
10804.5,1.268,0.1073,2.4391,109.3107,2,6716.0315,5197768.50733434,5197179.158959359,5194690.0971231405,5199059.641091047,5049591.036942377
8295.0,1.1165,0.1869,2.3196,104.8304,2,5684.3894,4150270.6360615054,4150140.9694919316,4148000.173232312,4138303.321985256,4119466.9756568065
9835.5,1.5362,0.1295,2.4057,112.0508,2,7021.015,5350161.749794593,5349982.084395855,5348842.754759891,5349754.929630492,5009468.942814921
10120.0,0.9791,0.1497,2.3755,128.906,2,6232.3769,4680378.288618512,4680083.93488199,4682308.657178339,4684307.938937122,4707785.114183872
11194.5,1.0133,0.1217,2.4175,128.5118,2,6450.9626,4942941.69960106,4944939.105757967,4946055.648337384,4951846.253723617,5004683.757623681
10560.5,1.8063,0.1403,2.3895,109.3863,2,6629.124,5012554.5651205955,5013538.739023528,5013142.791984304,5019144.750110504,4965347.961511356
10430.0,0.8931,0.1302,2.4047,130.5652,2,6486.7897,4940609.608517927,4941188.0748138,4938962.589613694,4934438.752835813,4880314.546272148
8621.0,1.366,0.1863,2.3206,104.0701,2,6114.6561,4466506.920070202,4466426.33557587,4465635.639875973,4453209.989736427,4374146.139274962
9079.0,0.7954,0.1853,2.3221,103.355,2,5462.123,3992969.2099416894,3993873.3199644033,3994670.365057463,3988634.361403676,4163122.1604776904
11254.5,1.0185,0.1364,2.3954,147.6259,2,6559.6633,4974002.561215075,4973882.528180872,4975738.302417345,4972454.834857318,5068092.006651512
9600.0,1.2385,0.1439,2.3842,118.0899,2,6492.9963,4896816.236897992,4898571.238941569,4901134.712643374,4902746.984781353,4728105.108528724
10412.0,0.9579,0.1203,2.4196,127.9132,2,6367.7556,4883980.530314091,4883907.8402320575,4884778.460350598,4882483.394711798,4822701.945421164
8220.5,1.6922,0.3883,2.0176,78.5904,1,5102.0088,3080979.1911344626,3121076.489219209,2981209.5521700014,3081336.337950166,3837734.186885666
9350.5,0.6211,0.1948,2.3078,114.1119,2,5806.8665,4213445.383453762,4215304.580928913,4217030.26142434,4209101.14645824,4370924.278580839
9304.0,1.0792,0.1362,2.3957,114.9685,2,6125.5203,4645472.264137117,4645796.911798181,4640979.537656312,4657660.97540281,4506734.832408193
8869.5,1.1106,0.1994,2.3009,99.1381,2,5617.7948,4061386.128876628,4062852.694534563,4063440.381141322,4060964.2124743913,4194277.698813402
10309.5,0.8351,0.1573,2.3641,119.3618,2,6188.3439,4621282.337938019,4619491.377302648,4620495.852302231,4623733.791384016,4721194.464899461
10579.5,1.5513,0.1236,2.4146,118.1171,2,6804.1741,5206620.8549844185,5204432.630424368,5207862.8347261995,5210119.297929664,5049485.084494524
11132.5,0.7276,0.1294,2.4059,116.4365,2,6088.7775,4640106.99683939,4636537.479994552,4639719.920153279,4643393.466193338,4827342.213422961
10410.5,0.8997,0.1423,2.3866,125.7401,2,6564.6144,4956588.0075692525,4956872.480305031,4957089.1221452905,4959358.994070701,4911136.478260788
8550.0,0.9216,0.1981,2.3028,117.476,2,5460.4738,3951741.462732752,3952588.4597763205,3950559.473062139,3956262.5393052674,4067219.695317013
9701.5,1.0985,0.1268,2.4098,107.0806,2,5108.1307,3899967.884468265,3917833.1166946436,3924868.6545289233,3894329.3343202495,4118327.9090149915
10898.5,1.5432,0.1083,2.4375,122.6825,2,6920.1396,5352055.310702245,5354818.449240211,5352095.079665337,5360019.0821526665,5161513.152168312
10359.0,0.7204,0.1526,2.3711,130.1769,2,5916.9541,4434026.200784121,4431083.984955205,4440604.364953767,4433369.750099773,4609294.508126503
10743.5,1.898,0.1821,2.3268,98.504,2,6816.7683,4995655.12417052,4998314.388271483,4994574.862805104,4995988.839289612,5082188.180045888
9988.0,1.2888,0.1279,2.4082,110.9393,2,6889.4146,5255848.174574104,5256440.17089296,5259000.55114795,5263781.6267790925,4977822.159894288
7717.0,0.9332,0.0188,2.2382,39.0321,0,5142.333,4212764.933551514,4212764.93355151,4212764.933551515,4213011.395183619,3756398.6498941006
9916.0,0.8288,0.1339,2.3991,120.3132,2,6260.7568,4755873.555020611,4754523.451540316,4756563.373485789,4752703.848307935,4681593.318491477
10569.5,1.5346,0.1261,2.4109,121.4483,2,6691.6132,5111460.260056711,5112836.019443544,5111460.260056711,5114814.356282958,4997257.588838517
9490.0,1.2632,0.1505,2.3742,116.471,2,6628.9251,4975251.272308749,4976570.038706354,4973182.142558309,4976605.747675568,4769071.639916563
8029.5,0.9214,0.2295,2.2558,113.2327,2,5379.8767,3794726.2817925476,3791380.8387430883,3789438.1805214374,3796838.8196357763,3934106.734294969
10503.5,1.2778,0.1424,2.3864,117.9968,2,6659.6104,5027949.4719187915,5028766.592736272,5024103.147341868,5031139.757152352,4970015.336966898
7725.0,0.9332,0.0188,2.2382,39.0321,0,5142.333,4212764.933551514,4212764.93355151,4212764.933551515,4213011.395183619,3757873.1729582516
9768.5,1.1725,0.1479,2.3781,107.9547,2,6417.6194,4825857.794108941,4826560.938522234,4828609.311110525,4823060.208661898,4723370.207956432
10488.5,1.1555,0.1409,2.3887,120.3647,2,6524.3953,4931222.927057738,4932253.766838191,4931618.606758528,4937174.606606607,4906446.964259545
9218.5,0.7657,0.1859,2.3211,121.432,2,5615.4705,4103151.9082500855,4102354.115136719,4101065.850674063,4102572.6845054426,4261213.322511691
8598.0,0.8104,0.1983,2.3026,102.1693,2,5502.1085,3981238.693975472,3981075.583442832,3981861.535796441,3988344.9387085987,4092363.2728253473
8295.5,1.1472,0.1874,2.3189,100.5003,2,5677.1102,4143337.202028567,4142922.2340719867,4142200.4548974847,4138238.399278589,4115551.2310347017
