DEPT,DEN,DT,GR,NEU,RES_DEP,PHI,PERM
6372.0,2.0896,157.5,110.012,0.5999,1.4822,0.3403,5440.126396243062
6372.5,2.0777,158.0,112.579,0.5707,1.5181,0.3482,7826.946160024556
6373.0,2.0736,157.75,110.996,0.5345,1.515,0.3509,8863.12058451855
6373.5,2.0788,157.5,110.786,0.5089,1.4389,0.3475,7578.684384430478
6374.0,2.0836,157.5,111.208,0.4598,1.373,0.3443,6540.343572837806
6374.5,2.0811,156.5,108.904,0.464,1.3658,0.3459,7040.397695036554
6375.0,2.0743,156.65,106.44,0.432,1.4295,0.3505,8701.36728712238
6375.5,2.072,156.7,105.918,0.435,1.4703,0.352,9323.615184908305
6376.0,2.0772,157.2,107.729,0.4074,1.4813,0.3485,7935.818277907219
6376.5,2.0855,157.6,106.201,0.4618,1.501,0.343,6160.320418605453
6377.0,2.0922,156.7,106.685,0.5704,1.5442,0.3385,5007.405736258132
6377.5,2.0977,155.9,110.53,0.5477,1.5827,0.3349,4242.485503733263
6378.0,2.1039,157.3,111.115,0.5069,1.6155,0.3307,3496.465244730471
6378.5,2.107,158.6,110.315,0.4876,1.6496,0.3287,3188.8451414140563
6379.0,2.1042,158.9,110.463,0.4807,1.6414,0.3305,3464.412819940869
6379.5,2.0985,159.35,107.752,0.4455,1.596,0.3343,4126.878007640512
6380.0,2.0925,158.6,110.805,0.4643,1.5369,0.3383,4961.502378289854
6380.5,2.0835,157.3,114.276,0.4718,1.4554,0.3443,6540.343572837806
6381.0,2.0728,156.5,120.631,0.4906,1.371,0.3515,9111.40589279455
6381.5,2.0673,157.2,117.587,0.4812,1.3331,0.3551,10754.192581873822
6382.0,2.0667,157.5,109.747,0.5268,1.343,0.3555,10954.106693478529
6382.5,2.0642,156.85,104.755,0.4979,1.3973,0.3572,11846.045190874156
6383.0,2.0572,156.9,106.879,0.4275,1.4584,0.3619,14708.33398939498
6383.5,2.0496,156.6,114.877,0.4224,1.4601,0.3669,18516.246296325728
6384.0,2.0353,156.0,122.557,0.4221,1.4196,0.3765,28809.301161448886
6384.5,2.0082,156.3,116.808,0.4466,1.4513,0.3945,65992.53339983421
6385.0,1.9871,156.4,108.174,0.4783,1.5146,0.4086,126317.95752453654
6385.5,2.0018,156.7,99.334,0.4403,1.5113,0.3988,80442.5337872604
6386.0,2.0474,158.2,103.72,0.4124,1.4265,0.3684,19840.370994501307
6386.5,2.0783,158.8,106.962,0.4096,1.3729,0.3478,7684.103203319462
6387.0,2.0657,158.5,107.133,0.4595,1.4138,0.3562,11312.940211253328
6387.5,2.0332,157.9,106.143,0.4768,1.4983,0.3779,30727.6801843321
6388.0,2.0139,157.2,106.985,0.5346,1.5277,0.3907,55399.11243014287
6388.5,2.0027,156.8,109.906,0.5987,1.4913,0.3982,78250.47917627393
6389.0,1.9873,157.1,105.396,0.6314,1.4188,0.4085,125737.6402255229
6389.5,1.9849,157.9,106.454,0.6269,1.376,0.4101,135351.14517523887
