Depth,GR,Log_ILD,DT,RHOB,NPHI,PHI,PERM,Facies,velocity,Facies_code,vshale,effective porosity
7745.0,39.0321,0.9332,137.507,2.2382,0.5983,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0,0.2657
7745.5,39.0321,0.9332,137.507,2.2382,0.5983,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0,0.2657
7746.0,39.0321,0.9332,137.507,2.2382,0.5983,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0,0.2657
7746.5,39.0321,0.9332,137.507,2.2382,0.5983,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0,0.2657
7747.0,39.0321,0.9332,137.507,2.2382,0.5983,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0,0.2657
7747.5,39.0321,0.9332,137.507,2.2382,0.5983,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0,0.2657
7748.0,39.0321,0.9332,137.507,2.2382,0.5983,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0,0.2657
7748.5,39.0321,0.9332,137.507,2.2382,0.5983,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0,0.2657
7749.0,39.0321,0.9332,137.507,2.2382,0.5983,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0,0.2657
7749.5,39.0321,0.9332,137.507,2.2382,0.5983,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0,0.2657
7750.0,39.0321,0.9332,137.507,2.2382,0.5983,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0,0.2657
7750.5,39.0321,0.9332,137.507,2.2382,0.5983,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0,0.2657
7751.0,39.0321,0.9332,137.507,2.2382,0.5983,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0,0.2657
7751.5,41.9401,0.9332,137.507,2.2382,0.595,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0236,-2.6961
7752.0,41.6746,0.9332,137.507,2.2382,0.6178,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0215,-2.43255
7752.5,40.5087,0.9332,137.507,2.2382,0.6203,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.012,-1.2403
7753.0,38.4791,0.9332,137.507,2.2382,0.6197,0.2657,175.29363971183804,1.0,7272.357043641415,0,-0.0045,0.8304499999999999
7755.0,39.2279,0.9332,137.507,2.2382,0.5749,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0016,0.06489999999999999
7755.5,41.66,0.9332,137.507,2.2382,0.5941,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0214,-2.42
7756.0,39.2916,0.9332,137.507,2.2382,0.559,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0021,0.0021499999999999853
7757.5,38.5975,0.9332,137.507,2.2382,0.5789,0.2657,175.29363971183804,1.0,7272.357043641415,0,-0.0035,0.70495
7758.0,41.03,0.9332,137.507,2.2382,0.5719,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0162,-1.7673999999999996
7758.5,41.0158,0.9332,137.507,2.2382,0.6322,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0161,-1.75485
7759.0,41.396,0.9332,137.507,2.2382,0.6012,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0192,-2.1439
7759.5,38.3523,0.9332,137.507,2.2382,0.6159,0.2657,175.29363971183804,1.0,7272.357043641415,0,-0.0055,0.9559499999999999
7760.0,37.921,0.9332,137.507,2.2382,0.6201,0.2657,175.29363971183804,1.0,7272.357043641415,0,-0.009,1.3952
7760.5,38.9359,0.9332,137.507,2.2382,0.6569,0.2657,175.29363971183804,1.0,7272.357043641415,0,-0.0008,0.3661
