Depth,GR,Log_ILD,DT,RHOB,NPHI,PHI,PERM,velocity,GRI,vshale,PHIeff,formation_factor,swirr,permeability,Facies_code
6883.5,43.308,1.1294,136.2,2.0655,0.4747,0.3771,9607.910477867328,7342.1439060205585,0.1437,0.03698659548230329,0.37214379620537136,5.046730862487383,0.05023311090549431,4081.573518081343,0
6884.0,37.9109,1.0818,136.2,2.0299,0.4902,0.4001,12960.412905401132,7342.1439060205585,0.0807,0.019085165873133726,0.3975425877730001,4.4435421493139575,0.04713566669367241,4556.217394601322,0
6884.5,37.4108,1.0997,136.9,2.0133,0.425,0.4108,14896.779707073216,7304.601899196494,0.0749,0.01757789339421376,0.40844456228517534,4.19842359811417,0.04581715616509917,4786.604122321992,0
6885.0,33.4429,1.1147,134.9,2.0209,0.4565,0.4059,13976.515071407077,7412.898443291327,0.0286,0.006316785919742789,0.40505355068675447,4.3081491382523955,0.04641200888914633,4680.34533031505,0
6896.0,32.6347,1.2857,128.1,2.0783,0.444,0.3688,8624.214560888528,7806.4012490242,0.0191,0.004166956427444677,0.36824162783872244,5.294088876134484,0.05144943574099955,3917.186742891503,0
6899.5,33.6894,1.2946,126.9,2.0949,0.3581,0.3581,7503.190883652264,7880.2206461780925,0.0315,0.00698355322539436,0.3571642038677971,5.640042795349823,0.053103873659789746,3710.6643030037026,0
6900.5,32.7041,1.2171,130.1,2.1033,0.5444,0.3527,6994.016131946001,7686.395080707149,0.02,0.004368385840883393,0.35211463629732165,5.827334541386828,0.053978396333101766,3608.746383602096,0
6904.5,33.2045,1.1492,129.3,2.0533,0.515,0.385,10648.23554049147,7733.952049497292,0.0258,0.00567769904144404,0.3842391883284465,4.82670905396564,0.04912590484645367,4241.436067812071,0
6908.0,33.4272,1.4474,124.6,2.1001,0.4736,0.3548,7187.788206667257,8025.682182985554,0.0284,0.006270984505212535,0.3539596880763015,5.75343121818774,0.053635022225164315,3648.1971305939956,0
6910.0,33.7029,1.45,123.1,2.1483,0.4615,0.3237,4795.41650278092,8123.476848090983,0.0316,0.007006633768036801,0.32276111107508304,7.007851426580725,0.05919396686563896,3087.8967748403384,0
6910.5,36.6545,1.3638,119.9,2.1315,0.4287,0.3345,5519.059352061764,8340.283569641368,0.066,0.015308171245590993,0.3324487050530908,6.530403661216084,0.05714194458196223,3276.6494803405117,0
6911.0,35.8533,1.2964,119.9,2.104,0.4327,0.3523,6957.703795498782,8340.283569641368,0.0567,0.012991145688841858,0.3505591864776952,5.841568942941,0.0540442825049098,3601.258506739621,0
6911.5,35.1668,1.2565,119.4,2.0821,0.5402,0.3664,8359.02049972352,8375.209380234506,0.0487,0.011041746770649931,0.3649204059327329,5.368926267536498,0.05181180496535755,3870.33505289566,0
6912.0,33.1418,1.2199,122.4,2.0548,0.5037,0.384,10510.561431082664,8169.934640522875,0.0251,0.005518643111428238,0.38326050182306864,4.853774068549978,0.049263445213210466,4221.017098261886,0
6912.5,32.8367,1.1973,122.1,1.9727,0.6264,0.437,20949.21893485349,8190.0081900081905,0.0215,0.004705136444037415,0.43636951171649896,3.675840005286496,0.042870969229109435,5376.397987179802,0
6914.5,33.0711,1.1872,123.0,1.8297,0.4369,0.5292,69543.69191395568,8130.081300813008,0.0242,0.005314561758788869,0.5284878487243223,2.435617260667811,0.03489711492851387,7741.781072979308,0
6915.0,34.9886,1.1977,125.2,1.9164,0.4764,0.4733,33598.9567269334,7987.220447284345,0.0466,0.01053662255335984,0.4718880925778498,3.096336874828801,0.039346771626327874,6253.793761863742,0
6915.5,36.9848,1.2028,129.0,1.9617,0.5402,0.4441,22977.096561558174,7751.937984496124,0.0699,0.016296394686382547,0.44191628311202474,3.550651330107118,0.04213461362174286,5542.505178098925,0
6916.0,34.1559,1.1847,128.9,1.9809,0.5081,0.4317,19553.01094717615,7757.9519006982155,0.0369,0.008238411976351657,0.4305960527951688,3.7735515298291142,0.043437032183547684,5254.147440065303,0
6916.5,33.3267,1.1604,131.8,1.9923,0.4332,0.4243,17757.86741989322,7587.253414264036,0.0272,0.005996668820467869,0.42349644637805733,3.916468800484888,0.044251942332991935,5085.953300929794,0
6917.5,34.536,1.2843,126.6,2.0058,0.4696,0.4156,15856.98883384194,7898.894154818326,0.0413,0.009273816999812235,0.4143573085220252,4.094862100042399,0.045248547490733884,4891.930599582369,0
6918.0,34.4852,1.3448,126.3,2.0038,0.5375,0.4169,16127.534329849434,7917.656373713381,0.0407,0.009131936463626032,0.4156763205138741,4.067458354101741,0.04509688655606804,4920.667073006337,0
6918.5,36.7884,1.3508,125.2,1.9957,0.6759,0.4221,17256.6699801864,7987.220447284345,0.0676,0.01571240087044525,0.4199945382833603,3.9604878232682896,0.04449993159134231,5036.510403983439,0
6927.5,32.9675,1.3631,132.6,1.9686,0.496,0.4396,21670.17132090881,7541.478129713424,0.023,0.00504318501060959,0.43892421320857833,3.6292565510592647,0.04259845391008495,5436.915320485111,0
6928.0,33.8777,1.3671,133.1,1.9749,0.4886,0.4355,20544.24728797821,7513.148009015778,0.0336,0.007469489863378374,0.4344990883583073,3.703114553736616,0.04302972550305553,5341.64743248473,0
6934.0,33.6404,1.0138,122.5,1.9816,0.8684,0.4312,19426.196448412284,8163.265306122449,0.0309,0.006845194206610249,0.4302827439763143,3.782965427657322,0.04349117972449886,5242.691368767496,0
6934.5,35.9019,0.9852,136.0,1.9722,0.6834,0.4373,21031.16621717983,7352.941176470588,0.0573,0.013138969296400972,0.4355393781142823,3.670420426989381,0.04283935356065367,5383.362435902911,0
6935.0,35.8725,0.9929,130.7,1.9727,0.5653,0.437,20949.21893485349,7651.109410864576,0.0569,0.01304039495252252,0.435252587076362,3.675840005286496,0.042870969229109435,5376.397987179802,0
6935.5,33.5894,1.008,130.7,1.977,0.4581,0.4342,20199.609759454128,7651.109410864576,0.0303,0.006707047929125992,0.4333012555774971,3.726993011383856,0.043168234915177246,5311.62693235751,0
6936.0,35.217,1.0324,130.7,1.9754,0.4508,0.4352,20464.19727005216,7651.109410864576,0.0493,0.011186568359860469,0.43370099983977867,3.7086050308777567,0.04306161301482886,5334.7116593287865,0
6936.5,36.6252,1.0651,133.3,1.9693,0.4906,0.4392,21557.661635911205,7501.875468867216,0.0657,0.01523256268047055,0.43715883660081695,3.6363667404852857,0.04264016147064458,5427.581596232568,0
6937.0,36.3831,1.0933,130.6,1.9672,0.4951,0.4405,21925.469693365463,7656.967840735069,0.0629,0.014529680896444422,0.43855302275987645,3.6133329140649244,0.0425048992121198,5457.947265262087,0
6937.5,33.7739,1.1117,129.9,1.9736,0.5147,0.4364,20786.28104111736,7698.229407236336,0.0324,0.007191491360304572,0.4354363401577192,3.68671439246397,0.04293433586573787,5362.483427518117,0
6938.0,34.6372,1.1245,129.7,1.9859,0.5284,0.4285,18755.47612103523,7710.100231303008,0.0425,0.009558233884508991,0.4272191966594758,3.8343999740179764,0.04378584231243003,5181.0579881585645,0
6938.5,33.7077,1.1401,138.7,1.9992,0.4962,0.4199,16769.61831979127,7209.805335255949,0.0317,0.007029720230777178,0.41895801748907585,4.005235520206685,0.044750617427062864,4987.324524693093,0
6939.0,36.5934,1.1489,137.3,2.0093,0.4735,0.4134,15409.4417260131,7283.3211944646755,0.0653,0.015131841708687794,0.41137233321103583,4.141857701187672,0.045507459285196714,4843.504090258715,0
6939.5,33.3381,1.1361,141.8,2.0139,0.4725,0.4104,14819.436894803715,7052.186177715091,0.0274,0.006042329494460112,0.40959032784774235,4.207226395146818,0.0458651632241008,4777.882142754244,0
6945.5,35.2225,1.7228,134.9,2.0206,0.4898,0.4061,14012.9394052692,7412.898443291327,0.0493,0.011186568359860469,0.4046009998397787,4.303588735525229,0.046387437607207996,4684.657465583494,0
6946.0,35.772,1.674,130.4,2.0106,0.4765,0.4125,15230.015449261218,7668.711656441717,0.0557,0.012745277934931973,0.4107921327567191,4.161311156450668,0.04561420368947959,4823.767323899972,0
6946.5,36.2203,1.6499,137.9,2.0083,0.546,0.414,15530.232067176985,7251.631617113851,0.061,0.014055591874827173,0.4121165506887731,4.12896266674263,0.04543656383763318,4856.685830742979,0
6947.0,34.0583,1.684,134.6,2.0097,0.5718,0.4131,15349.39931759059,7429.420505200595,0.0358,0.007981381195305861,0.412030494919829,4.148327354557632,0.04554298713609831,4836.9203888902875,0
6950.0,33.1224,1.7462,129.9,1.9397,0.6533,0.4583,27640.747086119667,7698.229407236336,0.0248,0.005450563647562066,0.4575696244712267,3.3183294119387914,0.04073284554225737,5882.750319839566,0
6950.5,33.4423,1.6822,132.3,1.9805,0.5513,0.4319,19603.968241974675,7558.578987150415,0.0286,0.006316785919742789,0.4310535506867545,3.769795579103343,0.04341540958636313,5258.733585785787,0
6951.0,35.4386,1.5688,122.1,1.9786,0.5224,0.4332,19938.443177116304,8190.0081900081905,0.0519,0.011816710125988476,0.4316165608431175,3.7455148769311815,0.04327536757169823,5288.595308277217,0
6951.5,33.3218,1.4725,128.2,1.9284,0.4625,0.4655,30355.840657972207,7800.3120124805,0.0272,0.005996668820467869,0.46469644637805735,3.2089604615097747,0.04005596373519039,6059.360038482989,0
6956.5,33.4381,1.5959,149.9,1.9905,0.6369,0.4255,18037.35656032704,6671.1140760507005,0.0285,0.006293882275868962,0.42465661977503355,3.8927599728502678,0.044117796708642805,5113.030483588176,0
6957.0,38.0432,1.6,148.1,1.9966,0.8659,0.4215,17122.451827795376,6752.194463200541,0.0822,0.019478640478965,0.4188898621758187,3.972618811067361,0.04456803120549168,5023.070583916267,0
6957.5,35.4787,1.596,145.1,2.0267,0.6727,0.4021,13302.164268364835,6891.7987594762235,0.0523,0.011914028499096008,0.4005035201811212,4.396159412555812,0.04688368272947322,4598.818340809474,0
6958.0,34.003,1.5721,145.1,2.0743,0.5784,0.3714,8921.010736672508,6891.7987594762235,0.0351,0.007818193287223395,0.37035236209951206,5.214727342109059,0.05106235081794149,3968.287906151116,0
6958.5,34.5723,1.542,145.1,2.1188,0.4896,0.3427,6140.578478843076,6891.7987594762235,0.0418,0.009392217669268232,0.3414414428323181,6.199067495424121,0.05567345640170063,3424.0983690092494,0
6959.0,36.891,1.5213,143.9,2.1514,0.5851,0.3217,4672.215488814982,6949.270326615705,0.0688,0.016016663492815875,0.31955376709196265,7.101856759225009,0.05958966671842111,3053.6222751327527,0
6959.5,41.6405,1.4966,143.9,2.1776,0.5422,0.3048,3749.803881410328,6949.270326615705,0.1242,0.03113357387548042,0.30062810110068566,7.97552939010162,0.06314875054227763,2772.483377732737,0
6960.0,45.6038,1.4559,144.2,2.1943,0.6,0.294,3258.1406120210536,6934.812760055479,0.1704,0.04549063755619537,0.2879042545674698,8.618762812048185,0.06564587881980173,2600.763596365321,0
6960.5,47.7653,1.4176,146.8,2.1865,0.534,0.299,3477.190584996164,6811.989100817438,0.1957,0.05410424512043819,0.2917500311538613,8.31186794233448,0.06446653373004663,2679.4935229473003,0
6961.0,50.2461,1.3773,143.1,2.1538,0.5208,0.3201,4575.937561001291,6988.120195667366,0.2246,0.06465223980777761,0.3114365998657578,7.178397278445659,0.05990992104170084,3026.3556088058485,0
6961.5,45.0099,1.4558,194.8,2.1224,0.4642,0.3404,5959.506491468283,5133.470225872689,0.1635,0.04323686140696095,0.3346062605714672,6.289471506544472,0.0560779435542374,3382.3804560509548,0
6962.0,40.7572,1.5063,194.8,2.1214,0.4415,0.341,6006.221410481722,5133.470225872689,0.1139,0.028158112433151992,0.3372268129339577,6.2657025611615635,0.055971879373313715,3393.236307774838,0
6962.5,35.6998,1.5232,189.1,2.1499,0.4409,0.3226,4727.259308838242,5288.207297726071,0.0549,0.012549037233252543,0.32091842901074413,7.059327151425308,0.0594109718462226,3069.0195145605026,0
6963.0,37.3015,1.5357,184.5,2.1813,0.423,0.3024,3634.497645362661,5420.054200542006,0.0736,0.017243121263461267,0.3000894217506962,8.11224106596495,0.06368767960117934,2733.7881626844737,0
6963.5,38.4789,1.4857,192.0,2.1859,0.4798,0.2994,3495.338082809325,5208.333333333333,0.0873,0.020827833326606236,0.2966090703342348,8.288011177059978,0.06437395116450434,2685.849266692848,0
6964.0,41.5159,1.3395,150.7,2.154,0.542,0.32,4569.986492313673,6635.700066357002,0.1228,0.030724511813711535,0.3158829154169627,7.183221130760892,0.0599300472666295,3024.6559558194626,0
6964.5,49.5805,1.1059,155.3,2.1054,0.6002,0.3514,6876.688862643601,6439.15003219575,0.2168,0.061727917712835444,0.34312845902648004,5.8737831842247665,0.05419309542840659,3584.441848621149,0
6965.0,58.8515,1.0216,155.3,2.0726,0.4786,0.3725,9049.633056545528,6439.15003219575,0.325,0.10801464345660931,0.35802603777681435,5.18167528230259,0.0509002715233553,3990.0156925417145,0
6965.5,71.5712,1.0259,154.9,2.066,0.468,0.3768,9570.473554761607,6455.777921239509,0.4734,0.19648352500216862,0.3504712076497094,5.05537372787392,0.0502761062925219,4075.5681044438656,0
6966.0,73.6842,1.0352,150.8,2.0718,0.5137,0.373,9108.709195464966,6631.29973474801,0.498,0.21468432194548367,0.3442323008593052,5.166753009504169,0.05082692696545881,3999.913200065433,0
6966.5,77.3707,1.0211,151.4,2.0768,0.6491,0.3698,8737.180082930912,6605.019815059445,0.541,0.2493914428517973,0.3363815466578592,5.263357142181578,0.05129988860700176,3936.798554504388,1
6967.0,76.5506,0.9784,151.8,2.0789,0.6417,0.3685,8590.610578200827,6587.615283267457,0.5315,0.24139087588701172,0.3361536226311404,5.303359665423551,0.051494464097723895,3911.313554380866,1
6967.5,75.8951,0.9246,153.3,2.08,0.5398,0.3677,8501.638708699498,6523.1572080887145,0.5238,0.235047719407686,0.3362036055993701,5.328198369235097,0.05161491242477845,3895.67508341747,0
6968.0,74.1251,0.9013,153.3,2.0791,0.47,0.3683,8568.280697314989,6523.1572080887145,0.5032,0.2186808753258577,0.3389967627063351,5.309553411646565,0.051524525284793087,3907.4007504948863,0
6968.5,74.4327,0.9335,154.1,2.0774,0.5156,0.3694,8691.817387623116,6489.2926670992865,0.5068,0.2214791082852065,0.3397217994897823,5.275618391849628,0.051359606656640334,3928.947457567686,0
6969.0,75.7939,0.9591,154.6,2.0746,0.6538,0.3712,8897.822034854657,6468.30530401035,0.5227,0.2341517365430305,0.3398236673032339,5.220769980751406,0.05109192686105803,3964.344302853271,0
6969.5,72.3007,0.9825,154.6,2.0695,0.7481,0.3745,9288.261598241668,6468.30530401035,0.4819,0.20264301308071622,0.347345836247184,5.122362059998956,0.05060811229436915,4029.685376334853,0
6970.0,69.5755,1.0187,158.1,2.0617,0.573,0.3795,9912.72619150504,6325.110689437065,0.4501,0.1802718445677408,0.3553435728279227,4.978360727543692,0.04989168631918394,4129.788879294915,0
6970.5,70.9952,1.043,158.1,2.0538,0.4465,0.3846,10592.950807911388,6325.110689437065,0.4667,0.19172215122166264,0.3589092317362972,4.837508461908174,0.049180831946542825,4233.262107684796,0
6971.0,74.3795,1.0384,156.5,2.0522,0.4731,0.3857,10745.679007375751,6389.776357827476,0.5062,0.22101094016833872,0.3560845340174426,4.807894905120962,0.04903006682190512,4255.7609425221535,0
6971.5,77.3009,1.0077,156.5,2.0603,0.544,0.3805,10042.569469542768,6389.776357827476,0.5402,0.24871016925393064,0.3471728373199733,4.950273203430934,0.049750744735284784,4149.968887408867,1
6972.0,72.7112,0.9957,155.0,2.0737,0.5897,0.3718,8967.569594715409,6451.612903225807,0.4867,0.20618109526471975,0.34417173323452754,5.202672766006652,0.05100329776596143,3976.181485040673,0
6972.5,72.9935,0.9965,151.0,2.0838,0.5552,0.3653,8240.213847362857,6622.516556291391,0.49,0.2086389154551361,0.3373423853290118,5.403745591602182,0.051979542089182464,3848.963583779967,0
6973.0,72.3024,0.998,158.3,2.0867,0.5339,0.3634,8038.965914573323,6317.119393556538,0.4819,0.20264301308071622,0.336245836247184,5.464672065691218,0.052271751767523626,3812.2005698447692,0
6973.5,75.1336,1.0132,150.5,2.0833,0.5794,0.3656,8272.447179435014,6644.518272425249,0.5149,0.22787039714831842,0.3350653667821253,5.394216676229451,0.051933691743556276,3854.78579397849,0
6974.0,70.9495,1.0144,154.2,2.0791,0.6402,0.3683,8568.280697314989,6485.08430609598,0.4661,0.19129973750361268,0.34266583517451593,5.309553411646565,0.051524525284793087,3907.4007504948863,0
6974.5,71.9891,1.0013,154.2,2.0817,0.5681,0.3666,8380.805025543214,6485.08430609598,0.4783,0.20001788816389782,0.3397976029860377,5.362630811698517,0.05178141950400026,3874.227677865005,0
