,WellID,Well,Run,AHDepth,TVDSS,Pressure,fluid
0,2,Freeman-2,1,7050.02,6968.42,3303.41,w
1,2,Freeman-2,1,7579.14,7497.4,3549.91,o
2,2,Freeman-2,1,7582.13,7500.4,3551.39,o
3,2,Freeman-2,1,7582.68,7500.9,3552.17,o
4,2,Freeman-2,1,7584.02,7502.4,3551.9,o
5,2,Freeman-2,1,7587.07,7505.4,3553.74,o
6,2,Freeman-2,2,8807.05,8725.33,4083.63,w
7,2,Freeman-2,2,8905.74,8823.83,4245.0,g
8,2,Freeman-2,2,8911.1,8829.33,4244.96,g
9,2,Freeman-2,2,8917.05,8835.33,4247.5,g
10,2,Freeman-2,2,8998.51,8916.83,4425.06,o
11,2,Freeman-2,2,9005.11,8923.33,4427.21,o
12,2,Freeman-2,2,9016.58,8934.83,4431.11,o
13,2,Freeman-2,2,9121.51,9039.82,4464.79,o
14,2,Freeman-2,2,9130.03,9048.32,4467.24,o
15,2,Freeman-2,2,9142.07,9060.32,4469.97,o
16,2,Freeman-2,3,10031.97,9949.63,4853.07,o
17,2,Freeman-2,3,10318.09,10235.95,4992.34,o / w
18,2,Freeman-2,3,10321.03,10238.95,4991.77,o / w
19,2,Freeman-2,3,10325.0,10242.94,4994.89,o / w
20,2,Freeman-2,3,10488.02,10405.71,5064.81,w
21,2,Freeman-2,3,10492.0,10409.71,5066.41,w
22,2,Freeman-2,3,10497.97,10415.2,5068.88,w
23,2,Freeman-2,3,10503.03,10420.69,5070.92,w
24,2,Freeman-2,3,10523.02,10440.65,5077.51,w
25,2,Freeman-2,3,10640.02,10557.41,5129.26,w
26,2,Freeman-2,3,10644.97,10561.9,5132.45,w
27,2,Freeman-2,3,11455.03,11368.95,5713.7,w
28,2,Freeman-2,3,11464.07,11377.9,5716.91,w
29,2,Freeman-2,3,11465.0,11378.89,5724.4,w
30,2,Freeman-2,3,11470.08,11383.86,5715.75,w
31,2,Freeman-2,3,11470.97,11384.36,5669.24,w
32,2,Freeman-2,3,11471.03,11384.85,5719.85,w
33,2,Freeman-2,3,11483.08,11396.78,5724.94,w
34,2,Freeman-2,3,11726.89,11638.56,5829.81,w
35,3,Freeman-2ST3,1,11141.94,9925.71,4888.23,o
36,3,Freeman-2ST3,1,11142.03,9926.0,4887.38,o
37,3,Freeman-2ST3,1,11205.97,9963.79,4899.16,o
38,3,Freeman-2ST3,1,11229.95,9977.95,4899.43,o
39,3,Freeman-2ST3,1,11230.03,9978.25,4903.63,o
40,3,Freeman-2ST3,1,11249.97,9989.71,4907.13,o
41,3,Freeman-2ST3,1,11282.02,10008.75,4912.92,o
42,3,Freeman-2ST3,1,11302.04,10020.45,4916.53,o
43,3,Freeman-2ST3,1,11359.0,10053.76,4926.94,o / w
44,3,Freeman-2ST3,1,11411.07,10084.11,4935.71,o / w
45,3,Freeman-2ST3,1,11424.08,10091.69,4937.15,o / w
46,3,Freeman-2ST3,1,11590.03,10187.38,4966.96,o
47,3,Freeman-2ST3,1,11594.94,10189.95,4968.75,o
48,3,Freeman-2ST3,1,11595.0,10190.24,4967.69,o
49,3,Freeman-2ST3,1,11600.08,10193.1,4968.2,o
50,3,Freeman-2ST3,1,11605.06,10195.96,4969.44,w
51,3,Freeman-2ST3,1,11614.08,10201.11,4971.86,w
52,3,Freeman-2ST3,1,11623.09,10206.26,4974.09,w
53,3,Freeman-2ST3,1,11639.1,10215.42,4978.05,w
54,3,Freeman-2ST3,1,11685.0,10241.73,4980.38,w
55,3,Freeman-2ST3,1,11685.79,10242.02,4988.8,w
56,3,Freeman-2ST3,1,12675.93,10805.15,5526.41,o
57,3,Freeman-2ST3,1,12699.8,10818.65,5528.39,o
58,3,Freeman-2ST3,1,12757.95,10851.0,5540.05,o
59,3,Freeman-2ST3,1,12795.95,10871.99,5546.03,o
60,3,Freeman-2ST3,1,12806.17,10877.76,5547.87,o
61,3,Freeman-2ST3,1,12836.08,10894.18,5553.07,o
62,3,Freeman-2ST3,1,12881.99,10918.91,5562.11,o
63,3,Freeman-2ST3,1,12904.03,10931.16,5563.82,o
64,3,Freeman-2ST3,1,13013.03,10990.89,5582.25,o
65,3,Freeman-2ST3,1,13146.92,11064.75,5606.84,o
