DEPTH(m)	CALI	GR	RESS	RESD	DENSITY	NEUTRON	
1667.256	18.802	8.545					
1667.408	18.802	40.809					
1667.561	18.802	40.809					
1667.713	18.802	40.809					
1667.866	18.802	40.809					
1668.018	18.802	40.809					
1668.17	18.802	40.809					
1668.323	18.802	40.809					
1668.475	18.802	40.809					
1668.628	18.802	40.809					
1668.78	18.802	40.809					
1668.932	18.802	40.809					
1669.085	18.802	40.809					
1669.237	18.802	40.809					
1669.39	18.802	40.809					
1669.542	18.802	40.809					
1669.694	18.802	40.809					
1669.847	18.802	40.809					
1669.999	18.806	40.809					
1670.152	18.806	44.162					
1670.304	18.802	46.168					
1670.456	18.801	45.908					
1670.609	18.803	44.984					
1670.761	18.803	48.36					
1670.914	18.806	51.312					
1671.066	18.807	52.637					
1671.218	18.805	48.314					
1671.371	18.805	45.066					
1671.523	18.802	41.911					
1671.676	18.803	41.474					
1671.828	18.803	44.857					
1671.98	18.796	46.027					
1672.133	18.799	48.728					
1672.285	18.797	46.942					
1672.438	18.792	46.515					
1672.59	18.793	42.05					
1672.742	18.791	42.511					
1672.895	18.792	43.233					
1673.047	18.794	46.619					
1673.2	18.793	47.245					
1673.352	18.792	48.394					
1673.504	18.791	46.244					
1673.657	18.79	48.095					
1673.809	18.793	47.668					
1673.962	18.797	48.281					
1674.114	18.806	43.954					
1674.266	18.816	41.904					
1674.419	18.814	43.976					
1674.571	18.817	44.781					
1674.724	18.819	48.484					
1674.876	18.811	46.524					
1675.028	18.795	46.659					
1675.181	18.776	42.097					
1675.333	18.73	40.379					
1675.486	18.681	41.393					
1675.638	18.681	43.399					
1675.79	18.718	43.388					
1675.943	18.762	40.33					
1676.095	18.775	42.015					
1676.248	18.779	41.103					
1676.4	18.781	46.391					
1676.552	18.786	43.476					
1676.705	18.785	46.37					
1676.857	18.784	41.262					
1677.01	18.783	39.083					
1677.162	18.784	40.699					
1677.314	18.786	45.097					
1677.467	18.786	47.527					
1677.619	18.786	47.923					
1677.772	18.781	49.194					
1677.924	18.78	46.944					
1678.076	18.783	43.366					
1678.229	18.782	38.73					
1678.381	18.781	41.109					
1678.534	18.783	45.105					
1678.686	18.784	47.526					
1678.838	18.783	49.474					
1678.991	18.783	46.146					
1679.143	18.788	45.023					
1679.296	18.787	43.231					
1679.448	18.785	44.064					
1679.6	18.783	43.887					
1679.753	18.784	43.64					
1679.905	18.785	48.536					
1680.058	18.784	47.804					
1680.21	18.779	46.735					
1680.362	18.781	45.855					
1680.515	18.784	46.978					
1680.667	18.78	49.043					
1680.82	18.784	44.951					
1680.972	18.786	41.343					
1681.124	18.783	42.206					
1681.277	18.779	42.278					
1681.429	18.779	42.922					
1681.582	18.781	39.927					
1681.734	18.784	42.332					
1681.886	18.784	40.692					
1682.039	18.78	42.503					
1682.191	18.778	38.518					
1682.344	18.783	41.436					
1682.496	18.782	42.113					
1682.648	18.783	40.087					
1682.801	18.785	37.676					
1682.953	18.778	36.853					
1683.106	18.774	39.572					
1683.258	18.779	39.096					
1683.41	18.78	38.858					
1683.563	18.777	41.82					
1683.715	18.777	47.168					
1683.868	18.779	46.592					
1684.02	18.777	43.104					
1684.172	18.774	40.799					
1684.325	18.773	40.134					
1684.477	18.767	38.365					
1684.63	18.755	35.551					
1684.782	18.75	36.779					
1684.934	18.746	42.756					
1685.087	18.739	47.476					
1685.239	18.736	49.801					
1685.392	18.72	49.208					
1685.544	18.704	49.467					
1685.696	18.701	47.409					
1685.849	18.697	48.064					
1686.001	18.696	49.369					
1686.154	18.694	46.079					
1686.306	18.691	46.18					
1686.458	18.689	42.072					
1686.611	18.692	42.983					
1686.763	18.695	38.17					
1686.916	18.691	40.785					
1687.068	18.676	44.43					
1687.22	18.658	48.295					
1687.373	18.649	48.194					
1687.525	18.608	46.606					
1687.678	18.59	42.197					
1687.83	18.691	40.753					
1687.982	18.754	42.676					
1688.135	18.757	47.01					
1688.287	18.752	46.661					
1688.44	18.747	47.326					
1688.592	18.742	45.854					
1688.744	18.742	49.311					
1688.897	18.738	45.911					
1689.049	18.737	45.766					
1689.202	18.74	44.014					
1689.354	18.736	44.931					
1689.506	18.732	45.032					
1689.659	18.726	45.072					
1689.811	18.724	43.122					
1689.964	18.73	43.899					
1690.116	18.729	43.649					
1690.268	18.728	43.337					
1690.421	18.729	41.814					
1690.573	18.731	41.867					
1690.726	18.739	42.714					
1690.878	18.741	45.386					
1691.03	18.742	46.194					
1691.183	18.742	47.956					
1691.335	18.742	47.058					
1691.488	18.742	47.305					
1691.64	18.741	47.517					
1691.792	18.732	46.04					
1691.945	18.726	45.838					
1692.097	18.729	42.301					
1692.25	18.736	40.864					
1692.402	18.74	36.813					
1692.554	18.738	38.391					
1692.707	18.736	38.247					
1692.859	18.737	41.182					
1693.012	18.737	41.318					
1693.164	18.735	44.258					
1693.316	18.733	44.757					
1693.469	18.736	43.706					
1693.621	18.741	43.41					
1693.774	18.742	41.65					
1693.926	18.74	41.137					
1694.078	18.74	38.876					
1694.231	18.742	42.168					
1694.383	18.742	43.338					
1694.536	18.742	44.566					
1694.688	18.742	44.137					
1694.84	18.742	44.588					
1694.993	18.742	44.729					
1695.145	18.742	40.153					
1695.298	18.742	43.32					
1695.45	18.739	43.287					
1695.602	18.737	45.712					
1695.755	18.736	40.947					
1695.907	18.735	40.548					
1696.06	18.733	41.716					
1696.212	18.733	43.348					
1696.364	18.732	47.104					
1696.517	18.731	48.861					
1696.669	18.737	48.836					
1696.822	18.736	49.393					
1696.974	18.734	50.104					
1697.126	18.732	48.452					
1697.279	18.728	47.784					
1697.431	18.728	46.089					
1697.584	18.737	49.57					
1697.736	18.741	50.732					
1697.888	18.741	50.281					
1698.041	18.742	51.215					
1698.193	18.736	49.351					
1698.346	18.733	48.496					
1698.498	18.731	48.297					
1698.65	18.722	48.204					
1698.803	18.711	46.307					
1698.955	18.708	44.695					
1699.108	18.703	42.232					
1699.26	18.689	40.358					
1699.412	18.669	38.827					
1699.565	18.626	34.675					
1699.717	18.577	37.144					
1699.87	18.593	41.386					
1700.022	18.631	43.291					
1700.174	18.661	43.862					
1700.327	18.666	42.13					
1700.479	18.663	44.492					
1700.632	18.665	44.291					
1700.784	18.668	38.454					
1700.936	18.67	35.868					
1701.089	18.667	33.278					
1701.241	18.669	40.402					
1701.394	18.67	40.077					
1701.546	18.665	43.773					
1701.698	18.662	41.43					
1701.851	18.665	44.265					
1702.003	18.662	42.746					
1702.156	18.659	41.972					
1702.308	18.657	38.885					
1702.46	18.651	39.518					
1702.613	18.653	43.237					
1702.765	18.655	45.121					
1702.918	18.655	46.956					
1703.07	18.653	44.212					
1703.222	18.651	44.218					
1703.375	18.649	44.405					
1703.527	18.649	43.783					
1703.68	18.649	46.715					
1703.832	18.647	47.336					
1703.984	18.646	48.713					
1704.137	18.646	50.875					
1704.289	18.641	48.286					
1704.442	18.638	46.723					
1704.594	18.637	45.763					
1704.746	18.637	49.425					
1704.899	18.636	49.934					
1705.051	18.628	51.011					
1705.204	18.617	51.678					
1705.356	18.613	55.231					
1705.508	18.607	53.09					
1705.661	18.602	48.516					
1705.813	18.595	49.19					
1705.966	18.588	52.554					
1706.118	18.587	57.886					
1706.27	18.576	55.424					
1706.423	18.568	53.488					
1706.575	18.58	50.069					
1706.728	18.6	45.709					
1706.88	18.623	43.007					
1707.032	18.638	41.941					
1707.185	18.64	48.447					
1707.337	18.642	49.723					
1707.49	18.638	51.132					
1707.642	18.632	49.35					
1707.794	18.631	49.651					
1707.947	18.63	48.055					
1708.099	18.63	46.998					
1708.252	18.629	45.823					
1708.404	18.619	44.607					
1708.556	18.611	46.002					
1708.709	18.606	48.285					
1708.861	18.6	48.325					
1709.014	18.591	51.007					
1709.166	18.576	53.455					
1709.318	18.569	52.703					
1709.471	18.563	51.959					
1709.623	18.547	50.43					
1709.776	18.537	52.011					
1709.928	18.536	50.7					
1710.08	18.528	50.657					
1710.233	18.529	48.552					
1710.385	18.531	51.028					
1710.538	18.533	49.356					
1710.69	18.533	51.493					
1710.842	18.536	48.562					
1710.995	18.545	50.789					
1711.147	18.548	48.406					
1711.3	18.533	47.934					
1711.452	18.513	44.953					
1711.604	18.499	42.506					
1711.757	18.475	43.174					
1711.909	18.477	42.938					
1712.062	18.545	49.988					
1712.214	18.612	52.131					
1712.366	18.648	54.75					
1712.519	18.661	50.313					
1712.671	18.67	46.402					
1712.824	18.678	43.277					
1712.976	18.685	38.063					
1713.128	18.681	34.358					
1713.281	18.676	35.899					
1713.433	18.686	35.807					
1713.586	18.604	39.945					
1713.738	18.373	37.414					
1713.89	18.261	37.865					
1714.043	18.303	38.825					
1714.195	19.003	47.333	9.84E-02	9.22E-02	3.063	0.745	
1714.348	20.518	58.374	9.83E-02	0.174	2.195	0.581	
1714.5	21.169	63.341	0.136	0.262	1.656	0.527	
1714.652	21.196	62.616	0.22	0.29	1.365	0.649	
1714.805	21.199	63.026	0.328	0.366	1.3	0.916	
1714.957	21.195	63.602	0.415	0.431	1.305	1.165	
1715.11	21.197	66.132	0.516	0.51	1.318	0.74	
1715.262	21.207	67.287	0.58	0.594	1.331	0.786	
1715.414	21.208	70.593	0.61	0.64	1.344	0.785	
1715.567	21.205	69.848	0.624	0.673	1.386	0.882	
1715.719	21.204	67.433	0.658	0.74	1.516	0.748	
1715.872	21.143	62.652	0.657	0.786	1.668	0.695	
1716.024	21.111	57.628	0.579	0.738	1.69	0.61	
1716.176	21.17	54.667	0.509	0.676	1.554	0.654	
1716.329	21.198	54.702	0.487	0.704	1.402	0.974	
1716.481	21.205	57.426	0.492	0.781	1.365	1.467	
1716.634	21.206	61.456	0.478	0.805	1.402	1.16	
1716.786	21.207	66.656	0.442	0.789	1.443	0.574	
1716.938	21.207	71.364	0.413	0.783	1.479	0.449	
1717.091	21.205	73.444	0.414	0.802	1.514	0.399	
1717.243	21.208	72.915	0.411	0.811	1.54	0.422	
1717.396	21.207	73.392	0.41	0.806	1.547	0.419	
1717.548	21.206	71.959	0.423	0.8	1.534	0.401	
1717.7	21.205	69.771	0.422	0.804	1.516	0.49	
1717.853	21.207	69.323	0.442	0.844	1.506	0.705	
1718.005	21.208	71.937	0.433	0.837	1.486	0.919	
1718.158	21.207	69.455	0.397	0.759	1.433	0.804	
1718.31	21.202	66.502	0.354	0.67	1.356	0.785	
1718.462	21.2	61.609	0.349	0.647	1.294	0.873	
1718.615	21.202	59.045	0.384	0.707	1.268	0.777	
1718.767	21.205	56.51	0.402	0.767	1.265	0.771	
1718.92	21.201	52.77	0.431	0.812	1.267	0.717	
1719.072	21.202	51.026	0.46	0.853	1.27	1.189	
1719.224	21.204	50.597	0.463	0.86	1.273	0.903	
1719.377	21.205	49.485	0.468	0.85	1.272	1.188	
1719.529	21.205	47.107	0.46	0.832	1.266	0.817	
1719.682	21.205	43.872	0.449	0.812	1.259	0.656	
1719.834	21.204	41.873	0.455	0.806	1.254	0.689	
1719.986	21.205	44.688	0.472	0.814	1.254	0.593	
1720.139	21.206	50.947	0.476	0.827	1.257	0.663	
1720.291	21.205	55.641	0.48	0.841	1.261	0.67	
1720.444	21.202	54.138	0.489	0.856	1.269	0.731	
1720.596	21.201	52.755	0.501	0.872	1.279	0.794	
1720.748	21.201	57.12	0.518	0.883	1.288	0.656	
1720.901	21.2	62.495	0.54	0.879	1.295	0.633	
1721.053	21.198	67.506	0.553	0.875	1.324	0.746	
1721.206	21.201	71.154	0.572	0.898	1.409	0.869	
1721.358	21.204	67.805	0.617	0.946	1.521	0.854	
1721.51	21.204	67.536	0.667	0.972	1.568	0.566	
1721.663	21.202	68.179	0.662	0.93	1.509	0.647	
1721.815	21.199	68.834	0.645	0.871	1.408	0.648	
1721.968	21.195	71.207	0.647	0.852	1.368	1.052	
1722.12	21.196	74.786	0.668	0.872	1.441	0.611	
1722.272	21.2	76.735	0.711	0.917	1.633	0.591	
1722.425	20.147	79.741	0.764	0.983	1.87	0.477	
1722.577	19.057	81.343	0.814	1.036	1.991	0.766	
1722.73	20.285	85.73	0.849	1.031	1.907	0.88	
1722.882	21.129	83.096	0.854	0.99	1.715	1.1	
1723.034	21.186	85.912	0.866	0.969	1.617	0.777	
1723.187	21.194	87.299	0.891	0.994	1.706	0.66	
1723.339	21.193	87.888	0.945	1.066	1.846	0.58	
1723.492	21.188	86.608	0.976	1.084	1.871	0.534	
1723.644	21.178	85.769	0.94	1.015	1.771	0.527	
1723.796	21.176	84.126	0.894	0.954	1.66	0.53	
1723.949	21.191	88.709	0.898	0.979	1.612	0.501	
1724.101	21.202	90.286	0.931	1.025	1.597	0.511	
1724.254	21.202	94.871	0.936	1.027	1.606	0.567	
1724.406	21.199	94.47	0.913	0.996	1.647	0.632	
1724.558	21.186	95.055	0.905	0.986	1.703	0.627	
1724.711	21.187	96.856	0.919	1.015	1.78	0.605	
1724.863	21.187	100.183	0.942	1.054	1.919	0.584	
1725.016	21.138	99.25	0.951	1.059	2.066	0.501	
1725.168	21.117	106.519	0.955	1.062	2.122	0.431	
1725.32	21.128	103.663	0.943	1.059	2.079	0.419	
1725.473	21.061	115.124	0.893	0.997	2.024	0.497	
1725.625	20.706	109.299	0.856	0.961	2.014	0.501	
1725.778	20.575	108.868	0.862	0.975	2.008	0.471	
1725.93	20.919	99.671	0.927	1.06	1.988	0.422	
1726.082	21.119	96.877	0.965	1.105	1.966	0.437	
1726.235	21.156	98.711	0.999	1.116	1.936	0.408	
1726.387	21.179	103.455	1.065	1.155	1.908	0.367	
1726.54	21.194	107.992	1.15	1.209	1.924	0.385	
1726.692	21.159	112.459	1.18	1.222	1.982	0.43	
1726.844	21.143	111.279	1.127	1.169	2.013	0.442	
1726.997	21.189	114.553	1.076	1.123	2.001	0.513	
1727.149	21.198	121.431	1.046	1.095	2.007	0.341	
1727.302	19.737	133.447	1.034	1.077	2.063	0.36	
1727.454	12.575	104.832	1.018	1.101	2.109	0.467	DTS
1727.606	6.818	81.068	1.043	1.214	2.108	0.526	508.864
1727.759	6.568	84.404	1.089	1.289	2.091	0.41	482.638
1727.911	7.392	86.498	1.054	1.23	2.084	0.436	472.604
1728.064	9.079	94.21	0.985	1.112	2.08	0.438	475.659
1728.216	11.317	98.961	0.942	1.033	2.066	0.477	475.802
1728.368	12.988	98.22	0.951	1.024	2.049	0.501	497.505
1728.521	13.236	96.656	1.038	1.084	2.043	0.513	507.023
1728.673	12.933	98.221	1.162	1.173	2.048	0.538	505.456
1728.826	12.804	106.042	1.208	1.197	2.055	0.549	496.957
1728.978	12.511	101.406	1.209	1.184	2.058	0.48	493.02
1729.13	12.557	99.153	1.168	1.122	2.058	0.455	475.847
1729.283	13.18	102.758	1.13	1.071	2.058	0.449	470.289
1729.435	13.875	107.394	1.119	1.052	2.056	0.503	458.427
1729.588	14.204	109.477	1.145	1.065	2.056	0.529	454.283
1729.74	14.206	108.366	1.206	1.117	2.061	0.569	471.198
1729.892	14.103	108.637	1.249	1.154	2.068	0.559	451.429
1730.045	13.986	104.056	1.238	1.152	2.071	0.519	457.721
1730.197	13.988	103.535	1.241	1.175	2.072	0.496	449.307
1730.35	14.124	104.497	1.264	1.217	2.072	0.464	434.243
1730.502	13.99	105.548	1.272	1.194	2.068	0.421	419.595
1730.654	13.701	103.28	1.278	1.21	2.064	0.41	421.208
1730.807	13.557	102.611	1.279	1.224	2.065	0.469	421.879
1730.959	13.311	103.379	1.274	1.232	2.072	0.454	423.746
1731.112	13.034	106.981	1.271	1.231	2.075	0.47	420.857
1731.264	12.946	105.999	1.284	1.251	2.077	0.478	421.527
1731.416	13.012	105.11	1.353	1.332	2.078	0.492	435.305
1731.569	13.255	105.286	1.419	1.407	2.074	0.547	448.092
1731.721	13.303	106.612	1.427	1.411	2.069	0.57	461.232
1731.874	13.058	103.511	1.388	1.382	2.07	0.47	461.551
1732.026	12.874	99.564	1.286	1.334	2.079	0.446	451.926
1732.178	12.767	99.267	1.274	1.317	2.086	0.432	428.635
1732.331	12.712	100.692	1.306	1.292	2.084	0.448	416.001
1732.483	12.666	101.192	1.3	1.284	2.076	0.492	410.503
1732.636	12.682	100.068	1.323	1.326	2.065	0.529	406.101
1732.788	12.825	98.296	1.301	1.318	2.057	0.535	402.436
1732.94	12.822	96.32	1.226	1.258	2.06	0.507	419.998
1733.093	12.786	98.949	1.167	1.202	2.068	0.495	432.674
1733.245	12.81	100.621	1.114	1.156	2.071	0.454	425.626
1733.398	13.037	100.576	1.103	1.146	2.067	0.444	420.924
1733.55	12.881	99.372	1.128	1.179	2.063	0.461	418.885
1733.702	12.708	99.976	1.189	1.24	2.062	0.491	418.245
1733.855	12.703	104.769	1.214	1.251	2.065	0.496	409.384
1734.007	12.613	105.568	1.211	1.227	2.073	0.463	421.221
1734.16	12.479	105.921	1.251	1.26	2.082	0.424	428.767
1734.312	12.486	103.73	1.325	1.346	2.088	0.428	441.922
1734.464	12.555	101.376	1.298	1.358	2.086	0.417	446.04
1734.617	12.651	99.882	1.157	1.259	2.084	0.401	447.512
1734.769	12.69	103.189	0.749	0.808	2.088	0.422	452.669
1734.922	12.559	101.258	0.54	0.576	2.091	0.46	471.583
1735.074	12.532	102.893	0.502	0.531	2.089	0.532	468.982
1735.226	12.583	102.486	0.651	0.702	2.085	0.549	467.935
1735.379	12.572	98.23	1.118	1.229	2.083	0.489	469.555
1735.531	12.475	95.063	1.52	1.642	2.081	0.414	468.732
1735.684	12.809	97.43	1.567	1.62	2.079	0.37	468.644
1735.836	12.856	100.147	1.52	1.545	2.083	0.392	462.781
1735.988	12.512	101.515	1.518	1.522	2.085	0.382	447.248
1736.141	12.494	102.62	1.553	1.56	2.079	0.422	437.44
1736.293	12.788	102.981	1.616	1.647	2.069	0.413	438.729
1736.446	12.976	104.414	1.614	1.655	2.067	0.407	444.998
1736.598	12.623	100.228	1.56	1.616	2.072	0.392	444.895
1736.75	12.476	95.096	1.488	1.553	2.074	0.407	444.462
1736.903	12.459	92.011	1.406	1.477	2.075	0.453	443.612
1737.055	12.436	92.177	1.39	1.457	2.079	0.494	440.65
1737.208	12.443	93.838	1.397	1.453	2.085	0.444	434.984
1737.36	12.511	92.186	1.45	1.499	2.087	0.501	433.535
1737.512	12.633	94.976	1.544	1.58	2.081	0.642	438.756
1737.665	12.731	99.226	1.629	1.66	2.075	0.707	444.926
1737.817	12.8	103.683	1.658	1.679	2.076	0.738	448.729
1737.97	12.783	106.342	1.614	1.613	2.083	0.719	450.965
1738.122	12.845	101.203	1.592	1.584	2.088	0.682	451.794
1738.274	12.979	103.82	1.575	1.567	2.087	0.629	447.141
1738.427	12.982	102.605	1.552	1.538	2.086	0.547	443.361
1738.579	12.933	105.512	1.55	1.553	2.086	0.498	442.597
1738.732	12.862	100.175	1.501	1.509	2.087	0.485	437.57
1738.884	12.759	95.654	1.433	1.426	2.089	0.449	434.561
1739.036	12.651	95.789	1.424	1.424	2.091	0.424	433.54
1739.189	12.605	95.699	1.517	1.539	2.09	0.447	427.692
1739.341	12.678	94.128	1.596	1.63	2.09	0.541	428.212
1739.494	12.739	91.497	1.591	1.618	2.094	0.57	428.206
1739.646	12.727	90.348	1.542	1.568	2.099	0.525	428.483
1739.798	12.708	90.287	1.508	1.523	2.101	0.456	426.174
1739.951	12.696	97.87	1.531	1.548	2.098	0.458	428.238
1740.103	12.697	98.614	1.567	1.586	2.093	0.507	425.107
1740.256	12.72	101.872	1.608	1.642	2.092	0.477	424.237
1740.408	12.741	96.995	1.628	1.671	2.09	0.517	427.169
1740.56	12.7	90.947	1.623	1.669	2.086	0.548	421.057
1740.713	12.577	89.731	1.57	1.616	2.081	0.573	419.191
1740.865	12.471	90.813	1.46	1.495	2.078	0.542	415.54
1741.018	12.514	90.956	1.434	1.47	2.083	0.516	414.641
1741.17	12.601	90.389	1.516	1.569	2.09	0.465	415.473
1741.322	12.648	90.433	1.558	1.609	2.091	0.439	412.887
1741.475	12.628	90.745	1.513	1.57	2.086	0.394	411.492
1741.627	12.585	89.429	1.467	1.526	2.084	0.437	410.118
1741.78	12.568	95.255	1.421	1.479	2.089	0.441	407.91
1741.932	12.53	93.28	1.41	1.474	2.094	0.467	404.684
1742.084	12.492	92.5	1.416	1.482	2.095	0.412	401.079
1742.237	12.478	88.458	1.417	1.481	2.094	0.44	403.133
1742.389	12.469	90.817	1.409	1.473	2.093	0.454	402.501
1742.542	12.455	95.855	1.424	1.491	2.094	0.487	403.234
1742.694	12.453	97.965	1.412	1.483	2.093	0.523	403.486
1742.846	12.457	96.568	1.405	1.464	2.092	0.54	402.047
1742.999	12.469	95.123	1.442	1.486	2.092	0.575	403.607
1743.151	12.49	98.248	1.443	1.498	2.093	0.527	405.443
1743.304	12.514	98.52	1.424	1.483	2.094	0.444	405.543
1743.456	12.54	101.53	1.444	1.5	2.094	0.492	408.004
1743.608	12.588	97.969	1.506	1.573	2.094	0.452	407.519
1743.761	12.598	98.374	1.509	1.577	2.094	0.454	408.584
1743.913	12.584	95.041	1.452	1.507	2.091	0.405	411.964
1744.066	12.617	92.175	1.401	1.443	2.086	0.467	413.578
1744.218	12.66	90.12	1.49	1.539	2.083	0.57	412.91
1744.37	12.667	96.921	1.549	1.607	2.085	0.557	414.46
1744.523	12.697	101.786	1.551	1.605	2.087	0.489	418.526
1744.675	12.679	107.282	1.578	1.637	2.084	0.462	422.33
1744.828	12.61	104.112	1.561	1.624	2.08	0.469	425.297
1744.98	12.582	97.044	1.494	1.55	2.08	0.593	424.888
1745.132	12.597	92.781	1.46	1.532	2.08	0.516	423.583
1745.285	12.603	92.666	1.425	1.496	2.075	0.562	420.837
1745.437	12.604	101.332	1.465	1.528	2.068	0.398	416.662
1745.59	12.644	107.386	1.535	1.605	2.068	0.457	417.495
1745.742	12.641	105.904	1.613	1.705	2.074	0.385	418.096
1745.894	12.589	104.053	1.565	1.652	2.078	0.45	415.772
1746.047	12.534	105.197	1.425	1.49	2.076	0.458	420.624
1746.199	12.523	103.934	1.379	1.453	2.071	0.533	423.94
1746.352	12.515	97.316	1.314	1.385	2.069	0.488	420.023
1746.504	12.586	91.149	1.279	1.346	2.07	0.418	421.963
1746.656	12.648	88.147	1.234	1.301	2.073	0.392	422.968
1746.809	12.677	90.795	1.255	1.328	2.08	0.366	417.379
1746.961	12.774	89.784	1.359	1.429	2.09	0.384	423.993
1747.114	12.813	97.712	1.464	1.53	2.097	0.351	423.795
1747.266	12.829	99.814	1.587	1.673	2.096	0.403	416.105
1747.418	12.881	106.131	1.592	1.666	2.089	0.424	414.205
1747.571	12.871	100.672	1.556	1.621	2.083	0.518	412.536
1747.723	12.833	104.353	1.496	1.566	2.081	0.429	413.946
1747.876	12.859	107.262	1.462	1.526	2.081	0.451	412.031
1748.028	12.856	112.283	1.485	1.55	2.079	0.466	414.996
1748.18	12.849	107.535	1.533	1.602	2.075	0.504	416.033
1748.333	12.826	103.989	1.59	1.654	2.072	0.513	419.485
1748.485	12.797	97.97	1.594	1.661	2.073	0.448	419.025
1748.638	12.812	98.965	1.507	1.571	2.078	0.419	422.46
1748.79	12.824	98.801	1.442	1.503	2.083	0.395	425.178
1748.942	12.873	98.195	1.436	1.489	2.086	0.422	427.248
1749.095	12.88	97.947	1.488	1.55	2.083	0.424	425.783
1749.247	12.821	96.306	1.506	1.561	2.078	0.421	423.793
1749.4	12.731	97.186	1.557	1.617	2.079	0.37	420.556
1749.552	12.763	98.295	1.615	1.689	2.088	0.385	416.859
1749.704	12.839	98.364	1.601	1.679	2.097	0.423	417.947
1749.857	12.893	96.801	1.51	1.564	2.099	0.521	417.76
1750.009	13.023	100.663	1.39	1.433	2.094	0.507	419.707
1750.162	13.016	98.594	1.353	1.417	2.089	0.519	422.945
1750.314	12.901	98.578	1.384	1.446	2.087	0.413	420.462
1750.466	12.891	95.668	1.384	1.441	2.084	0.42	419.714
1750.619	12.853	97.986	1.422	1.487	2.082	0.373	417.983
1750.771	12.881	95.732	1.46	1.526	2.085	0.414	416.937
1750.924	13.093	95.764	1.537	1.6	2.092	0.376	416.098
1751.076	13.137	94.713	1.495	1.552	2.095	0.39	417.692
1751.228	13.023	92.997	1.484	1.535	2.091	0.396	416.346
1751.381	13.066	88.659	1.556	1.61	2.091	0.446	416.975
1751.533	13.122	88.938	1.531	1.6	2.093	0.508	420.085
1751.686	13.117	90.587	1.494	1.561	2.088	0.582	421.091
1751.838	13.119	91.194	1.385	1.423	2.079	0.679	421.25
1751.99	13.154	92.964	1.335	1.366	2.075	0.515	419.1
1752.143	13.174	91.282	1.45	1.497	2.076	0.475	422.499
1752.295	13.309	92.78	1.599	1.655	2.073	0.493	426.16
1752.448	13.301	92.714	1.605	1.645	2.068	0.57	433.249
1752.6	13.122	94.022	1.556	1.585	2.069	0.521	438.376
1752.752	12.966	100.86	1.558	1.6	2.076	0.463	433.056
1752.905	12.832	102.423	1.56	1.603	2.08	0.446	424.694
1753.057	12.75	104.831	1.574	1.613	2.072	0.424	412.386
1753.21	12.851	103.853	1.632	1.677	2.059	0.456	408.645
1753.362	13.021	103.563	1.635	1.679	2.047	0.435	414.498
1753.514	13.06	98.11	1.602	1.643	2.042	0.438	421.994
1753.667	13.176	94.654	1.588	1.61	2.043	0.41	432.022
1753.819	13.207	96.303	1.595	1.611	2.047	0.454	430.84
1753.972	13.142	97.218	1.588	1.597	2.049	0.447	425.717
1754.124	13.125	97.581	1.625	1.641	2.055	0.494	426.934
1754.276	13.033	94.519	1.646	1.679	2.063	0.48	425.716
1754.429	12.904	100.528	1.653	1.695	2.068	0.561	422.717
1754.581	12.747	95.059	1.635	1.667	2.069	0.484	418.791
1754.734	12.72	95.785	1.618	1.652	2.068	0.558	416.695
1754.886	12.712	90.525	1.614	1.656	2.069	0.523	419.546
1755.038	12.603	94.215	1.618	1.665	2.072	0.579	417.639
1755.191	12.545	93.257	1.537	1.585	2.074	0.517	416.382
1755.343	12.499	96.8	1.452	1.503	2.072	0.52	416.356
1755.496	12.463	96.253	1.41	1.468	2.068	0.518	416.727
1755.648	12.438	95.694	1.396	1.457	2.062	0.461	419.518
1755.8	12.42	90.99	1.368	1.439	2.059	0.444	421.715
1755.953	12.382	91.447	1.355	1.44	2.059	0.427	421.259
1756.105	12.347	91.535	1.451	1.548	2.059	0.436	422.643
1756.258	12.314	96.649	1.462	1.554	2.057	0.444	420.372
1756.41	12.285	96.093	1.443	1.523	2.053	0.456	417.046
1756.562	12.3	97.706	1.486	1.573	2.051	0.486	415.53
1756.715	12.32	97.729	1.609	1.725	2.054	0.559	413.6
1756.867	12.271	101.993	1.617	1.737	2.061	0.511	410.64
1757.02	12.196	105.005	1.511	1.618	2.068	0.503	404.889
1757.172	12.116	104.234	1.426	1.538	2.071	0.443	402.489
1757.324	12.079	96.371	1.375	1.491	2.068	0.451	401.528
1757.477	12.059	92.323	1.361	1.484	2.065	0.459	401.019
1757.629	12.04	92.177	1.377	1.508	2.064	0.482	398.511
1757.782	12.04	94.436	1.424	1.569	2.064	0.467	399.144
1757.934	12.047	92.707	1.448	1.592	2.064	0.48	403.465
1758.086	12.043	91.755	1.436	1.578	2.063	0.479	407.136
1758.239	12.039	91.459	1.384	1.525	2.062	0.471	411.573
1758.391	12.026	93.173	1.319	1.453	2.059	0.474	418.332
1758.544	12.018	92.759	1.222	1.337	2.055	0.447	419.344
1758.696	12.024	91.496	1.195	1.302	2.051	0.496	425.815
1758.848	12.037	91.631	1.237	1.359	2.051	0.499	426.995
1759.001	12.045	90.024	1.342	1.486	2.055	0.517	420.996
1759.153	12.038	88.475	1.393	1.54	2.061	0.5	417.74
1759.306	12.029	90.733	1.405	1.557	2.065	0.501	409.208
1759.458	12.026	89.822	1.382	1.528	2.069	0.506	408.681
1759.61	12.024	91.204	1.383	1.521	2.07	0.501	405.946
1759.763	12.024	89.312	1.378	1.515	2.071	0.467	406.355
