DEPTH(m)	CALI	GR	RESS	RESD	DENSITY	NEUTRON	
3136.392	11.128	152.562	1.135	1.051	2.212	0.367	288.432
3136.544	10.824	151.351	1.113	1.008	2.202	0.38	286.983
3136.697	10.727	152.517	1.112	1.051	2.24	0.405	281.4
3136.849	10.955	151.983	1.124	1.113	2.282	0.378	276.382
3137.002	10.39	146.475	1.144	1.094	2.293	0.405	267.112
3137.154	9.746	140.268	1.124	1.074	2.277	0.416	261.772
3137.306	9.538	144.264	1.102	1.066	2.263	0.41	261.775
3137.459	9.231	141.007	1.102	1.068	2.272	0.4	267.207
3137.611	8.863	139.292	1.156	1.113	2.298	0.357	274.914
3137.764	8.726	139.647	1.259	1.203	2.315	0.406	284.442
3137.916	8.771	140.785	1.343	1.295	2.324	0.397	287.241
3138.068	9.176	144.259	1.337	1.286	2.326	0.404	286.322
3138.221	9.89	152.462	1.277	1.282	2.287	0.387	278.437
3138.373	10.729	163.181	1.157	1.153	2.189	0.375	270.881
3138.526	10.879	154.142	1.026	1.005	2.093	0.427	261.193
3138.678	10.642	144.676	0.952	0.913	2.094	0.49	260.37
3138.83	10.142	134.061	1.027	0.987	2.193	0.502	266.107
3138.983	9.676	143.552	1.241	1.097	2.277	0.404	274.368
3139.135	10.108	145.993	1.215	1.282	2.252	0.343	290.265
3139.288	10.528	149.772	1.116	1.793	2.156	0.378	294.891
3139.44	9.953	135.913	1.107	1.361	2.114	0.437	290.308
3139.592	10.014	141.174	1.139	1.047	2.182	0.477	275.766
3139.745	10.136	143.541	1.263	1.246	2.281	0.456	267.193
3139.897	9.974	146.552	1.349	1.466	2.325	0.401	266.304
3140.05	9.833	142.624	1.313	1.167	2.307	0.391	269.165
3140.202	10.215	143.54	1.185	1.14	2.259	0.408	271.674
3140.354	10.746	142.909	1.092	1.194	2.196	0.433	275.175
3140.507	10.243	135.318	1.144	1.259	2.159	0.429	278.627
3140.659	10.251	138.312	1.241	1.226	2.193	0.464	282.717
3140.812	10.473	143.122	1.281	1.324	2.261	0.462	282.698
3140.964	9.765	138.558	1.301	1.216	2.3	0.445	283.044
3141.116	9.295	144.171	1.266	1.217	2.313	0.395	281.404
3141.269	9.035	142.666	1.175	1.169	2.344	0.39	276.706
3141.421	8.894	146.961	1.135	1.112	2.378	0.382	270.454
3141.573	8.765	148.549	1.131	1.055	2.384	0.412	267.265
3141.726	8.737	144.816	1.145	1.036	2.368	0.445	263.309
3141.878	8.73	140.349	1.145	1.105	2.366	0.47	258.186
3142.031	8.729	139.086	1.159	1.153	2.373	0.456	253.56
3142.183	8.732	140.384	1.195	1.099	2.375	0.402	245.137
3142.336	8.725	137.87	1.199	1.128	2.374	0.38	235.189
3142.488	8.714	137.194	1.211	1.168	2.374	0.366	228.496
3142.64	8.7	137.663	1.226	1.17	2.378	0.368	220.486
3142.793	8.688	143.215	1.243	1.147	2.381	0.397	218.706
3142.945	8.684	144.816	1.291	1.259	2.382	0.436	216.968
3143.098	8.672	146.666	1.361	1.405	2.382	0.411	213.613
3143.25	8.665	147.027	1.401	1.349	2.384	0.388	204.94
3143.402	8.658	149.591	1.379	1.393	2.389	0.357	197.451
3143.555	8.646	151.507	1.335	1.274	2.392	0.344	194.97
3143.707	8.633	152.354	1.377	1.016	2.393	0.356	194.878
3143.86	8.612	153.669	1.388	1.211	2.391	0.392	197.956
3144.012	8.583	149.456	1.334	1.325	2.384	0.403	203.89
3144.164	8.502	141.59	1.248	1.238	2.365	0.374	204.49
3144.317	8.406	132.396	1.195	1.151	2.334	0.34	198.423
3144.469	8.371	134.469	1.261	1.002	2.311	0.343	188.798
3144.622	8.372	130.741	1.352	1.198	2.306	0.335	185.716
3144.774	8.377	119.362	1.622	1.641	2.297	0.302	190.452
3144.927	8.368	107.267	1.966	1.982	2.258	0.271	212.545
3145.079	8.352	98.331	1.853	1.857	2.204	0.273	229.04
3145.231	8.352	98.15	1.651	1.634	2.18	0.295	250.47
3145.384	8.358	97.907	1.624	1.635	2.197	0.312	259.771
3145.536	8.347	84.006	2.213	2.45	2.22	0.292	265.393
3145.688	8.338	63.608	3.465	3.689	2.217	0.253	266.493
3145.841	8.339	61.848	4.005	3.841	2.199	0.239	267.018
3145.993	8.343	72.4	2.311	2.23	2.195	0.251	268.54
3146.146	8.348	95.718	1.353	1.429	2.219	0.262	269.885
3146.298	8.363	107.389	1.186	1.258	2.261	0.284	272.333
3146.45	8.39	106.667	1.505	1.544	2.289	0.281	274.043
3146.603	8.374	97.419	2.068	1.933	2.274	0.27	276.023
3146.755	8.355	83.112	2.717	2.416	2.222	0.261	277.663
3146.908	8.369	71.226	3.787	3.747	2.173	0.237	280.035
3147.06	8.384	63.84	4.427	4.394	2.155	0.217	277.959
3147.212	8.389	62.919	4.36	4.391	2.164	0.214	274.977
3147.365	8.39	75.119	2.896	3.572	2.188	0.235	269.882
3147.517	8.402	93.901	1.528	1.55	2.229	0.268	267
3147.67	8.5	118.147	1.103	1.074	2.286	0.338	263.769
3147.822	8.62	142.145	1.083	1.057	2.345	0.402	255.666
3147.974	8.677	147.266	1.367	1.331	2.384	0.412	251.791
3148.127	8.697	149.082	1.5	1.414	2.399	0.425	245.572
3148.279	8.71	143.261	1.462	1.385	2.402	0.44	240.07
3148.432	8.724	149.22	1.412	1.355	2.404	0.45	234.295
3148.584	8.731	150.019	1.376	1.244	2.41	0.442	229.689
3148.736	8.736	148.769	1.392	1.294	2.419	0.427	228.055
3148.889	8.744	144.795	1.418	1.258	2.425	0.428	228.758
3149.041	8.747	143.163	1.429	1.332	2.422	0.419	230.291
3149.194	8.748	144.704	1.428	1.345	2.417	0.432	231.519
3149.346	8.752	147.085	1.44	1.278	2.418	0.443	231.9
3149.498	8.825	144.79	1.388	1.403	2.424	0.45	231.969
3149.651	8.907	146.793	1.338	1.141	2.419	0.465	232.372
3149.803	8.766	145.698	1.298	1.153	2.405	0.449	232.865
3149.956	8.712	144.697	1.282	1.212	2.392	0.451	232.853
3150.108	8.701	141.606	1.286	1.201	2.39	0.426	232.189
3150.26	8.692	136.618	1.268	1.171	2.394	0.422	231.624
3150.413	8.691	139.834	1.264	1.216	2.398	0.402	230.172
3150.565	8.677	144.764	1.283	1.235	2.4	0.409	227.927
3150.718	8.666	150.166	1.329	1.287	2.401	0.421	226.433
3150.87	8.67	146.06	1.388	1.286	2.404	0.417	224.307
3151.022	8.668	149.809	1.43	1.388	2.411	0.419	223.791
3151.175	8.667	151.849	1.438	1.384	2.418	0.405	224.665
3151.327	8.665	156.584	1.43	1.318	2.419	0.388	225.755
3151.479	8.649	149.27	1.476	1.32	2.419	0.372	226.205
3151.632	8.639	145.212	1.576	1.59	2.426	0.36	225.176
3151.784	8.63	141.523	1.654	1.669	2.439	0.352	221.74
3151.937	8.625	144.355	1.677	1.547	2.447	0.338	216.928
3152.089	8.633	143.169	1.709	1.581	2.444	0.353	213.421
3152.242	8.637	145.76	1.76	1.701	2.439	0.366	212.085
3152.394	8.637	144.695	1.878	1.863	2.438	0.374	212.178
3152.546	8.635	145.924	1.981	1.805	2.442	0.377	212.913
3152.699	8.622	146.264	1.946	1.883	2.446	0.382	213.78
3152.851	8.603	149.349	1.856	1.769	2.448	0.385	215.225
3153.004	8.597	152.129	1.828	1.66	2.447	0.373	217.386
3153.156	8.594	154.979	1.776	1.611	2.443	0.388	218.574
3153.308	8.601	155.358	1.759	1.64	2.44	0.374	220.547
3153.461	8.599	154.607	1.76	1.657	2.439	0.369	221.801
3153.613	8.583	156.101	1.848	1.738	2.44	0.357	223.877
3153.766	8.576	157.169	1.946	1.705	2.441	0.33	225.516
3153.918	8.578	159.543	1.974	2.064	2.443	0.323	227.085
3154.07	8.575	160.18	1.922	1.987	2.444	0.315	228.745
3154.223	8.571	160.087	1.879	1.396	2.443	0.343	230.204
3154.375	8.575	157.503	1.83	1.606	2.443	0.344	231.22
3154.528	8.577	149.428	1.863	1.782	2.445	0.34	231.807
3154.68	8.577	148.988	1.896	1.819	2.445	0.339	232.28
3154.833	8.586	146.323	1.871	1.802	2.443	0.34	232.427
3154.985	8.595	150.607	1.895	1.744	2.439	0.351	231.988
3155.137	8.579	150.213	1.888	1.697	2.432	0.348	232.138
3155.29	8.537	152.243	1.841	1.988	2.424	0.318	234.117
3155.442	8.53	153.35	1.766	1.711	2.418	0.303	237.19
3155.594	8.55	151.389	1.78	1.631	2.414	0.299	240.208
3155.747	8.553	150.829	1.803	1.68	2.412	0.296	242.794
3155.899	8.539	152.574	1.762	1.696	2.412	0.286	243.949
3156.052	8.566	155.058	1.794	1.691	2.416	0.29	244.533
3156.204	8.59	155.769	1.841	1.727	2.421	0.294	244.089
3156.356	8.575	150.131	1.799	1.748	2.423	0.309	243.028
3156.509	8.573	143.103	1.694	1.512	2.422	0.326	242.092
3156.661	8.579	141.703	1.714	1.645	2.424	0.35	240.918
3156.814	8.593	149.887	1.745	1.818	2.429	0.371	238.324
3156.966	8.599	154.422	1.747	1.67	2.434	0.385	234.88
3157.118	8.607	156.011	1.723	1.589	2.436	0.36	232.557
3157.271	8.63	157.172	1.684	1.629	2.436	0.35	232.174
3157.423	8.663	155.525	1.729	1.658	2.434	0.341	233.334
3157.576	8.697	155.958	1.833	1.709	2.434	0.372	235.208
3157.728	8.714	155.639	1.98	1.751	2.436	0.398	237.827
3157.88	8.714	154.842	2.027	1.859	2.439	0.392	243.405
3158.033	8.714	156.212	1.908	1.805	2.44	0.376	253.594
3158.185	8.714	151.455	1.756	1.665	2.438	0.353	265.517
3158.338	8.724	148.457	1.698	1.598	2.436	0.358	274.122
3158.49	8.747	148.082	1.708	1.575	2.434	0.394	278.422
3158.642	8.757	147.162	1.75	1.596	2.432	0.403	279.819
3158.795	8.767	143.247	1.736	1.622	2.432	0.384	281.383
3158.947	8.774	145.157	1.659	1.562	2.431	0.365	281.579
3159.1	8.778	151.353	1.548	1.459	2.424	0.361	281.423
3159.252	8.785	145.607	1.365	1.298	2.415	0.351	280.672
3159.404	8.792	137.519	1.128	1.09	2.412	0.36	279.15
3159.557	8.799	137.686	0.98	0.86	2.417	0.364	276.456
3159.709	8.803	143.57	0.959	0.821	2.422	0.36	273.353
3159.862	8.816	153.186	1.065	0.983	2.425	0.357	271.141
3160.014	8.826	153.098	1.256	1.153	2.431	0.354	271.323
3160.167	8.833	145.007	1.444	1.36	2.438	0.368	275.232
3160.319	8.83	145.25	1.551	1.444	2.441	0.391	281.886
3160.471	8.822	144.401	1.661	1.489	2.44	0.412	287.375
3160.624	8.823	144.219	1.703	1.565	2.439	0.414	288.637
3160.776	8.839	146.581	1.646	1.616	2.438	0.395	286.579
3160.928	8.851	143.779	1.637	1.536	2.435	0.377	283.416
3161.081	8.829	141.936	1.628	1.475	2.421	0.387	280.58
3161.233	8.837	140.374	1.51	1.423	2.394	0.403	278.745
3161.385	8.906	141.057	1.278	1.161	2.36	0.426	278.044
3161.538	8.946	141.548	1.145	1.112	2.339	0.415	276.505
3161.69	8.974	143.693	1.113	1.02	2.339	0.402	275.362
3161.843	8.976	143.288	1.106	1.032	2.352	0.408	273.341
3161.995	9	139.664	1.097	1.093	2.356	0.367	271.5
3162.148	8.999	137.267	1.163	1.022	2.342	0.362	269.565
3162.3	9.087	139.027	1.204	1.159	2.331	0.361	268.047
3162.452	9.129	146.444	1.242	1.173	2.345	0.367	267.802
3162.605	8.905	144.324	1.3	1.16	2.378	0.397	268.815
3162.757	8.863	144.068	1.383	1.221	2.397	0.389	271.06
3162.91	8.875	142.528	1.438	1.227	2.392	0.387	273.675
3163.062	8.892	142.136	1.401	1.275	2.384	0.391	273.944
3163.214	8.844	141.426	1.334	1.205	2.384	0.389	271.879
3163.367	8.82	143.082	1.296	1.197	2.362	0.363	272.026
3163.519	8.965	140.969	1.259	1.164	2.312	0.354	275.477
3163.672	9.295	144.23	1.229	1.168	2.283	0.438	278.112
3163.824	9.137	138.955	1.259	1.169	2.322	0.402	278.479
3163.976	8.861	138.764	1.346	1.202	2.386	0.379	278.74
3164.129	8.795	139.203	1.376	1.267	2.412	0.393	279.181
3164.281	8.781	136.987	1.358	1.241	2.399	0.412	279.949
3164.434	8.847	139.212	1.362	1.237	2.391	0.402	280.633
3164.586	8.856	144.201	1.41	1.336	2.401	0.389	282.478
3164.738	8.76	141.997	1.424	1.286	2.408	0.38	283.994
3164.891	8.757	140.81	1.422	1.466	2.409	0.378	283.595
3165.043	8.764	134.931	1.447	1.197	2.411	0.387	281.681
3165.196	8.772	136.732	1.464	1.348	2.411	0.378	278.904
3165.348	8.738	131.14	1.293	1.446	2.399	0.375	275.136
3165.5	8.751	130.878	1.191	1.001	2.378	0.367	270.621
3165.653	8.673	126.492	1.172	1.066	2.358	0.366	266.273
3165.805	8.649	128.584	1.169	1.144	2.353	0.373	262.596
3165.958	8.663	132.872	1.299	1.234	2.372	0.363	259.839
3166.11	8.753	136.999	1.408	1.238	2.39	0.365	258.938
3166.262	9.212	140.669	1.412	1.364	2.375	0.408	260.859
3166.415	9.816	142.181	1.391	1.263	2.332	0.421	265.236
3166.567	9.746	138.67	1.337	1.089	2.293	0.424	269.743
3166.719	9.283	134.597	1.311	1.168	2.274	0.407	272.92
3166.872	8.902	137.232	1.324	1.552	2.272	0.4	274.356
3167.024	8.819	142.668	1.355	1.43	2.293	0.387	278.02
3167.177	8.887	148.689	1.366	1.239	2.322	0.38	279.024
3167.329	9.216	141.293	1.319	1.163	2.314	0.383	277.549
3167.482	9.685	148.546	1.288	1.344	2.271	0.369	270.784
3167.634	9.187	137.973	1.313	1.19	2.259	0.38	262.668
3167.786	8.674	135.449	1.345	1.164	2.308	0.368	255.835
3167.939	8.622	135.41	1.388	1.242	2.371	0.366	250.653
3168.091	8.678	136.26	1.454	1.291	2.404	0.36	249.011
3168.244	8.728	137.191	1.52	1.301	2.401	0.357	251.581
3168.396	8.753	137.027	1.396	1.179	2.375	0.363	256.595
3168.548	8.659	136.267	1.217	1.138	2.345	0.367	261.896
3168.701	8.591	132.036	1.176	1.078	2.335	0.431	264.901
3168.853	8.985	134.855	1.256	1.174	2.349	0.427	265.789
3169.006	9.957	143.32	1.32	1.218	2.349	0.431	266.848
3169.158	10.249	147.507	1.283	1.202	2.319	0.395	267.946
3169.31	9.468	139.564	1.309	1.221	2.288	0.38	267.77
3169.463	8.97	137.639	1.28	1.362	2.276	0.379	265.535
3169.615	8.849	135.67	1.232	1.101	2.252	0.364	263.668
3169.768	8.958	137.679	1.238	1.12	2.211	0.347	260.039
3169.92	8.856	135.782	1.341	1.178	2.222	0.341	259.155
3170.073	8.563	137.497	1.408	1.15	2.316	0.333	258.914
3170.225	8.524	135.626	1.337	1.554	2.394	0.326	261.454
3170.377	8.524	135.523	1.321	1.933	2.391	0.345	265.089
3170.53	8.526	137.066	1.327	1.69	2.35	0.371	267.159
3170.682	8.528	139.502	1.352	1.072	2.349	0.406	268.276
3170.834	8.533	141.283	1.405	1.154	2.373	0.381	269.438
3170.987	8.525	139.525	1.398	1.417	2.386	0.344	268.003
3171.139	8.521	140.823	1.388	1.423	2.392	0.354	262.578
3171.292	8.527	144.798	1.397	1.339	2.4	0.373	256.024
3171.444	8.525	145.049	1.433	1.259	2.407	0.385	251.372
3171.596	8.535	139.411	1.433	1.315	2.411	0.395	248.889
3171.749	8.526	137.319	1.397	1.275	2.411	0.385	248.545
3171.901	8.527	139.247	1.359	1.32	2.41	0.375	251.377
3172.054	8.514	141.176	1.298	1.142	2.411	0.35	256.197
3172.206	8.509	142.175	1.296	1.032	2.41	0.351	260.213
3172.358	8.507	138.049	1.337	1.067	2.404	0.387	261.885
3172.511	8.534	140.029	1.371	1.132	2.394	0.415	265.094
3172.663	8.539	140.344	1.403	1.122	2.383	0.417	266.655
3172.816	8.506	139.463	1.401	1.186	2.375	0.414	266.974
3172.968	8.526	139.957	1.39	1.724	2.377	0.409	261.994
3173.12	8.526	138.35	1.381	1.684	2.387	0.394	255.452
3173.273	8.533	137.143	1.428	1.125	2.397	0.376	251.999
3173.425	8.541	132.883	1.464	1.266	2.401	0.357	250.88
3173.578	8.531	129.065	1.446	1.332	2.406	0.358	250.182
3173.73	8.541	140.258	1.438	1.294	2.411	0.363	250.127
3173.882	8.56	148.584	1.413	1.272	2.387	0.398	250.649
3174.035	8.533	153.678	1.353	1.264	2.326	0.359	251.405
3174.187	8.67	140.419	1.263	1.08	2.275	0.362	252.734
3174.34	8.708	135.673	1.252	1.085	2.284	0.349	254.909
3174.492	8.566	136.005	1.385	1.318	2.334	0.338	256.973
3174.644	8.576	141.626	1.45	1.328	2.379	0.353	257.141
3174.797	8.577	151.705	1.468	1.201	2.392	0.358	256.132
3174.949	8.58	150.011	1.474	1.382	2.395	0.363	256.284
3175.102	8.58	146.793	1.508	1.338	2.398	0.362	256.907
3175.254	8.575	141.198	1.486	1.36	2.404	0.348	258.017
3175.406	8.565	139.325	1.397	1.311	2.411	0.358	257.862
3175.559	8.572	139.461	1.383	1.272	2.417	0.373	257.72
3175.711	8.579	140.316	1.432	1.357	2.419	0.375	258.732
3175.864	8.574	141.929	1.465	1.343	2.415	0.361	261.01
3176.016	8.538	142.864	1.406	1.265	2.408	0.358	263.216
3176.168	8.529	141.775	1.396	1.294	2.401	0.347	264.543
3176.321	8.576	142.121	1.414	1.316	2.398	0.326	264.913
3176.473	8.573	137.889	1.438	1.344	2.397	0.32	263.411
3176.625	8.57	135.474	1.467	1.269	2.399	0.319	259.744
3176.778	8.534	136.312	1.441	1.354	2.406	0.35	256.624
3176.93	8.541	141.073	1.445	1.448	2.413	0.377	255.311
3177.083	8.578	141.062	1.453	1.311	2.412	0.384	254.035
3177.235	8.559	138.629	1.461	1.179	2.405	0.395	252.352
3177.388	8.565	138.086	1.441	1.287	2.4	0.398	251.018
3177.54	8.567	138.978	1.467	1.272	2.399	0.393	250.52
3177.692	8.579	138.749	1.476	1.277	2.399	0.376	251.141
3177.845	8.599	137.187	1.476	1.353	2.399	0.355	251.789
3177.997	8.575	135.852	1.509	1.388	2.405	0.341	252.917
3178.15	8.549	135.829	1.529	1.395	2.417	0.352	253.765
3178.302	8.547	136.943	1.519	1.364	2.422	0.351	253.681
3178.454	8.541	135.311	1.479	1.316	2.416	0.349	253.186
3178.607	8.502	139.445	1.4	1.313	2.404	0.345	253.267
3178.759	8.486	141.817	1.357	1.298	2.397	0.364	254.48
3178.912	8.504	141.746	1.401	1.284	2.399	0.352	255.663
3179.064	8.526	140.188	1.446	1.394	2.406	0.337	256.19
3179.216	8.531	141.029	1.426	1.283	2.409	0.324	256.168
3179.369	8.51	142.417	1.427	1.31	2.409	0.342	255.678
3179.521	8.495	142.277	1.49	1.321	2.409	0.357	254.516
3179.674	8.508	139.132	1.518	1.489	2.41	0.373	252.742
3179.826	8.506	138.507	1.469	1.452	2.408	0.385	251.822
3179.979	8.514	139.93	1.485	1.318	2.4	0.39	253.113
3180.131	8.518	148.312	1.444	1.44	2.391	0.379	255.693
3180.283	8.471	147.984	1.431	1.353	2.387	0.357	257.965
3180.436	8.477	148.674	1.436	1.303	2.39	0.355	259.49
3180.588	8.474	147.798	1.394	1.358	2.398	0.337	260.141
3180.74	8.478	152.367	1.445	1.434	2.405	0.32	261.356
3180.893	8.511	154.643	1.494	1.389	2.408	0.331	263.559
3181.045	8.521	152.389	1.611	1.455	2.408	0.34	264.757
3181.198	8.479	149.786	1.539	1.409	2.404	0.336	266.194
3181.35	8.456	146.682	1.452	1.339	2.397	0.339	266.49
3181.502	8.459	146.127	1.419	1.322	2.393	0.334	266.239
3181.655	8.459	137.628	1.446	1.334	2.392	0.336	266.02
3181.807	8.489	138.433	1.443	1.306	2.39	0.348	265.449
3181.96	8.506	140.86	1.49	1.359	2.386	0.373	263.575
3182.112	8.522	146.378	1.548	1.545	2.384	0.374	261.331
3182.264	8.536	147.387	1.551	1.473	2.386	0.362	259.768
3182.417	8.535	149.752	1.568	1.433	2.397	0.34	258.168
3182.569	8.534	149.169	1.554	1.446	2.413	0.331	256.283
3182.722	8.532	148.332	1.54	1.43	2.422	0.335	254.388
3182.874	8.507	146.056	1.516	1.434	2.419	0.345	252.268
3183.026	8.499	142.923	1.513	1.392	2.408	0.336	249.405
3183.179	8.516	143.052	1.49	1.374	2.396	0.315	245.417
3183.331	8.51	142.929	1.463	1.462	2.391	0.309	242.85
3183.484	8.489	140.745	1.45	1.327	2.388	0.31	238.603
3183.636	8.459	140.795	1.479	1.427	2.384	0.307	236.456
3183.788	8.445	142.904	1.501	1.454	2.379	0.308	236.91
3183.941	8.456	145.364	1.474	1.384	2.376	0.313	238.605
3184.093	8.48	145.004	1.498	1.444	2.375	0.318	240.088
3184.246	8.484	141.833	1.528	1.443	2.371	0.326	239.954
3184.398	8.465	141.178	1.594	1.38	2.365	0.314	238.303
3184.55	8.481	141.53	1.637	1.635	2.364	0.324	236.223
3184.703	8.461	139.506	1.636	1.86	2.362	0.339	234.99
3184.855	8.395	136.389	1.474	1.518	2.349	0.345	234.426
3185.008	8.341	132.306	1.324	1.29	2.325	0.32	234.508
3185.16	8.34	139.675	1.278	1.204	2.305	0.312	236.939
3185.312	8.358	144.757	1.295	1.276	2.304	0.321	243.048
3185.465	8.392	145.894	1.502	1.508	2.321	0.324	251.217
3185.617	8.439	145.594	1.695	1.616	2.344	0.322	257.707
3185.77	8.444	142.301	1.757	1.74	2.356	0.312	259.866
3185.922	8.406	140.414	1.533	1.478	2.352	0.286	257.121
3186.074	8.357	136.111	1.434	1.429	2.344	0.273	249.233
3186.227	8.363	137.489	1.409	1.406	2.337	0.279	243.78
3186.379	8.352	138.646	1.356	1.362	2.327	0.294	230.26
3186.531	8.384	141.531	1.394	1.368	2.318	0.32	223.788
3186.684	8.407	144.973	1.622	1.587	2.323	0.34	215.18
3186.836	8.426	150.184	1.833	2.026	2.344	0.357	211.434
3186.989	8.432	152.831	1.813	1.976	2.367	0.356	211.274
3187.141	8.425	151.626	1.664	1.738	2.376	0.367	214.248
3187.294	8.426	147.929	1.537	1.43	2.375	0.353	218.378
3187.446	8.401	144.143	1.522	1.462	2.373	0.326	221.445
3187.598	8.373	142.903	1.63	1.594	2.371	0.316	223.42
3187.751	8.354	137.941	1.647	1.626	2.36	0.306	225.314
3187.903	8.343	130.336	1.644	1.749	2.331	0.29	227.217
3188.056	8.323	124.71	1.582	1.596	2.292	0.277	228.196
3188.208	8.295	126.109	1.412	1.491	2.259	0.284	227.853
3188.36	8.293	131.966	1.329	1.275	2.244	0.278	226.367
3188.513	8.3	136.303	1.314	1.339	2.249	0.283	223.975
3188.665	8.337	148.4	1.534	1.535	2.27	0.29	221.161
3188.818	8.399	154.514	1.79	1.867	2.298	0.307	218.691
3188.97	8.415	159.435	1.914	2.035	2.329	0.303	217.648
3189.122	8.399	158.867	1.83	1.854	2.349	0.321	216.981
3189.275	8.375	151.837	1.653	1.639	2.355	0.316	217.074
3189.427	8.356	145.541	1.636	1.527	2.359	0.307	217.62
3189.58	8.383	143.606	1.854	1.826	2.369	0.295	218.189
3189.732	8.373	138.312	1.899	2.322	2.361	0.284	217.575
3189.885	8.301	134.319	1.444	1.477	2.312	0.269	215.671
3190.037	8.253	119.921	1.163	1.12	2.245	0.264	214.029
3190.189	8.281	125.263	1.169	1.151	2.217	0.268	213.548
3190.342	8.343	134.5	1.401	1.422	2.253	0.285	213.351
3190.494	8.369	146.897	1.734	1.751	2.316	0.306	212.824
3190.646	8.363	147.542	1.88	1.975	2.36	0.313	212.419
3190.799	8.367	146.086	1.957	2.082	2.371	0.312	212.115
3190.951	8.362	144.495	1.875	1.846	2.359	0.303	211.468
3191.104	8.356	143.836	1.734	1.821	2.34	0.281	210.962
3191.256	8.329	141.517	1.624	1.709	2.325	0.267	211.275
3191.408	8.295	138.116	1.57	1.689	2.316	0.273	212.031
3191.561	8.302	139.737	1.607	1.692	2.306	0.279	212.495
3191.713	8.325	142.007	1.597	1.782	2.292	0.277	212.577
3191.865	8.334	143.894	1.5	1.813	2.275	0.269	212.155
3192.018	8.321	145.154	1.492	1.464	2.263	0.27	211.846
3192.17	8.317	146.371	1.582	1.602	2.265	0.27	211.587
3192.323	8.336	142.824	1.773	1.917	2.28	0.25	212.061
3192.475	8.361	138.578	1.876	2.011	2.299	0.244	213.195
3192.628	8.389	131.48	1.804	1.974	2.31	0.243	214.837
3192.78	8.372	139.956	1.734	1.84	2.312	0.25	216.822
3192.932	8.332	137.586	1.703	1.89	2.312	0.271	218.714
3193.085	8.36	137.831	1.742	1.738	2.318	0.279	220.217
3193.237	8.411	139.577	1.763	1.814	2.327	0.29	221.449
3193.39	8.411	143.358	1.831	1.956	2.331	0.28	222.798
3193.542	8.364	145	1.692	1.758	2.323	0.265	224.73
3193.694	8.359	144.216	1.562	1.639	2.312	0.265	227.32
3193.847	8.398	141.558	1.668	1.686	2.313	0.288	230.111
3193.999	8.458	144.359	1.822	2.007	2.325	0.318	232.546
3194.152	8.438	145.224	1.679	1.775	2.328	0.312	233.702
3194.304	8.42	147.496	1.563	1.549	2.318	0.304	232.637
3194.456	8.496	151.514	1.662	1.625	2.318	0.319	231.394
3194.609	8.521	156.24	2.05	2.109	2.347	0.363	227.885
3194.761	8.525	157.91	2.334	2.332	2.391	0.361	225.844
3194.914	8.496	154.468	2.078	2.072	2.421	0.338	222.4
3195.066	8.516	151.472	1.837	2.017	2.43	0.324	219.796
3195.219	8.521	149.757	1.732	1.939	2.432	0.331	217.909
3195.371	8.489	149.448	1.807	1.92	2.43	0.309	216.794
3195.523	8.489	146.55	1.957	2.012	2.417	0.308	216.597
3195.676	8.432	140.745	1.713	1.761	2.393	0.283	216.574
3195.828	8.386	136.746	1.453	1.435	2.372	0.284	215.891
3195.98	8.386	134.995	1.466	1.467	2.369	0.286	214.846
3196.133	8.39	132.48	1.653	1.772	2.375	0.284	214.139
3196.285	8.385	132.705	1.703	1.765	2.368	0.293	213.737
3196.438	8.366	124.489	1.622	1.669	2.343	0.298	213.173
3196.59	8.348	121.881	1.542	1.64	2.314	0.302	212.24
3196.742	8.355	116.378	1.586	1.77	2.291	0.295	211.036
3196.895	8.349	113.16	1.612	1.635	2.273	0.285	209.833
3197.047	8.34	111.033	1.648	1.669	2.256	0.282	208.81
3197.2	8.344	108.29	1.634	1.906	2.25	0.284	208.313
3197.352	8.34	103.888	1.673	1.822	2.255	0.288	207.163
3197.504	8.319	96.814	1.929	2.11	2.251	0.291	206.238
3197.657	8.301	90.622	1.93	2.229	2.226	0.281	204.346
3197.809	8.318	88.128	1.7	1.859	2.194	0.264	202.135
3197.962	8.335	90.668	1.516	1.567	2.184	0.25	199.405
3198.114	8.334	95.477	1.517	1.952	2.198	0.266	196.501
3198.266	8.317	102.152	1.479	1.878	2.217	0.273	194.388
3198.419	8.299	102.98	1.475	1.932	2.231	0.291	193.817
3198.571	8.304	97.584	1.589	1.876	2.239	0.29	195.01
3198.724	8.323	86.117	2.047	2.221	2.238	0.277	197.638
3198.876	8.318	76.097	3.18	3.683	2.227	0.255	200.784
3199.028	8.294	71.832	3.77	4.46	2.211	0.233	203.263
3199.181	8.295	77.401	2.265	2.645	2.198	0.232	204.48
3199.333	8.317	84.763	1.385	1.663	2.192	0.254	204.954
3199.486	8.332	89.194	1.22	1.403	2.19	0.259	205.281
3199.638	8.316	85.694	1.504	1.59	2.183	0.246	204.986
3199.79	8.297	81.114	1.687	1.848	2.177	0.23	203.402
3199.943	8.315	75.547	1.738	2.094	2.177	0.234	202.169
3200.095	8.346	79.609	1.857	2.082	2.187	0.231	199.596
3200.248	8.352	89.728	1.857	1.995	2.206	0.241	198.02
3200.4	8.342	105.765	1.478	1.648	2.246	0.251	195.202
3200.552	8.324	110.198	1.343	1.438	2.301	0.258	193.344
3200.705	8.331	102.473	1.678	1.574	2.333	0.25	193.148
