Depth,Log_ILD,NPHI,RHOB,vshale,Actual Permeability,rf_Permeability,dt_Permeability,gb_Permeability,nn_pore pressure
9300.5,1.0865,0.4719,2.2483,79.4562,41.67080509027503,41.36511926781276,161274.28000866834,10047334.730815377,1201335.6587849655
7774.0,0.9959,0.5171,2.2241,82.0718,87.45768381011905,87.7317310755286,161274.28000866834,10047334.730815377,1006161.0279025156
6249.5,0.7883,0.5019,2.0164,106.792,51464.31275875833,51299.223382615455,161274.28000866834,10047334.730815377,813903.8679591386
9330.0,1.927,0.3743,2.2142,94.6064,118.51793243263108,181.13885594212232,161274.28000866834,10047334.730815377,1207047.907680826
8447.0,0.7613,0.5899,2.2164,85.2137,110.60817502163106,110.54007014113579,161274.28000866834,10047334.730815377,1092710.134969813
6325.5,1.6446,0.4361,2.1165,104.22,2374.908669684558,2186.8861209346196,161274.28000866834,10047334.730815377,823422.5550475505
8712.0,0.8567,0.432,2.2424,89.1968,49.868197940088265,49.762210681449794,161274.28000866834,10047334.730815377,1127126.0167180551
7487.0,0.9168,0.528,2.1971,91.3699,200.3364846501242,199.58370708033215,161274.28000866834,10047334.730815377,970529.9200114482
7791.5,1.1027,0.4359,2.1121,36.2483,0.3020350335102543,0.37735419772566803,161274.28000866834,10047334.730815377,1002790.803118529
7996.0,1.0205,0.6757,2.2267,96.0232,80.87262746208235,80.6587559378902,161274.28000866834,10047334.730815377,1036311.6005829792
8277.0,1.3599,0.4985,2.2754,96.2273,18.107980767449884,18.322301570859153,161274.28000866834,10047334.730815377,1072344.2025344907
7638.0,0.9847,0.5686,2.1791,80.4898,348.12464293223604,347.88088746120565,161274.28000866834,10047334.730815377,988554.5322878057
8887.0,0.9186,0.574,2.3289,102.868,3.499010436341078,3.486455900119497,161274.28000866834,10047334.730815377,1151229.6367117288
8440.5,2.0062,0.3923,2.2146,61.7455,0.0051551767821243,0.13437610283479237,161274.28000866834,10047334.730815377,1089116.8058519287
6510.0,1.5366,0.5166,2.1309,37.2217,0.1432489511361206,0.6478317683011219,161274.28000866834,10047334.730815377,838860.3934910981
7483.0,2.119,0.402,2.238,97.534,117.733,71.78413767275336,161274.28000866834,10047334.730815377,970899.2932860276
5892.0,1.4556,0.3089,2.0976,52.9972,0.5370701128219358,3.27170732170478,161274.28000866834,10047334.730815377,761607.2863665295
7884.5,0.9641,0.6177,2.2347,100.34,63.068562137388994,63.32130011940495,161274.28000866834,10047334.730815377,1022545.0982687634
7331.5,1.402,0.4777,2.2169,87.7055,109.0907327304854,107.86604241722301,161274.28000866834,10047334.730815377,950222.9271394387
6911.0,1.092,0.402,2.083,73.392,0.2324,46.48727603671298,161274.28000866834,10047334.730815377,894554.8035917212
7662.5,0.9462,0.5234,2.2513,98.7991,38.00459465490247,37.14234277810053,161274.28000866834,10047334.730815377,993915.0345295535
11205.0,1.31,0.366,2.447,147.274,2764.0801,2758.5790739242443,161274.28000866834,10047334.730815377,1453515.1727229676
9675.0,3.0333,0.2391,2.1143,47.0049,0.2767332371105165,0.297036230673636,161274.28000866834,10047334.730815377,1245514.6038386722
6316.0,1.63,0.464,2.0977,106.61,4242.485503733263,4235.785530567864,161274.28000866834,10047334.730815377,822497.7200466396
7267.0,0.912,0.4998,2.137,79.3921,1269.625292690577,1273.863860979474,161274.28000866834,10047334.730815377,940890.9388318517
9198.0,1.0676,0.4948,2.3372,89.8249,2.716169231837521,2.6332626291130934,161274.28000866834,10047334.730815377,1189477.7823187474
9397.5,1.555,0.529,2.323,117.099,0.2324,7.850196414469698,161274.28000866834,10047334.730815377,1218409.5486481085
6856.5,1.2769,0.5373,2.0926,42.765,0.6546692250022801,0.8301311813847505,161274.28000866834,10047334.730815377,883880.1634500609
6402.0,1.4154,0.5122,1.855,100.29,7299270.940402476,7591659.721137915,161274.28000866834,10047334.730815377,832710.9703084329
9060.0,0.8903,0.5488,2.3103,84.9351,6.193257158936414,6.429670884228816,161274.28000866834,10047334.730815377,1171193.0394282776
8309.5,0.9329,1.3836,2.2437,81.7863,47.843789482179474,47.960789397000674,161274.28000866834,10047334.730815377,1074798.405836818
5954.5,1.2204,0.3668,2.0353,49.1414,6.366750766326225,6.322245544512582,161274.28000866834,10047334.730815377,769118.3379522178
5825.5,1.3315,0.6395,1.6242,113.576,8688713085.226702,8980776360.143578,8907091633.675596,8238415087.598766,760495.4987093513
7722.0,0.965,0.4262,2.2036,84.9016,164.34977283836366,163.8479125252284,161274.28000866834,10047334.730815377,999831.1841732999
11307.5,2.069,0.306,2.448,158.636,119.371,202.2012114285713,161274.28000866834,10047334.730815377,1468109.1968393829
11619.5,1.178,0.44,2.335,126.652,1340.5699,1406.5895194327234,161274.28000866834,10047334.730815377,1504073.9342836856
5858.0,1.4291,0.4374,2.0206,47.006,11.425917730426162,13.671489635498036,161274.28000866834,10047334.730815377,756532.9764479324
11254.5,1.718,0.443,2.415,151.79,1693.04,1331.6193107692309,161274.28000866834,10047334.730815377,1460460.6948186664
11601.0,1.306,0.415,2.434,151.919,1711.6801,1744.6811742333332,161274.28000866834,10047334.730815377,1504798.4806146303
6694.5,1.482,0.481,2.1637,94.2438,559.3878985462392,528.0970640114027,161274.28000866834,10047334.730815377,869450.7076272315
6096.5,1.0578,0.4464,2.0812,111.124,7040.397695036554,7040.406651758163,161274.28000866834,10047334.730815377,794866.3558960679
9376.0,38.5228,0.3318,2.1686,50.6263,0.0320745020105403,0.0835039714385423,161274.28000866834,10047334.730815377,1211928.374594663
6118.0,1.2667,0.5805,2.0429,96.8811,22779.462289073603,22787.940682704448,161274.28000866834,10047334.730815377,795924.1920631506
9020.5,0.7444,0.6036,2.2865,98.9276,12.879102956201589,13.250815653959439,161274.28000866834,10047334.730815377,1167826.9628996656
9174.5,1.0784,0.6328,2.2945,91.9101,10.090130451471572,10.212030554221656,161274.28000866834,10047334.730815377,1186737.80062764
9265.5,1.6518,0.4912,2.2384,81.3104,56.47002581071239,55.96555535987628,161274.28000866834,10047334.730815377,1197149.1283418608
9515.0,0.8193,0.5049,2.3079,89.3357,6.66677414434754,6.784920696350708,161274.28000866834,10047334.730815377,1229983.878693159
8917.5,0.9285,0.5295,2.3021,101.515,7.978247886786648,8.192111257446534,161274.28000866834,10047334.730815377,1154965.63121849
6595.0,1.1812,0.522,2.0959,86.0559,4483.506862820511,4481.567179805762,161274.28000866834,10047334.730815377,855677.1664465918
6065.5,1.3672,0.6338,2.039,114.444,25676.628086219207,25693.64541625135,161274.28000866834,10047334.730815377,791357.7962581771
8829.0,1.0335,0.61,2.2933,96.6894,10.468756434481406,10.49740412266395,161274.28000866834,10047334.730815377,1143065.9739129627
7261.0,0.9204,0.5828,2.1087,80.8983,3017.421340042015,3016.149482879781,161274.28000866834,10047334.730815377,940315.4516177209
9638.0,0.9777,0.5035,2.3645,104.539,1.1748844866176784,1.1355014629117397,161274.28000866834,10047334.730815377,1247608.8364585855
9669.5,3.0144,0.2709,2.1173,40.8044,0.2455086515925967,0.2785967624839199,161274.28000866834,10047334.730815377,1244055.7365149711
6013.0,1.4446,0.6463,1.9632,103.032,262682.7755453621,262658.42486790323,161274.28000866834,10047334.730815377,783252.1769886804
8396.0,0.9215,0.504,2.2521,97.9701,36.96897154571157,37.12033422202106,161274.28000866834,10047334.730815377,1087743.1005512539
6309.5,0.973,0.373,2.072,68.811,749.911,656.2679038292027,161274.28000866834,10047334.730815377,816949.1806384174
9458.0,0.7896,0.4917,2.3016,95.7279,8.08922459809507,8.217832827958247,161274.28000866834,10047334.730815377,1223457.864953918
7959.0,1.1197,0.5642,2.271,105.011,20.69492776250444,20.333031112803113,161274.28000866834,10047334.730815377,1032668.5773217159
7921.0,1.1131,0.4692,2.261,100.738,28.17408361319472,28.025301356778456,161274.28000866834,10047334.730815377,1027269.5103646265
6520.5,1.4375,0.5166,2.1068,41.1768,0.3732910943374472,0.7248096451470488,161274.28000866834,10047334.730815377,840674.9437200248
6980.0,0.8699,0.5267,2.0403,76.929,24634.280754343097,24596.595825206532,161274.28000866834,10047334.730815377,903830.8248957084
6705.0,1.3563,0.6112,2.1811,94.3224,327.8970473327396,323.54637402029886,161274.28000866834,10047334.730815377,870805.8367228501
6152.5,1.2388,0.599,2.0665,112.764,11055.453068514787,11052.583765960571,161274.28000866834,10047334.730815377,802276.4437346237
6043.0,1.5059,0.5121,2.0366,110.17,27639.78240306616,27657.758795233593,161274.28000866834,10047334.730815377,787958.1838039686
9147.0,2.187,0.39,2.27,125.066,0.2324,106.3042677096774,161274.28000866834,10047334.730815377,1187357.139510546
6560.0,1.1914,0.5519,1.8215,76.777,20381329.13933437,21132697.028292157,161274.28000866834,10047334.730815377,850057.858099222
7688.5,0.878,0.6225,2.1997,87.1676,185.25230928077804,185.62095370597075,161274.28000866834,10047334.730815377,995829.3532321436
8885.5,0.8983,0.5712,1.942,83.8602,505128.27556444827,495653.81620883365,161274.28000866834,10047334.730815377,1148702.9675588186
6908.0,1.054,0.315,2.079,76.225,683.105,615.6247,161274.28000866834,10047334.730815377,894523.5545224987
8848.5,0.9574,0.5946,2.2864,88.8506,12.938543917777288,13.250815653959439,161274.28000866834,10047334.730815377,1144597.3811128715
6888.0,1.4033,0.3703,2.074,29.6938,1.3676917172875576,29.550233713589083,161274.28000866834,10047334.730815377,886315.5968281801
6581.0,1.3912,0.5429,2.1248,84.0104,1843.5651948974617,1842.8545461369386,161274.28000866834,10047334.730815377,853663.9960391275
9553.5,10.1813,0.3695,2.1114,42.7749,0.3104960333003539,0.3150260512290476,161274.28000866834,10047334.730815377,1230310.7188575377
7241.5,0.9974,0.8499,2.1518,86.1614,804.8156688995946,804.1625492113731,161274.28000866834,10047334.730815377,938501.4120688159
11299.0,2.407,0.293,2.432,147.5,976.037,975.3525814917714,161274.28000866834,10047334.730815377,1465702.7613547656
8544.0,0.7377,0.5732,2.2164,83.0775,110.60817502163106,110.54007014113579,161274.28000866834,10047334.730815377,1104867.3140708213
8996.0,0.771,0.5443,2.2537,88.1068,35.305265008641875,35.762558105703505,161274.28000866834,10047334.730815377,1163366.5055126604
8353.0,0.9177,0.5388,2.2144,88.9136,117.97344922706132,117.63457743510817,161274.28000866834,10047334.730815377,1081135.4703206636
6265.0,1.2049,0.573,1.9949,99.3908,99420.52456541968,99202.20966921341,161274.28000866834,10047334.730815377,815044.7497139664
6193.5,1.2337,0.6961,1.9838,105.239,139784.96428227608,140277.7689615951,161274.28000866834,10047334.730815377,806617.7787395222
9252.5,1.6293,0.4627,2.3579,83.6897,1.438751864196628,1.5306904030949027,161274.28000866834,10047334.730815377,1195773.556895457
7146.0,0.9174,0.6496,2.1297,85.1578,1583.6727825251046,1585.3634248888034,161274.28000866834,10047334.730815377,926115.2722603444
7372.5,0.9418,0.6028,2.1813,86.078,324.8911843503442,324.76773536584346,161274.28000866834,10047334.730815377,955233.287829361
7191.0,0.9516,0.7233,2.119,86.4907,2206.227450020142,2206.893516670377,161274.28000866834,10047334.730815377,932052.670303836
8235.0,1.3272,0.4396,2.3137,89.844,5.596593301417442,5.849471509018919,161274.28000866834,10047334.730815377,1066179.0562330487
8457.5,0.858,0.4737,2.2214,93.0307,95.01543899361435,95.05488901940058,161274.28000866834,10047334.730815377,1095004.995457926
7843.0,1.1849,0.4502,2.2534,87.6271,35.631906032729255,35.84464436777658,161274.28000866834,10047334.730815377,1015689.9884352887
7701.5,0.9332,0.5983,2.2382,39.0321,0.0020243533985008,0.10810554734917666,161274.28000866834,10047334.730815377,991605.8454138695
6054.5,1.486,0.5555,1.984,112.039,139142.77821067773,139433.65340992057,161274.28000866834,10047334.730815377,789658.9390888566
7152.0,0.8898,0.4668,2.1231,80.8975,1939.349948091461,1944.924493178026,161274.28000866834,10047334.730815377,926339.9081966155
11255.0,1.514,0.444,2.345,161.231,119.371,522.5691047692303,161274.28000866834,10047334.730815377,1461647.1517399105
9415.5,0.8765,0.4825,2.3076,87.0019,6.728454517893391,6.80045706717554,161274.28000866834,10047334.730815377,1216961.4176835257
8736.0,1950.0,0.2599,2.0121,46.1321,15.991003302059774,16.41063077521049,161274.28000866834,10047334.730815377,1358146.0606542048
8390.5,0.95,0.8427,2.2551,77.6399,33.71642989281433,33.48463740704647,161274.28000866834,10047334.730815377,1084605.3986357711
6481.0,0.5984,0.5274,2.0647,102.265,11683.528361065308,11671.87207471278,161274.28000866834,10047334.730815377,842981.4751860448
5773.5,1.4328,0.7022,1.985,85.1062,134729.32851095946,134523.00699065888,161274.28000866834,10047334.730815377,750404.1136364236
6634.5,1.12,0.5572,2.1136,79.3788,2604.01030928674,2603.537103422233,161274.28000866834,10047334.730815377,859920.053785356
8358.5,0.8471,0.537,2.2378,93.8377,57.519770359761445,57.076695623774725,161274.28000866834,10047334.730815377,1082431.8265200255
6407.0,1.5388,0.44,2.1034,107.64,3561.4624760740244,3486.5790739748463,161274.28000866834,10047334.730815377,834263.4170673401
8910.0,0.8698,0.4956,2.2465,96.3323,44.03818008030855,44.05435018654823,161274.28000866834,10047334.730815377,1153360.631722422
8734.0,1950.0,0.2538,2.0458,55.8662,4.206654175244887,4.249384321793539,161274.28000866834,10047334.730815377,1359075.8225500304
9150.5,1.603,0.36,2.335,123.326,21.2175,74.75584098378633,161274.28000866834,10047334.730815377,1187522.8597323962
7107.0,0.9276,0.5074,2.1089,82.799,3003.559005371989,3004.935782854035,161274.28000866834,10047334.730815377,920817.2943523866
9400.5,0.7834,0.5493,2.3148,96.8021,5.394179991535108,5.704230675428112,161274.28000866834,10047334.730815377,1216231.6065362424
7997.0,0.9885,0.5459,2.2481,102.529,41.86312847899418,41.47081683826507,161274.28000866834,10047334.730815377,1037213.8892482014
8555.5,0.8674,0.5696,2.2342,82.8043,64.24096959372713,64.5013170107099,161274.28000866834,10047334.730815377,1106322.5997691948
9476.5,0.9168,0.4092,2.3067,91.6618,6.916940772623375,6.988128244668357,161274.28000866834,10047334.730815377,1225337.593215367
7664.0,0.9412,0.4982,2.2021,91.4654,172.09450415167245,171.76253759546333,161274.28000866834,10047334.730815377,993208.365137544
6510.5,1.5853,0.5166,2.1621,37.9958,0.0415095594433987,0.5907854684479461,161274.28000866834,10047334.730815377,839025.2628363213
11218.0,1.417,0.336,2.414,151.74,2837.24,2813.848421866667,161274.28000866834,10047334.730815377,1455731.7530376574
6800.5,1.4576,0.4247,2.1624,78.7991,580.3785878132927,578.9509322452114,161274.28000866834,10047334.730815377,881134.9583860254
8437.5,0.7301,0.593,2.2169,83.7482,109.0907327304854,108.93089985843775,161274.28000866834,10047334.730815377,1091311.71870311
6342.0,1.14,0.414,2.107,78.306,0.2324,184.65855246759872,161274.28000866834,10047334.730815377,822316.3777186839
8179.0,1.2385,0.6581,2.2619,101.399,27.406341387944146,27.710359515781324,161274.28000866834,10047334.730815377,1060427.3540967766
7772.0,0.9106,0.4725,2.2088,87.1071,139.88671833772307,140.17831164473128,161274.28000866834,10047334.730815377,1006502.0339235307
9341.5,9.5326,0.4091,2.0147,73.0257,14.45041593890813,14.896004414127164,161274.28000866834,10047334.730815377,1206775.1901349213
7187.0,0.955,0.5312,2.1427,82.0855,1065.8192784896985,1065.6996512367434,161274.28000866834,10047334.730815377,930982.9599360866
7774.0,0.9332,0.5549,2.2382,38.9224,0.0020243533985008,0.10810554734917666,161274.28000866834,10047334.730815377,1000871.8667629233
11161.0,1.577,0.391,2.464,148.551,0.2324,1.8283020871932414,161274.28000866834,10047334.730815377,1448071.5268707264
7140.0,1.108,0.642,2.214,94.345,0.2324,63.443967545764636,161274.28000866834,10047334.730815377,926491.2791100217
7905.0,0.9795,0.579,2.2488,83.4424,40.91030656560431,40.93229941453803,161274.28000866834,10047334.730815377,1023110.5143909062
9189.0,1.2055,0.5682,2.2705,97.2026,21.07963429131799,20.639470942030115,161274.28000866834,10047334.730815377,1189245.8837138333
6223.5,1.289,0.5999,1.9829,115.695,143700.8032487229,144123.7176155918,161274.28000866834,10047334.730815377,811728.3687889416
7033.0,0.9144,0.6429,2.1031,76.713,3594.412795244504,3379.261381078306,161274.28000866834,10047334.730815377,910613.4562763681
7778.0,0.9332,0.4577,2.2382,48.8838,0.0020243533985008,0.10810554734917666,161274.28000866834,10047334.730815377,1002587.3747968855
9642.5,1.0013,0.4859,2.3433,100.332,2.2488757595898283,2.2092729719597193,161274.28000866834,10047334.730815377,1247672.640992692
6877.5,1.208,0.456,2.154,90.03,0.2324,255.3351152234919,161274.28000866834,10047334.730815377,892336.9369524415
6050.0,1.2992,0.721,1.9705,110.301,210591.92243917272,209572.45881582555,161274.28000866834,10047334.730815377,788867.3705354515
9086.5,0.9944,0.4919,2.3157,97.9841,5.24718888414151,5.459076723523537,161274.28000866834,10047334.730815377,1176182.3644826093
7496.5,0.9528,0.6466,2.1611,81.5115,604.9360765631338,605.6285566337953,161274.28000866834,10047334.730815377,970562.5486589187
8445.5,0.7845,0.7102,2.2097,85.1266,136.07481297483463,136.53896052054543,161274.28000866834,10047334.730815377,1092523.96288768
7472.0,0.9636,0.7715,2.1779,76.2506,361.1878075537525,361.27239534032793,161274.28000866834,10047334.730815377,966800.9160091771
8399.5,2.727,0.5161,2.2032,67.3247,0.0081324744084883,0.10834008597126388,161274.28000866834,10047334.730815377,1084647.1281333917
11402.5,2.06,0.324,2.466,154.294,0.2324,0.23240000000000008,161274.28000866834,10047334.730815377,1479748.206530145
8712.0,19.7,0.2558,2.0156,50.3687,13.927784337531994,14.869064249736898,161274.28000866834,10047334.730815377,1124597.8572530996
5797.0,1.345,0.6819,1.4486,87.5756,1908572880033.524,1889827182987.9734,2121113022488.287,1907290903203.6572,753678.3502768506
6876.5,1.515,0.5495,2.252,89.5431,37.13959454830848,39.88393120700357,161274.28000866834,10047334.730815377,892201.4584077378
9298.0,1.682,0.4387,2.2125,90.2544,124.67568098339694,124.15931590236163,161274.28000866834,10047334.730815377,1202398.011266219
6358.0,1.3879,0.5043,2.073,113.099,9027.880780526802,8657.047536788028,161274.28000866834,10047334.730815377,828641.2572394221
9699.5,1.0447,0.442,2.3455,102.273,2.1084747902882994,2.105898237014006,161274.28000866834,10047334.730815377,1255208.7848004485
9644.5,1.0628,0.4133,2.3707,114.295,0.9727557514835622,5.762072382097905,161274.28000866834,10047334.730815377,1249629.275653987
6266.0,1.1902,0.5046,2.0096,103.188,63313.55464600059,63322.78098947764,161274.28000866834,10047334.730815377,815626.1324584899
6610.5,1.1274,0.5304,2.0802,76.1258,7237.622509415249,7098.26905279811,161274.28000866834,10047334.730815377,856446.7001134567
7102.5,0.9422,0.4942,2.1145,77.9125,2533.051171915153,2530.237734195439,161274.28000866834,10047334.730815377,919646.3793064316
6950.5,1.6822,0.5513,1.9805,33.4423,55.95235978846521,54.01901587412297,161274.28000866834,10047334.730815377,894829.1748830986
8809.0,0.9947,0.567,2.274,90.1238,18.87418156002986,19.0098154275252,161274.28000866834,10047334.730815377,1139694.646588125
8019.0,1.1575,0.4503,2.2661,92.4468,24.09111841464985,23.94350979799983,161274.28000866834,10047334.730815377,1038813.3015076304
6082.0,1.607,0.4897,2.1052,121.447,3370.007761587078,3367.242181960726,161274.28000866834,10047334.730815377,794338.4126853363
7111.5,0.9074,0.4537,2.0919,77.4561,5053.7337878196,4654.15226210377,161274.28000866834,10047334.730815377,920733.4934197215
11201.0,1.307,0.378,2.421,159.199,0.2324,25.897761451195997,161274.28000866834,10047334.730815377,1454455.0794817691
7995.5,1.0343,0.508,2.2095,94.9635,136.7028394574989,136.69507314405044,161274.28000866834,10047334.730815377,1036099.8530220331
7505.0,0.976,0.509,2.1609,89.4446,607.7280398081695,608.6503269053471,161274.28000866834,10047334.730815377,972603.8954165054
6254.0,0.9806,0.8802,2.0153,102.808,53150.17550446992,52941.787275443494,161274.28000866834,10047334.730815377,814062.083060581
8289.0,1.1024,0.8436,2.2127,95.8796,124.10290846665572,123.96620320255337,161274.28000866834,10047334.730815377,1073845.3618475604
8438.5,1.7921,0.4109,2.214,59.8483,0.0052995903263565,0.46782053881160407,161274.28000866834,10047334.730815377,1088605.8781943547
6404.5,1.505,0.5098,2.0473,109.364,19931.94031683232,19926.446157492443,161274.28000866834,10047334.730815377,834154.894008054
8723.5,1950.0,0.2797,2.0213,45.8789,11.114562102171435,13.21904769796003,161274.28000866834,10047334.730815377,1356516.9248501535
8234.0,1.4282,0.3533,2.3316,83.4346,3.22069078068872,3.033867102820688,161274.28000866834,10047334.730815377,1065273.2309254806
6653.5,1.2179,0.5108,2.1156,87.1919,2441.437712763351,2443.79657565858,161274.28000866834,10047334.730815377,863311.1220512297
9278.0,1.7016,0.5136,2.299,82.6134,8.788264138971122,8.756195588982976,161274.28000866834,10047334.730815377,1198919.9606586269
11138.5,0.924,0.431,2.373,176.474,0.2324,143.15346862519334,161274.28000866834,10047334.730815377,1448513.1859862872
7965.5,1.1561,0.498,2.2487,99.2665,41.099120023256205,41.12961796196477,161274.28000866834,10047334.730815377,1032797.0910868712
7580.5,7.185,0.391,2.132,54.492,1671.36,1641.7061157609965,161274.28000866834,10047334.730815377,978717.9921688247
7356.0,1.1206,0.4299,2.1703,97.5358,456.7960468781853,456.5287812899145,161274.28000866834,10047334.730815377,954516.3543767694
5997.5,1.6293,0.408,2.0544,109.122,15979.371394070353,15993.025322233438,161274.28000866834,10047334.730815377,782007.0763128342
7085.5,0.9614,0.5903,2.1125,83.3615,2689.312215297878,2689.0683677411157,161274.28000866834,10047334.730815377,918146.3154509044
7370.5,0.9815,0.5204,2.1874,87.8159,270.2379604691152,270.0791305310991,161274.28000866834,10047334.730815377,955184.2130903461
6327.0,1.5399,0.4764,2.1018,110.141,3729.290940228661,3514.233807399255,161274.28000866834,10047334.730815377,824327.2534150337
8858.0,0.8033,0.5383,2.2774,92.699,17.055826260368,17.31303784898322,161274.28000866834,10047334.730815377,1146257.2405033277
8549.0,0.7399,0.7987,2.2335,92.5441,65.43517141475496,65.62121135705301,161274.28000866834,10047334.730815377,1106687.8050806217
6711.5,1.2198,0.4838,2.1786,84.5364,352.96702543855264,353.1410051345257,161274.28000866834,10047334.730815377,870415.1756636533
8191.0,1.1121,0.6621,2.2043,99.217,160.60910483980217,160.8035302655785,161274.28000866834,10047334.730815377,1061681.2409531774
