DEPTH(m),CALI,GR,RESS,RESD,DENSITY,NEUTRON,Depth_ft,PERM
3394.253,9.442,166.639,0.875,0.84,2.343,0.408,11136.0,368.363
3394.405,9.564,162.098,0.865,0.809,2.306,0.443,11136.5,321.697
3394.558,9.77,163.076,0.868,0.776,2.296,0.484,11137.0,249.991
3394.71,9.933,162.639,0.877,0.794,2.322,0.515,11137.5,0.2324
3394.862,10.55,171.846,0.92,0.855,2.355,0.452,11138.0,0.2324
3395.015,10.458,176.474,0.959,0.924,2.373,0.431,11138.5,0.2324
3395.167,9.983,170.236,0.955,0.898,2.376,0.468,11139.0,0.2324
3395.32,10.443,177.838,0.919,0.873,2.373,0.414,11139.5,134.862
3395.472,10.458,163.219,0.892,0.848,2.363,0.498,11140.0,1401.21
3395.625,10.376,162.206,0.882,0.849,2.352,0.551,11140.5,1471.52
3395.777,10.074,165.029,0.9,0.845,2.345,0.774,11141.0,1472.4
3395.929,9.234,160.921,0.948,0.894,2.342,0.508,11141.5,1442.25
3396.082,9.028,168.842,0.985,0.934,2.344,0.433,11142.0,1481.61
3396.234,9.05,171.843,0.989,0.93,2.354,0.436,11142.5,1590.09
3396.386,9.093,171.612,0.996,0.972,2.366,0.449,11143.0,1683.22
3396.539,9.13,169.559,1.032,1.021,2.373,0.457,11143.5,1714.09
3396.691,9.141,169.591,1.055,0.991,2.375,0.456,11144.0,1681.97
3396.844,9.154,165.071,1.057,0.92,2.373,0.448,11144.5,1571.15
3396.996,9.154,162.389,1.037,0.872,2.36,0.44,11145.0,117.733
3397.148,9.146,160.105,1.009,0.957,2.336,0.408,11145.5,117.733
3397.301,9.134,156.895,0.978,1.002,2.321,0.43,11146.0,117.733
3397.453,9.134,154.086,0.961,0.84,2.327,0.435,11146.5,117.733
3397.606,9.135,152.7,0.961,1.023,2.349,0.435,11147.0,117.733
3397.758,9.128,151.036,0.963,0.932,2.371,0.447,11147.5,1514.48
3397.91,9.127,145.88,0.961,0.866,2.38,0.464,11148.0,1579.96
3398.063,9.129,143.97,0.95,0.936,2.381,0.475,11148.5,1470.47
3398.215,9.125,149.686,0.98,0.879,2.379,0.472,11149.0,1247.46
3398.368,9.121,150.572,1.015,0.944,2.377,0.46,11149.5,117.733
3398.52,9.191,151.941,0.99,0.92,2.374,0.417,11150.0,0.2324
3398.672,9.379,153.331,0.996,0.878,2.374,0.41,11150.5,0.2324
3398.825,9.25,148.572,0.981,0.888,2.375,0.422,11151.0,0.2324
3398.977,9.116,152.073,0.964,0.855,2.38,0.472,11151.5,0.2324
3399.13,9.133,152.103,1.0,0.914,2.388,0.41,11152.0,0.2324
3399.282,9.097,156.92,1.051,0.983,2.397,0.352,11152.5,0.2324
3399.434,9.045,155.5,1.093,1.077,2.403,0.362,11153.0,54.7277
3399.587,9.212,154.17,1.106,1.01,2.405,0.42,11153.5,66.8792
3399.739,9.434,159.952,1.087,0.961,2.405,0.477,11154.0,1043.84
3399.892,9.425,157.124,1.057,0.984,2.407,0.47,11154.5,1115.27
3400.044,9.395,160.532,1.081,0.997,2.414,0.451,11155.0,1293.1
3400.196,9.37,156.045,1.168,1.081,2.428,0.444,11155.5,1430.6
3400.349,9.312,160.517,1.238,1.141,2.443,0.451,11156.0,1307.4
3400.501,9.227,162.937,1.316,1.209,2.454,0.451,11156.5,0.2324
3400.654,9.102,161.769,1.424,1.319,2.461,0.439,11157.0,0.2324
3400.806,9.052,158.047,1.473,1.406,2.467,0.475,11157.5,0.2324
3400.958,9.096,153.517,1.439,1.364,2.474,0.463,11158.0,0.2324
3401.111,9.31,154.412,1.47,1.327,2.478,0.467,11158.5,0.2324
3401.263,9.437,156.687,1.54,1.327,2.479,0.433,11159.0,41.2833
3401.416,9.202,154.139,1.583,1.294,2.474,0.404,11159.5,45.7173
3401.568,9.1,156.435,1.6,1.444,2.468,0.367,11160.0,27.4829
3401.72,9.163,155.807,1.612,1.729,2.466,0.352,11160.5,0.2324
3401.873,9.13,148.551,1.638,1.577,2.464,0.391,11161.0,0.2324
3402.025,9.071,140.355,1.664,1.547,2.461,0.433,11161.5,0.2324
3402.177,9.061,138.517,1.67,1.549,2.459,0.437,11162.0,0.2324
3402.33,9.054,142.034,1.679,1.532,2.463,0.431,11162.5,0.2324
3402.482,9.061,144.084,1.699,1.574,2.464,0.401,11163.0,0.2324
3402.635,9.074,143.519,1.734,1.632,2.457,0.399,11163.5,0.2324
3402.787,9.068,147.509,1.767,1.64,2.448,0.396,11164.0,48.8547
3402.94,9.065,153.914,1.788,1.638,2.444,0.392,11164.5,60.4599
3403.092,9.057,157.452,1.845,1.818,2.444,0.391,11165.0,67.4964
3403.244,9.043,144.988,1.858,1.736,2.449,0.394,11165.5,60.815
3403.397,9.037,140.333,1.844,1.634,2.461,0.409,11166.0,0.2324
3403.549,9.024,139.585,1.789,1.608,2.473,0.399,11166.5,0.2324
3403.702,9.005,144.332,1.747,1.632,2.477,0.355,11167.0,0.2324
3403.854,9.01,143.456,1.733,1.678,2.477,0.379,11167.5,0.2324
3404.006,9.007,141.895,1.698,1.591,2.474,0.397,11168.0,0.2324
3404.159,8.99,141.831,1.641,1.518,2.461,0.371,11168.5,0.2324
3404.311,8.974,144.055,1.601,1.495,2.434,0.357,11169.0,0.2324
3404.464,8.958,146.917,1.551,1.428,2.409,0.39,11169.5,0.2324
3404.616,9.093,149.335,1.469,1.371,2.402,0.395,11170.0,0.2324
3408.578,9.053,153.029,1.44,1.281,2.439,0.335,11183.0,0.2324
3408.731,9.058,152.462,1.436,1.31,2.44,0.355,11183.5,0.2324
3408.883,9.062,152.827,1.443,1.339,2.439,0.406,11184.0,11.0349
3409.036,9.06,150.326,1.439,1.297,2.438,0.429,11184.5,17.6657
3409.188,9.064,150.044,1.426,1.262,2.438,0.405,11185.0,21.1427
3409.34,9.072,152.572,1.408,1.24,2.44,0.376,11185.5,16.471
3409.493,9.075,154.247,1.4,1.257,2.442,0.401,11186.0,0.2324
3409.645,9.083,152.318,1.411,1.262,2.444,0.394,11186.5,0.2324
3409.798,9.077,149.868,1.449,1.28,2.443,0.373,11187.0,0.2324
3409.95,9.068,151.159,1.491,1.25,2.442,0.387,11187.5,0.2324
3410.102,9.068,149.103,1.451,1.354,2.442,0.431,11188.0,0.2324
3410.255,9.058,145.77,1.349,1.404,2.44,0.416,11188.5,0.2324
3410.407,9.052,147.551,1.23,1.283,2.432,0.406,11189.0,0.2324
3410.56,9.065,157.457,1.09,1.11,2.422,0.406,11189.5,0.2324
3410.712,9.057,155.829,1.057,0.975,2.416,0.418,11190.0,0.2324
3410.865,9.05,155.22,1.086,0.887,2.415,0.404,11190.5,0.2324
3411.017,9.055,148.332,1.236,1.038,2.414,0.415,11191.0,0.2324
3411.169,9.061,149.791,1.411,1.222,2.413,0.427,11191.5,0.2324
3411.322,9.065,155.84,1.439,1.296,2.413,0.444,11192.0,0.2324
3411.474,9.066,156.121,1.463,1.288,2.413,0.436,11192.5,0.2324
3411.626,9.061,160.132,1.477,1.278,2.412,0.406,11193.0,0.2324
3411.779,9.061,160.171,1.484,1.346,2.413,0.424,11193.5,0.2324
3411.931,9.062,159.132,1.485,1.341,2.415,0.43,11194.0,113.229
3412.083,9.066,156.65,1.485,1.316,2.42,0.407,11194.5,173.632
3412.236,9.077,153.78,1.491,1.334,2.423,0.397,11195.0,144.347
3412.388,9.082,149.218,1.494,1.345,2.425,0.346,11195.5,109.525
3412.541,9.077,150.723,1.491,1.34,2.423,0.389,11196.0,104.32
3412.693,9.075,151.179,1.497,1.367,2.42,0.388,11196.5,99.0597
3412.846,9.075,148.533,1.5,1.355,2.42,0.411,11197.0,61.4518
3412.998,9.066,141.035,1.506,1.348,2.423,0.435,11197.5,0.2324
3413.15,9.063,140.693,1.488,1.306,2.422,0.428,11198.0,0.2324
3413.303,9.068,147.154,1.48,1.358,2.418,0.395,11198.5,0.2324
3413.455,9.068,150.311,1.447,1.265,2.417,0.34,11199.0,0.2324
3413.608,9.071,150.384,1.419,1.285,2.42,0.313,11199.5,0.2324
3413.76,9.074,147.089,1.393,1.185,2.422,0.329,11200.0,0.2324
3413.912,9.077,154.741,1.407,1.25,2.422,0.358,11200.5,0.2324
3414.065,9.079,159.199,1.448,1.307,2.421,0.378,11201.0,0.2324
3414.217,9.085,163.266,1.503,1.342,2.422,0.381,11201.5,121.711
3414.37,9.092,157.072,1.523,1.349,2.426,0.377,11202.0,2537.3301
3414.522,9.093,153.684,1.516,1.346,2.431,0.411,11202.5,3034.3301
3414.674,9.087,155.478,1.519,1.345,2.433,0.436,11203.0,3082.1299
3414.827,9.092,156.179,1.505,1.346,2.435,0.457,11203.5,2994.48
3414.979,9.089,149.591,1.503,1.355,2.438,0.454,11204.0,2915.28
3415.132,9.083,145.145,1.524,1.312,2.443,0.405,11204.5,2827.27
3415.284,9.084,147.274,1.529,1.31,2.447,0.366,11205.0,2764.0801
3415.436,9.076,147.136,1.531,1.405,2.448,0.356,11205.5,2727.6599
3415.589,9.062,152.368,1.528,1.367,2.446,0.361,11206.0,2663.55
3415.741,9.067,150.159,1.518,1.327,2.44,0.386,11206.5,2582.1699
3415.894,9.078,150.159,1.522,1.339,2.434,0.423,11207.0,2546.5701
3416.046,9.079,151.167,1.52,1.321,2.432,0.444,11207.5,2565.3101
3416.198,9.069,150.356,1.514,1.354,2.432,0.475,11208.0,2583.47
3416.351,9.065,149.323,1.516,1.295,2.432,0.487,11208.5,2587.29
3416.503,9.064,153.435,1.49,1.326,2.434,0.472,11209.0,2600.6101
3416.656,9.064,158.73,1.471,1.331,2.438,0.443,11209.5,2595.6101
3416.808,9.061,160.429,1.477,1.301,2.438,0.462,11210.0,2550.05
3416.96,9.063,147.291,1.504,1.338,2.433,0.477,11210.5,2522.79
3417.113,9.069,138.837,1.538,1.369,2.425,0.442,11211.0,2560.3999
3417.265,9.03,144.535,1.547,1.348,2.418,0.426,11211.5,2614.3401
3417.417,8.986,155.098,1.57,1.436,2.417,0.421,11212.0,2619.71
3417.57,9.006,159.24,1.584,1.471,2.418,0.404,11212.5,2563.1899
3417.722,9.044,150.822,1.594,1.386,2.42,0.384,11213.0,2454.02
3417.875,9.058,145.107,1.571,1.326,2.421,0.376,11213.5,2349.23
3418.027,9.058,144.45,1.531,1.35,2.421,0.385,11214.0,2355.72
3418.18,9.049,148.901,1.491,1.274,2.42,0.418,11214.5,2504.98
3418.332,9.033,151.907,1.493,1.248,2.418,0.417,11215.0,2681.23
3418.484,9.02,155.229,1.523,1.416,2.42,0.402,11215.5,2744.3999
3418.637,9.012,159.694,1.55,1.436,2.426,0.387,11216.0,2709.4199
3418.789,8.995,163.743,1.568,1.388,2.429,0.355,11216.5,2692.21
3418.942,8.971,162.701,1.558,1.378,2.424,0.345,11217.0,2740.71
3419.094,8.965,157.989,1.555,1.403,2.416,0.318,11217.5,2809.46
3419.246,8.971,151.74,1.566,1.417,2.414,0.336,11218.0,2837.24
3419.399,8.956,149.613,1.566,1.407,2.419,0.329,11218.5,2803.5801
3419.551,8.942,155.73,1.541,1.365,2.413,0.369,11219.0,2752.78
3419.704,8.919,163.59,1.508,1.343,2.394,0.352,11219.5,2755.24
3419.856,9.078,161.088,1.492,1.392,2.384,0.362,11220.0,2847.5
3420.008,9.33,163.022,1.516,1.379,2.402,0.363,11220.5,3032.8899
3420.161,9.101,149.129,1.56,1.368,2.428,0.398,11221.0,3257.28
3420.313,9.114,143.153,1.584,1.344,2.436,0.43,11221.5,3404.0901
3420.466,9.37,145.52,1.556,1.321,2.43,0.439,11222.0,3367.0701
3420.618,9.811,149.005,1.506,1.331,2.426,0.437,11222.5,3110.03
3420.771,10.107,152.547,1.461,1.267,2.426,0.426,11223.0,2745.02
3420.923,9.871,150.317,1.437,1.181,2.422,0.447,11223.5,2481.4299
3421.075,9.602,145.324,1.415,1.288,2.415,0.421,11224.0,2430.22
3421.228,9.372,141.181,1.454,1.591,2.41,0.387,11224.5,2496.45
3421.38,9.17,144.261,1.459,1.415,2.409,0.379,11225.0,2433.4099
3421.532,9.024,153.71,1.491,1.223,2.412,0.382,11225.5,2125.05
3421.685,8.994,156.422,1.531,1.413,2.417,0.4,11226.0,1741.16
3421.837,9.0,155.645,1.6,1.448,2.423,0.388,11226.5,1467.22
3421.99,9.022,154.149,1.696,1.546,2.426,0.376,11227.0,1337.29
3422.142,9.043,159.83,1.737,1.52,2.425,0.354,11227.5,1305.84
3422.294,9.047,166.416,1.689,1.493,2.421,0.314,11228.0,1328.28
3422.447,9.273,170.99,1.586,1.468,2.415,0.301,11228.5,1393.67
3422.599,9.748,172.396,1.496,1.374,2.403,0.308,11229.0,1523.73
3422.752,9.591,162.967,1.477,1.361,2.389,0.333,11229.5,1731.5
3422.904,9.037,147.114,1.522,1.398,2.38,0.396,11230.0,1954.12
3423.056,8.882,152.117,1.563,1.501,2.379,0.404,11230.5,2068.8201
3423.209,8.854,158.261,1.59,1.472,2.382,0.377,11231.0,2050.97
3423.361,8.934,160.409,1.587,1.388,2.379,0.349,11231.5,2016.3101
3423.514,9.01,151.071,1.568,1.444,2.379,0.347,11232.0,2035.4301
3423.666,9.02,145.108,1.633,1.515,2.391,0.332,11232.5,2059.6299
3423.818,8.986,143.719,1.687,1.547,2.414,0.332,11233.0,2057.78
3423.971,8.978,149.924,1.743,1.593,2.439,0.308,11233.5,2074.2
3424.123,9.065,160.231,1.746,1.592,2.45,0.32,11234.0,2131.3899
3424.276,9.049,167.388,1.715,1.511,2.451,0.329,11234.5,2208.1399
3424.428,8.982,166.359,1.739,1.575,2.449,0.359,11235.0,2317.6499
3424.58,8.985,167.345,1.776,1.651,2.448,0.384,11235.5,2504.1799
3424.733,8.984,165.359,1.747,1.578,2.446,0.434,11236.0,2679.29
3424.885,8.993,158.066,1.69,1.465,2.443,0.409,11236.5,2610.28
3425.038,8.984,157.243,1.715,1.541,2.442,0.393,11237.0,2308.1499
3425.19,8.973,160.385,1.765,1.476,2.449,0.354,11237.5,2103.0901
3425.342,8.969,162.71,1.802,1.55,2.457,0.355,11238.0,2219.3501
3425.495,8.953,157.295,1.851,1.685,2.462,0.36,11238.5,2609.52
3425.647,8.938,158.172,1.856,1.679,2.466,0.37,11239.0,2919.6499
3425.8,8.933,163.907,1.846,1.651,2.47,0.377,11239.5,2783.21
3425.952,8.932,166.656,1.852,1.653,2.474,0.374,11240.0,2317.75
3426.104,8.939,163.842,1.847,1.694,2.475,0.372,11240.5,1861.92
3426.257,8.945,154.827,1.818,1.648,2.475,0.386,11241.0,1571.5699
3426.409,9.285,151.326,1.785,1.596,2.476,0.371,11241.5,1431.36
3426.562,9.337,160.534,1.791,1.616,2.478,0.356,11242.0,1376.87
3426.714,8.932,158.7,1.826,1.643,2.477,0.389,11242.5,1358.59
3426.866,8.934,158.995,1.87,1.706,2.474,0.392,11243.0,1346.74
3427.019,8.925,160.616,1.879,1.707,2.471,0.4,11243.5,1326.28
3427.171,8.915,162.374,1.861,1.659,2.469,0.37,11244.0,1292.72
3427.323,8.935,156.271,1.856,1.559,2.467,0.343,11244.5,1265.51
3427.476,9.215,148.18,1.812,1.675,2.457,0.348,11245.0,1294.14
3427.628,9.14,144.988,1.7,1.699,2.435,0.364,11245.5,1413.58
3427.781,8.859,145.725,1.652,1.524,2.414,0.361,11246.0,1599.52
3427.933,8.854,162.224,1.684,1.514,2.411,0.34,11246.5,1782.9399
3428.086,8.849,162.649,1.753,1.587,2.428,0.338,11247.0,1929.13
3428.238,8.865,167.486,1.806,1.515,2.447,0.365,11247.5,2068.04
3428.39,8.885,148.996,1.844,1.543,2.459,0.399,11248.0,2202.8101
3428.543,9.081,148.197,1.789,1.602,2.465,0.4,11248.5,2283.29
3428.695,9.363,158.612,1.754,1.589,2.471,0.38,11249.0,2294.1799
3428.848,9.096,161.847,1.834,1.626,2.475,0.353,11249.5,2281.5901
3429.0,8.854,167.325,1.915,1.675,2.478,0.345,11250.0,2276.96
3429.152,8.856,175.874,1.902,1.684,2.479,0.327,11250.5,2258.2
3429.305,8.867,178.526,1.882,1.741,2.478,0.339,11251.0,2198.02
3429.457,8.87,175.898,1.889,1.791,2.474,0.341,11251.5,2099.0801
3429.61,8.874,167.234,1.895,1.848,2.467,0.348,11252.0,1962.79
3429.762,8.858,159.388,1.891,1.713,2.455,0.319,11252.5,1789.1
3429.914,8.802,153.938,1.909,1.592,2.431,0.33,11253.0,1632.09
3430.067,8.797,148.756,1.907,1.723,2.409,0.356,11253.5,1567.36
3430.219,8.842,146.569,1.914,1.827,2.412,0.403,11254.0,1606.98
3430.372,8.886,151.79,1.883,1.718,2.415,0.443,11254.5,1693.04
3430.524,9.251,161.231,1.676,1.514,2.345,0.444,11255.0,119.371
3430.677,10.28,162.53,1.436,1.322,2.193,0.484,11255.5,119.371
3430.829,11.547,156.961,1.333,1.217,2.054,0.48,11256.0,119.371
3430.981,11.638,144.275,1.334,1.174,2.028,0.475,11256.5,1657.62
3431.134,10.266,137.533,1.399,1.281,2.096,0.462,11257.0,1635.2
3431.286,9.539,148.048,1.554,1.424,2.194,0.463,11257.5,1486.05
3431.438,9.046,150.715,1.65,1.491,2.29,0.45,11258.0,1260.55
3431.591,8.77,158.362,1.644,1.569,2.375,0.428,11258.5,1100.88
3431.743,8.769,161.948,1.663,1.571,2.431,0.391,11259.0,1020.87
3431.896,8.754,154.727,1.761,1.552,2.451,0.344,11259.5,119.371
3437.534,8.566,166.739,2.456,2.105,2.463,0.338,11278.0,119.371
3437.687,8.583,170.751,2.461,2.249,2.465,0.322,11278.5,624.135
3437.839,8.573,167.984,2.377,2.238,2.461,0.305,11279.0,811.829
3437.992,8.546,162.125,2.318,2.103,2.457,0.319,11279.5,1217.24
3438.144,8.525,160.56,2.38,2.154,2.456,0.299,11280.0,1838.01
3438.296,8.549,164.99,2.457,2.223,2.457,0.3,11280.5,2270.03
3438.449,8.562,159.499,2.487,2.34,2.457,0.293,11281.0,2206.6299
3438.601,8.55,151.797,2.452,2.382,2.452,0.3,11281.5,1947.75
3438.754,8.524,142.51,2.305,2.082,2.44,0.319,11282.0,1730.04
3438.906,8.511,139.982,2.215,1.742,2.427,0.268,11282.5,1534.8101
3439.058,8.531,144.658,2.286,2.034,2.417,0.26,11283.0,1345.6801
3439.211,8.529,151.533,2.464,2.384,2.417,0.279,11283.5,1208.37
3439.363,8.534,160.43,2.52,2.313,2.428,0.312,11284.0,1123.86
3439.516,8.534,158.079,2.464,2.195,2.443,0.317,11284.5,1059.91
3439.668,8.523,159.602,2.426,2.205,2.453,0.316,11285.0,1024.3
3439.82,8.534,155.471,2.426,2.248,2.455,0.302,11285.5,1038.45
3439.973,8.543,154.582,2.439,2.216,2.455,0.319,11286.0,1075.01
3440.125,8.54,153.714,2.473,2.295,2.457,0.33,11286.5,1074.49
3440.278,8.541,151.536,2.481,2.316,2.461,0.314,11287.0,1033.21
3440.43,8.547,153.512,2.476,2.351,2.465,0.31,11287.5,1003.02
3440.583,8.533,155.091,2.437,2.28,2.463,0.317,11288.0,993.661
3440.735,8.521,155.066,2.384,2.188,2.456,0.305,11288.5,968.548
3440.887,8.529,151.534,2.38,2.21,2.451,0.279,11289.0,916.569
3441.04,8.542,148.176,2.497,2.326,2.452,0.272,11289.5,874.12
3441.192,8.538,147.449,2.645,2.446,2.457,0.275,11290.0,865.322
3441.344,8.533,146.763,2.669,2.499,2.463,0.305,11290.5,869.819
3441.497,8.519,148.378,2.595,2.402,2.465,0.34,11291.0,858.705
3441.649,8.508,152.223,2.438,2.281,2.459,0.369,11291.5,833.06
3441.802,8.496,156.652,2.323,2.197,2.45,0.382,11292.0,811.274
3441.954,8.489,160.429,2.269,2.13,2.445,0.339,11292.5,796.327
3442.106,8.494,161.48,2.29,2.136,2.448,0.339,11293.0,784.73
3442.259,8.509,166.007,2.413,2.232,2.452,0.316,11293.5,793.657
3442.411,8.518,163.886,2.554,2.35,2.452,0.292,11294.0,848.047
3442.564,8.522,159.092,2.66,2.463,2.446,0.269,11294.5,943.399
3442.716,8.509,150.17,2.67,2.487,2.439,0.253,11295.0,1026.27
3442.868,8.492,143.761,2.623,2.454,2.433,0.269,11295.5,1039.04
3443.021,8.492,140.169,2.605,2.431,2.425,0.296,11296.0,996.985
3443.173,8.495,140.108,2.588,2.401,2.416,0.304,11296.5,958.536
3443.326,8.455,144.539,2.542,2.421,2.41,0.292,11297.0,956.837
3443.478,8.46,151.98,2.515,2.333,2.414,0.283,11297.5,989.727
3443.63,8.491,158.892,2.542,2.35,2.425,0.299,11298.0,1029.66
3443.783,8.506,156.95,2.591,2.414,2.433,0.303,11298.5,1031.95
3443.935,8.498,147.5,2.576,2.407,2.432,0.293,11299.0,976.037
3444.088,8.488,140.842,2.553,2.39,2.427,0.288,11299.5,901.124
3444.24,8.488,141.399,2.518,2.31,2.424,0.31,11300.0,856.852
3444.392,8.5,147.751,2.513,2.391,2.426,0.32,11300.5,852.266
3444.545,8.518,154.896,2.516,2.376,2.431,0.326,11301.0,862.773
3444.697,8.509,158.378,2.492,2.302,2.434,0.321,11301.5,868.029
3444.85,8.497,147.128,2.401,2.23,2.437,0.35,11302.0,866.755
3445.002,8.504,141.128,2.333,2.17,2.438,0.363,11302.5,857.619
3445.154,8.531,141.819,2.374,2.203,2.439,0.377,11303.0,848.718
3445.307,8.557,149.374,2.582,2.388,2.439,0.354,11303.5,873.404
3445.459,8.562,157.401,2.771,2.608,2.438,0.359,11304.0,937.435
3445.612,8.547,154.875,2.82,2.646,2.438,0.334,11304.5,938.653
3445.764,8.533,152.281,2.734,2.55,2.44,0.319,11305.0,777.83
3445.917,8.533,152.655,2.651,2.473,2.444,0.295,11305.5,119.371
3446.069,8.546,149.788,2.499,2.34,2.445,0.305,11306.0,119.371
3446.221,8.518,157.85,2.387,2.309,2.444,0.309,11306.5,119.371
3446.374,8.497,155.604,2.308,2.201,2.445,0.296,11307.0,119.371
3446.526,8.493,158.636,2.272,2.069,2.448,0.306,11307.5,119.371
3446.678,8.493,150.622,2.232,2.073,2.454,0.336,11308.0,119.371
3446.831,8.522,148.109,2.207,2.155,2.461,0.364,11308.5,119.371
3446.983,8.528,155.173,2.199,2.068,2.466,0.363,11309.0,119.371
3447.135,8.501,157.445,2.193,2.008,2.47,0.368,11309.5,119.371
3447.288,8.5,165.742,2.166,1.996,2.47,0.367,11310.0,119.371
3447.44,8.519,157.623,2.146,2.008,2.468,0.352,11310.5,119.371
3447.593,8.517,155.055,2.147,1.962,2.464,0.35,11311.0,119.371
3447.745,8.49,153.535,2.159,1.938,2.458,0.352,11311.5,119.371
3447.898,8.473,154.91,2.129,2.0,2.453,0.387,11312.0,119.371
3448.05,8.465,148.535,2.122,2.015,2.45,0.338,11312.5,821.952
3448.202,8.47,144.818,2.163,1.994,2.45,0.338,11313.0,1166.8
3448.355,8.467,139.708,2.217,2.056,2.451,0.32,11313.5,1270.83
3448.507,8.456,149.643,2.244,2.09,2.447,0.326,11314.0,929.109
3448.66,8.464,152.96,2.249,2.087,2.441,0.369,11314.5,119.371
3448.812,8.475,160.346,2.227,2.075,2.44,0.376,11315.0,119.371
3448.964,8.463,155.286,2.196,2.053,2.445,0.358,11315.5,119.371
3449.117,8.457,154.743,2.182,2.048,2.452,0.339,11316.0,119.371
3449.269,8.467,157.566,2.214,2.089,2.456,0.304,11316.5,119.371
3462.528,8.516,162.078,2.315,2.338,2.436,0.286,11360.0,0.2324
3462.68,8.511,161.043,2.308,2.329,2.442,0.275,11360.5,33.8045
3462.833,8.524,159.383,2.271,2.169,2.445,0.288,11361.0,33.8531
3462.985,8.543,163.578,2.25,2.059,2.445,0.318,11361.5,21.7847
3463.138,8.555,164.791,2.252,2.261,2.444,0.333,11362.0,0.2324
3463.29,8.562,166.51,2.235,2.237,2.442,0.334,11362.5,0.2324
3463.442,8.553,165.386,2.165,2.087,2.436,0.333,11363.0,0.2324
3463.595,8.56,159.02,2.111,2.025,2.432,0.322,11363.5,0.2324
3463.747,8.564,154.873,2.109,2.0,2.44,0.322,11364.0,0.2324
3463.9,8.556,149.992,2.156,2.08,2.455,0.333,11364.5,0.2324
3464.052,8.537,152.464,2.148,2.096,2.462,0.346,11365.0,0.2324
3464.204,8.543,151.648,2.125,2.036,2.456,0.337,11365.5,0.2324
3464.357,8.554,157.413,2.091,2.025,2.448,0.339,11366.0,0.2324
3464.509,8.546,157.32,2.085,2.024,2.446,0.354,11366.5,0.2324
3464.662,8.542,160.931,2.11,2.014,2.448,0.358,11367.0,0.2324
3464.814,8.546,163.594,2.139,2.072,2.451,0.375,11367.5,0.2324
3464.966,8.565,165.923,2.141,2.055,2.456,0.359,11368.0,0.2324
3465.119,8.565,163.555,2.157,2.08,2.461,0.342,11368.5,0.2324
3465.271,8.561,160.86,2.191,2.12,2.461,0.327,11369.0,0.2324
3465.424,8.552,160.319,2.203,2.174,2.455,0.313,11369.5,0.2324
3465.576,8.537,159.419,2.201,2.173,2.445,0.303,11370.0,0.2324
3465.729,8.542,159.576,2.227,2.099,2.435,0.294,11370.5,0.2324
3465.881,8.541,162.033,2.259,2.203,2.431,0.319,11371.0,0.2324
3466.033,8.523,164.222,2.264,2.251,2.431,0.322,11371.5,8.0206
3466.186,8.512,165.558,2.278,2.23,2.43,0.315,11372.0,11.714
3466.338,8.525,165.261,2.334,2.275,2.426,0.314,11372.5,0.2324
3466.49,8.539,165.086,2.345,2.29,2.423,0.342,11373.0,0.2324
3466.643,8.526,166.427,2.314,2.268,2.422,0.349,11373.5,0.2324
3466.795,8.525,163.19,2.292,2.216,2.422,0.34,11374.0,0.2324
3466.948,8.523,160.835,2.304,2.123,2.423,0.333,11374.5,0.2324
3467.1,8.52,159.354,2.333,2.214,2.427,0.325,11375.0,0.2324
3467.252,8.524,158.11,2.346,2.273,2.431,0.309,11375.5,0.2324
3467.405,8.519,156.315,2.362,2.314,2.432,0.301,11376.0,0.2324
3467.557,8.528,156.666,2.412,2.334,2.431,0.295,11376.5,0.2324
3467.71,8.549,159.058,2.422,2.332,2.43,0.296,11377.0,0.2324
3467.862,8.543,165.858,2.361,2.332,2.433,0.32,11377.5,0.2324
3468.014,8.531,164.307,2.303,2.188,2.436,0.34,11378.0,0.2324
3468.167,8.533,165.218,2.245,2.258,2.438,0.357,11378.5,0.2324
3468.319,8.518,158.551,2.282,2.25,2.435,0.357,11379.0,0.2324
3468.472,8.528,154.145,2.241,2.05,2.427,0.32,11379.5,0.2324
3468.624,8.507,148.001,2.204,2.239,2.417,0.29,11380.0,0.2324
3468.776,8.489,144.355,2.226,2.136,2.414,0.288,11380.5,0.2324
3468.929,8.502,144.92,2.288,2.204,2.425,0.311,11381.0,0.2324
3469.081,8.531,145.525,2.381,2.306,2.445,0.326,11381.5,0.2324
3469.234,8.567,145.113,2.384,2.201,2.465,0.331,11382.0,0.2324
3469.386,8.552,155.428,2.419,2.479,2.477,0.329,11382.5,0.2324
3469.538,8.538,157.432,2.316,2.856,2.478,0.312,11383.0,0.2324
3469.691,8.525,154.227,2.194,1.857,2.468,0.299,11383.5,22.5364
3469.843,8.495,148.609,2.142,1.873,2.454,0.293,11384.0,25.3558
3469.996,8.51,149.672,2.211,2.215,2.445,0.308,11384.5,22.5154
3470.148,8.54,150.539,2.267,2.404,2.444,0.322,11385.0,0.2324
3470.3,8.536,151.485,2.192,2.187,2.447,0.32,11385.5,0.2324
3470.453,8.506,147.782,2.177,1.813,2.448,0.309,11386.0,0.2324
3470.605,8.517,149.1,2.189,1.942,2.448,0.298,11386.5,0.2324
3470.758,8.547,148.12,2.286,2.142,2.451,0.301,11387.0,0.2324
3470.91,8.539,149.345,2.246,2.081,2.455,0.302,11387.5,0.2324
3471.062,8.515,153.953,2.145,2.095,2.455,0.304,11388.0,0.2324
