Depth,Log_ILD,NPHI,RHOB,vshale,swirr,Facies_code,effective porosity,Actual Permeability,rf_Permeability,dt_Permeability,gb_Permeability
9613.5,1.3141,0.3588,2.4017,0.3649051460319115,0.1550090421503306,2,0.0833027104317238,0.3750139458179049,0.37515272811411926,0.24838201705066085,0.5552550730043951
10583.0,1.8406,0.3862,2.3942,0.2670651007739544,0.1489447422393388,2,0.10141327649629,0.4721031348844762,0.47210333508606234,0.24838201705066085,0.6023594901716645
9689.0,2.1227,0.3778,2.3616,0.2694071612683834,0.1271957666866688,2,0.1227994403900366,1.2823045001440594,1.2823045001440583,1.6809162839795209,1.2877734237666643
10995.0,0.7959,0.4434,2.3858,0.4169983179719688,0.1426750468793354,2,0.0869222253917561,0.6109773157027408,0.6112595605309267,0.7995905394983739,0.6598169245629185
8179.0,0.9905,0.4988,2.2684,0.2487101692539306,0.0891759918943402,2,0.1877728373199733,22.48330347467975,22.479361579337354,22.855801309400487,23.577822780664945
10539.5,1.281,0.428,2.4182,0.4535353553945333,0.1701827474193506,2,0.0604262623771325,0.2259803064750043,0.22600116582640412,0.24838201705066085,0.5552550730043951
7867.5,1.1322,0.4492,2.2712,0.5219572689902169,0.0900072008830208,2,0.1492577259553109,20.59985319972831,20.617054139075115,19.882186169036167,19.815521427252982
10036.0,1.4972,0.387,2.4239,0.3635288040153492,0.1761114702410741,2,0.0686871402619432,0.1897049220637796,0.1897752878771744,0.24838201705066085,0.5552550730043951
9339.0,0.334,0.4204,2.3295,0.334617810649558,0.1110415309092541,2,0.1354612133729592,3.4351529642120804,3.4357944254379613,4.0050954755185915,3.617056019947482
10914.5,1.342,0.4153,2.4292,0.4159735152571651,0.1819356654247166,2,0.0581595489555398,0.1614678167283791,0.16142330877284328,0.24838201705066085,0.5552550730043951
8203.5,1.401,0.4044,2.3385,0.2365193363920389,0.1151558898904166,2,0.1426064089234668,2.605905853709245,2.6051963868189314,2.708249033877423,2.65870292322792
8014.5,1.0192,0.4108,2.2697,0.3023056233451405,0.0895678673679943,2,0.1796910464717511,21.570589729327327,21.56268937591298,22.855801309400487,19.815521427252982
11087.5,0.7644,0.3927,2.4262,0.3017131761026483,0.1785628682021056,2,0.0754704344022451,0.1770442226877583,0.17725719858150563,0.24838201705066085,0.5552550730043951
10346.5,0.9436,0.4008,2.359,0.4039633654524081,0.1256648390676837,2,0.1065689090293773,1.3931163014698733,1.3929953939007063,1.6809162839795209,1.4631962557121094
10606.5,1.9813,0.3326,2.3027,0.3147558754753644,0.1002984965282526,2,0.1560227126863011,7.832643650578241,7.831930614723621,8.415891961674365,8.011786719560801
10998.0,0.8098,0.4296,2.3865,0.4560179216684716,0.1432140344510554,2,0.0811935984964248,0.5970712222946046,0.5970712222946052,0.7995905394983739,0.6598169245629185
8484.0,1.0984,0.4373,2.2795,0.2027162797556541,0.0924998408656833,2,0.1865360185127423,15.991003302059774,15.992479368546801,17.158034680426265,16.2466158992998
10495.0,1.1155,0.3803,2.3715,0.4443947616029309,0.1331307721306605,2,0.0927511019452072,0.9462482108826832,0.946248210882684,0.7995905394983739,0.9502970344857041
10462.0,1.0818,0.4358,2.3903,0.4380757954625993,0.14596900163696,2,0.0810978434080117,0.5321467407323898,0.5321974407477,0.7995905394983739,0.6023594901716645
10987.5,0.739,0.4403,2.4305,0.3794967544354941,0.1834938530428818,2,0.0621474349056437,0.1549130016885873,0.15498642060129256,0.24838201705066085,0.5552550730043951
9077.0,0.8257,0.4688,2.3165,0.2361917230509367,0.1055563604406259,2,0.1573503091111744,5.127760720644018,5.126818422871088,5.4160720874597965,4.765800243095376
8363.5,7.6304,0.3886,2.1932,0.1173473242041578,0.0715969357221561,2,0.2554754585566428,225.81592766257552,226.08976912630223,227.44838587970665,223.72138833299783
10486.5,1.1234,0.4158,2.4072,0.40010716229463,0.1598122200780347,2,0.0748856402525195,0.3162679718425983,0.3161520027486249,0.24838201705066085,0.5552550730043951
8789.0,0.8352,0.539,2.346,0.1318222224248715,0.1188159150259404,2,0.1516358221950672,2.069994804988136,2.0703804623649047,1.6809162839795209,1.9256256014631499
9471.0,1.2844,0.4161,2.3534,0.3090841281167694,0.1226270830413483,2,0.1229827268323529,1.6518841226751595,1.6520380025943715,1.6809162839795209,1.6753163150237802
9862.0,0.9676,0.4627,2.3236,0.2489654830648379,0.1084528855508415,2,0.1509386252693117,4.129882097356226,4.130265061826087,4.0050954755185915,4.248855954984213
8136.5,0.5957,0.462,2.2642,0.2694975527701814,0.087977718694959,2,0.1877873279287956,25.57727208634369,25.58681335350088,26.43235471518476,26.089906109900873
8171.5,0.9323,0.4655,2.262,0.2459990097397124,0.0873901663041913,2,0.1923361326948785,27.280433921406708,27.272937263413272,26.43235471518476,26.323234784325127
11272.5,0.8616,0.4609,2.3933,1.221435081588874,0.148247691067895,2,-0.025872300932909,0.4853283044243783,0.48532851023427237,0.24838201705066085,0.6023594901716645
8402.0,1.5114,0.4945,2.2039,0.1024632371426081,0.0736681588034215,1,0.2503699262228905,162.843163058378,163.09546675129243,163.48097779883216,166.52751934451993
10827.5,3.9347,0.2957,2.3008,0.115811779936722,0.0995960763353046,2,0.1839812214884792,8.315830521358706,8.31353829605592,8.415891961674365,8.087488187747049
8131.0,0.9006,0.5774,2.2207,0.2240669499946318,0.077181080707728,2,0.2228750287007193,97.22839704706468,97.38418536504084,100.4385275803289,93.64967585871308
9179.0,0.7657,0.4342,2.3289,0.2399796441279502,0.1107773145727376,2,0.1485427276868546,3.499010436341078,3.499334900004984,4.0050954755185915,3.617056019947482
9537.0,1.6055,0.3473,2.3117,0.2572401135542738,0.1036682959419014,2,0.1577298247837273,5.941840771490099,5.942950294299834,5.4160720874597965,5.624952947972277
9201.0,0.783,0.4826,2.3322,0.2608366285029642,0.1122457122118019,2,0.1435478917806028,3.1619126845653445,3.163085515135523,2.708249033877423,3.1028323897159016
9312.0,1.053,0.3963,2.3836,0.4157176429418262,0.1410813286362177,2,0.0885938358457952,0.6546692250022801,0.6547296549380923,0.7995905394983739,0.7267978594809008
7734.5,0.9332,0.5983,2.2382,0.0,1.2617146883402903,0,0.0188,0.0020243533985008,0.0020243533985007988,0.24838201705066085,0.5552550730043951
8391.0,19.5882,0.4115,2.2008,0.0440488433840348,0.4315617123400891,0,0.0450974549865393,0.0089169943543668,0.008948825142874426,0.24838201705066085,0.5552550730043951
11155.5,0.7358,0.4762,2.3434,0.2751473436091057,0.1174727367708898,2,0.1342302559563798,2.2488757595898283,2.248463446490166,2.708249033877423,2.2306088911501774
9835.0,1.5037,0.3499,2.4094,0.2578514786383716,0.1617053467801132,2,0.0925479018624581,0.2965228482552338,0.29655034485506604,0.24838201705066085,0.5552550730043951
9156.5,0.7879,0.4564,2.3188,0.3598791998500579,0.1064644168066388,2,0.1392761872200922,4.7855395687098765,4.786423037301099,5.4160720874597965,4.765800243095376
10142.0,1.1218,0.404,2.3815,0.2411413876872698,0.1396245636117896,2,0.1133870540499058,0.6982629137604137,0.6983921176628465,0.7995905394983739,0.7700977004045061
10780.0,0.9009,0.4513,2.4139,0.3304615700218956,0.1659113823452777,2,0.0798181496170659,0.2582643630070208,0.2582886409595952,0.24838201705066085,0.5552550730043951
10823.5,12.6377,0.2328,2.1775,0.029881826860622,0.301940261007894,0,0.0670958352006766,0.0224996698079269,0.021980028201486066,0.24838201705066085,0.5552550730043951
10319.5,0.8126,0.4567,2.3535,0.3917550154720814,0.1227073186606252,2,0.111804827926741,1.6442952022149142,1.6447512379458655,1.6809162839795209,1.6753163150237802
