Depth,GR,Log_ILD,RHOB,NPHI,PHI,PERM,well
6363.5,66.488,0.869,2.072,0.393,-55.369,0.2324,freeman_2
6364.0,72.293,1.083,2.085,0.409,-60.3733,0.2324,freeman_2
6364.5,74.135,1.287,2.091,0.427,-61.9612,0.2324,freeman_2
6365.0,69.512,1.234,2.082,0.471,-57.9759,0.2324,freeman_2
6365.5,64.126,1.096,2.06,0.475,-53.3328,0.2324,freeman_2
6366.0,57.457,1.05,2.038,0.442,-47.5836,1069.55,freeman_2
6366.5,55.372,0.949,2.024,0.377,-45.7862,1069.55,freeman_2
6367.0,52.925,0.861,2.018,0.361,-43.6767,1069.55,freeman_2
6367.5,54.098,0.882,2.021,0.342,-44.6879,1069.55,freeman_2
6368.0,54.295,1.004,2.035,0.319,-44.8578,1069.55,freeman_2
6368.5,57.052,1.062,2.057,0.291,-47.2345,933.013,freeman_2
6369.0,57.3,1.008,2.079,0.315,-47.4483,678.834,freeman_2
6369.5,58.138,0.951,2.089,0.366,-48.1707,596.916,freeman_2
6370.0,58.946,0.923,2.074,0.4,-48.8672,728.08,freeman_2
6370.5,57.788,0.921,2.042,0.375,-47.869,1069.55,freeman_2
6371.0,58.055,0.96,2.01,0.421,-48.0991,1069.55,freeman_2
6371.5,56.207,0.976,2.0,0.405,-46.506,1069.55,freeman_2
6372.0,67.679,0.956,2.023,0.431,-56.3957,1069.55,freeman_2
6372.5,75.989,1.062,2.075,0.426,-48.926,0.2324,freeman_2
6373.0,87.009,1.347,2.135,0.443,-56.2727,0.2324,freeman_2
6373.5,87.752,1.892,2.178,0.467,-56.768,0.2324,freeman_2
6374.0,91.431,2.165,2.203,0.426,-59.2207,0.2324,freeman_2
6374.5,86.66,2.114,2.217,0.403,-56.04,0.2324,freeman_2
6375.0,85.506,2.159,2.23,0.34,-55.2707,117.733,freeman_2
6375.5,74.366,2.187,2.24,0.284,-62.1603,1060.41,freeman_2
6376.0,67.129,2.245,2.246,0.275,-55.9216,1028.6,freeman_2
6376.5,55.918,2.156,2.24,0.277,-46.2569,1064.4,freeman_2
6377.0,50.548,1.647,2.218,0.287,-41.6276,1195.8101,freeman_2
6377.5,44.243,1.176,2.189,0.308,-36.1922,1396.67,freeman_2
6378.0,47.402,0.887,2.166,0.329,-38.9155,1579.14,freeman_2
6378.5,55.879,0.87,2.156,0.37,-46.2233,1671.58,freeman_2
6379.0,66.979,1.127,2.157,0.412,-55.7922,117.733,freeman_2
6379.5,79.479,1.679,2.169,0.405,-51.2527,117.733,freeman_2
6380.0,83.305,2.242,2.193,0.374,-53.8033,117.733,freeman_2
6380.5,87.567,2.435,2.216,0.351,-56.6447,117.733,freeman_2
6381.0,81.417,2.434,2.227,0.389,-52.5447,117.733,freeman_2
6381.5,80.362,2.359,2.22,0.419,-51.8413,117.733,freeman_2
6382.0,76.281,2.318,2.204,0.48,-49.1207,117.733,freeman_2
6382.5,75.544,2.307,2.198,0.432,-48.6293,117.733,freeman_2
6383.0,66.905,2.335,2.206,0.372,-55.7284,117.733,freeman_2
6383.5,53.606,2.006,2.205,0.311,-44.2638,1281.95,freeman_2
6384.0,43.87,1.426,2.178,0.303,-35.8707,1483.8,freeman_2
6384.5,40.048,1.071,2.135,0.32,-32.5759,1869.26,freeman_2
6385.0,35.931,0.908,2.104,0.333,-29.0267,2203.1599,freeman_2
6385.5,37.732,0.831,2.095,0.336,-30.5793,2316.2,freeman_2
6386.0,47.665,0.774,2.096,0.365,-39.1422,2308.24,freeman_2
6386.5,63.796,0.862,2.098,0.404,-53.0483,117.733,freeman_2
6421.0,83.291,0.88,2.102,0.398,-53.794,0.2324,freeman_2
6421.5,71.588,1.24,2.128,0.366,-59.7655,342.818,freeman_2
6422.0,64.907,1.346,2.145,0.35,-54.006,271.478,freeman_2
6422.5,62.444,1.004,2.129,0.403,-51.8828,336.725,freeman_2
6423.0,69.111,0.853,2.095,0.448,-57.6302,549.075,freeman_2
6423.5,77.184,0.989,2.074,0.634,-49.7227,0.2324,freeman_2
6424.0,88.1,1.28,2.081,0.593,-57.0,0.2324,freeman_2
6424.5,91.364,1.401,2.105,0.546,-59.176,0.2324,freeman_2
6468.0,100.369,1.704,2.113,0.592,-65.1793,0.2324,freeman_2
6468.5,96.303,1.767,2.11,0.682,-62.4687,0.2324,freeman_2
6469.0,90.214,1.814,2.094,0.633,-58.4093,0.2324,freeman_2
6469.5,78.559,1.918,2.088,0.494,-50.6393,0.2324,freeman_2
6470.0,66.719,1.814,2.096,0.414,-55.5681,534.673,freeman_2
6470.5,59.573,1.366,2.097,0.36,-49.4078,531.622,freeman_2
6471.0,59.881,1.0,2.08,0.357,-49.6733,673.559,freeman_2
6471.5,62.668,0.865,2.069,0.368,-52.0759,785.808,freeman_2
6472.0,69.809,0.979,2.077,0.378,-58.2319,700.679,freeman_2
6472.5,75.435,1.135,2.093,0.428,-48.5567,0.2324,freeman_2
6473.0,78.531,1.179,2.102,0.442,-50.6207,0.2324,freeman_2
6473.5,86.047,1.196,2.107,0.555,-55.6313,0.2324,freeman_2
6830.0,100.69,1.581,2.167,0.414,-65.3933,0.2324,freeman_2
6830.5,94.735,1.537,2.154,0.441,-61.4233,0.2324,freeman_2
6831.0,89.323,1.408,2.14,0.431,-57.8153,0.2324,freeman_2
6831.5,90.019,1.38,2.131,0.461,-58.2793,0.2324,freeman_2
6832.0,91.242,1.439,2.13,0.479,-59.0947,0.2324,freeman_2
6832.5,95.68,1.515,2.133,0.505,-62.0533,0.2324,freeman_2
6833.0,93.378,1.5,2.138,0.532,-60.5187,0.2324,freeman_2
6833.5,95.539,1.477,2.144,0.5,-61.9593,0.2324,freeman_2
6834.0,96.78,1.463,2.148,0.522,-62.7867,0.2324,freeman_2
6834.5,98.93,1.416,2.147,0.473,-64.22,0.2324,freeman_2
6835.0,99.756,1.38,2.141,0.465,-64.7707,0.2324,freeman_2
6835.5,91.138,1.375,2.134,0.477,-59.0253,0.2324,freeman_2
6836.0,90.736,1.401,2.129,0.524,-58.7573,0.2324,freeman_2
6836.5,89.179,1.414,2.131,0.594,-57.7193,0.2324,freeman_2
6837.0,93.984,1.444,2.142,0.585,-60.9227,0.2324,freeman_2
6837.5,93.124,1.524,2.157,0.545,-60.3493,0.2324,freeman_2
6838.0,99.337,1.57,2.168,0.508,-64.4913,0.2324,freeman_2
6838.5,102.365,1.582,2.17,0.508,-66.51,0.2324,freeman_2
6839.0,104.058,1.593,2.164,0.503,-67.6387,0.2324,freeman_2
6839.5,101.207,1.621,2.158,0.452,-65.738,0.2324,freeman_2
6840.0,95.945,1.657,2.153,0.445,-62.23,0.2324,freeman_2
6840.5,93.252,1.641,2.142,0.408,-60.4347,0.2324,freeman_2
6841.0,88.645,1.502,2.121,0.384,-57.3633,377.673,freeman_2
6841.5,82.827,1.358,2.099,0.363,-53.4847,512.204,freeman_2
6842.0,81.401,1.394,2.097,0.419,-52.534,529.443,freeman_2
6842.5,86.585,1.537,2.118,0.466,-55.99,0.2324,freeman_2
6843.0,86.408,1.614,2.133,0.485,-55.872,0.2324,freeman_2
6843.5,81.535,1.514,2.116,0.443,-52.6233,0.2324,freeman_2
6844.0,71.439,1.278,2.072,0.423,-59.6371,750.797,freeman_2
6844.5,73.51,1.043,2.041,0.399,-61.4224,1069.55,freeman_2
6845.0,80.537,1.031,2.054,0.413,-51.958,966.781,freeman_2
6845.5,87.341,1.219,2.093,0.42,-56.494,0.2324,freeman_2
6846.0,89.707,1.397,2.123,0.495,-58.0713,0.2324,freeman_2
6846.5,89.563,1.441,2.135,0.531,-57.9753,0.2324,freeman_2
6847.0,92.97,1.488,2.141,0.56,-60.2467,0.2324,freeman_2
6847.5,97.029,1.62,2.147,0.518,-62.9527,0.2324,freeman_2
6848.0,99.052,1.555,2.147,0.449,-64.3013,0.2324,freeman_2
6848.5,97.378,1.45,2.137,0.402,-63.1853,0.2324,freeman_2
6849.0,92.071,1.36,2.118,0.356,-59.6473,395.936,freeman_2
6849.5,85.208,1.234,2.095,0.373,-55.072,541.837,freeman_2
6850.0,84.567,1.2,2.089,0.394,-54.6447,594.917,freeman_2
6850.5,86.988,1.278,2.108,0.411,-56.2587,0.2324,freeman_2
6851.0,91.46,1.36,2.134,0.429,-59.24,0.2324,freeman_2
6851.5,95.037,1.343,2.147,0.419,-61.6247,0.2324,freeman_2
6852.0,100.851,1.352,2.153,0.386,-65.5007,0.2324,freeman_2
6852.5,103.602,1.422,2.163,0.381,-67.3347,0.2324,freeman_2
6853.0,102.294,1.419,2.169,0.424,-66.4627,0.2324,freeman_2
6853.5,98.979,1.377,2.165,0.491,-64.2527,0.2324,freeman_2
6854.0,98.521,1.347,2.158,0.515,-63.9473,0.2324,freeman_2
6854.5,94.837,1.369,2.152,0.442,-61.4913,0.2324,freeman_2
6855.0,96.269,1.367,2.145,0.411,-62.446,0.2324,freeman_2
6855.5,91.467,1.378,2.139,0.377,-59.2447,0.2324,freeman_2
6856.0,92.22,1.355,2.136,0.365,-59.7467,0.2324,freeman_2
6856.5,83.843,1.234,2.13,0.365,-54.162,0.2324,freeman_2
6857.0,84.518,1.189,2.118,0.369,-54.612,0.2324,freeman_2
6857.5,86.572,1.145,2.106,0.399,-55.9813,0.2324,freeman_2
6858.0,87.424,1.171,2.105,0.403,-56.5493,0.2324,freeman_2
6858.5,91.645,1.197,2.116,0.401,-59.3633,0.2324,freeman_2
6859.0,91.625,1.284,2.127,0.401,-59.35,0.2324,freeman_2
6859.5,93.212,1.353,2.133,0.419,-60.408,0.2324,freeman_2
6860.0,90.798,1.27,2.134,0.407,-58.7987,0.2324,freeman_2
6860.5,92.566,1.266,2.137,0.385,-59.9773,0.2324,freeman_2
6861.0,96.691,1.397,2.146,0.405,-62.7273,0.2324,freeman_2
6861.5,97.052,1.476,2.157,0.446,-62.968,0.2324,freeman_2
6862.0,95.366,1.469,2.159,0.481,-61.844,0.2324,freeman_2
6862.5,92.104,1.38,2.148,0.398,-59.6693,0.2324,freeman_2
6863.0,88.35,1.207,2.128,0.404,-57.1667,0.2324,freeman_2
6863.5,87.962,1.146,2.119,0.432,-56.908,0.2324,freeman_2
6864.0,85.222,1.225,2.131,0.416,-55.0813,0.2324,freeman_2
6864.5,84.684,1.413,2.148,0.44,-54.7227,0.2324,freeman_2
6865.0,85.506,1.401,2.154,0.416,-55.2707,0.2324,freeman_2
6865.5,88.563,1.299,2.147,0.439,-57.3087,0.2324,freeman_2
6866.0,91.157,1.298,2.139,0.449,-59.038,0.2324,freeman_2
6866.5,90.998,1.39,2.138,0.508,-58.932,0.2324,freeman_2
6867.0,85.865,1.457,2.14,0.574,-55.51,0.2324,freeman_2
6867.5,79.152,1.461,2.136,0.437,-51.0347,0.2324,freeman_2
6868.0,68.625,1.19,2.121,0.346,-57.2112,380.47,freeman_2
6868.5,59.752,0.92,2.094,0.316,-49.5621,551.257,freeman_2
6869.0,62.811,0.821,2.072,0.358,-52.1991,755.178,freeman_2
6869.5,71.335,0.979,2.069,0.389,-59.5474,783.014,freeman_2
6870.0,83.878,1.175,2.087,0.417,-54.1853,0.2324,freeman_2
6870.5,89.664,1.344,2.112,0.4,-58.0427,0.2324,freeman_2
6871.0,91.346,1.387,2.136,0.438,-59.164,0.2324,freeman_2
6871.5,93.839,1.423,2.157,0.449,-60.826,0.2324,freeman_2
6872.0,93.025,1.454,2.173,0.495,-60.2833,0.2324,freeman_2
6872.5,89.39,1.493,2.183,0.461,-57.86,0.2324,freeman_2
6873.0,82.915,1.549,2.177,0.419,-53.5433,0.2324,freeman_2
6873.5,74.475,1.408,2.144,0.415,-62.2543,273.925,freeman_2
6874.0,67.335,1.128,2.09,0.378,-56.0991,585.376,freeman_2
6874.5,59.834,0.929,2.044,0.406,-49.6328,1069.55,freeman_2
6875.0,65.718,0.919,2.041,0.413,-54.7052,1069.55,freeman_2
6875.5,74.268,1.084,2.081,0.557,-62.0759,0.2324,freeman_2
6876.0,83.344,1.306,2.129,0.638,-53.8293,0.2324,freeman_2
6876.5,89.214,1.413,2.153,0.54,-57.7427,0.2324,freeman_2
6877.0,91.614,1.32,2.155,0.503,-59.3427,0.2324,freeman_2
6877.5,90.03,1.208,2.154,0.456,-58.2867,0.2324,freeman_2
6878.0,89.929,1.24,2.162,0.503,-58.2193,0.2324,freeman_2
6878.5,89.144,1.391,2.169,0.439,-57.696,0.2324,freeman_2
6879.0,90.788,1.549,2.167,0.432,-58.792,0.2324,freeman_2
6879.5,91.844,1.494,2.156,0.463,-59.496,0.2324,freeman_2
6880.0,93.538,1.391,2.14,0.498,-60.6253,0.2324,freeman_2
6880.5,94.534,1.338,2.127,0.523,-61.2893,0.2324,freeman_2
6881.0,91.709,1.32,2.12,0.473,-59.406,0.2324,freeman_2
6881.5,92.664,1.291,2.123,0.451,-60.0427,0.2324,freeman_2
6882.0,91.57,1.244,2.131,0.443,-59.3133,0.2324,freeman_2
6882.5,93.131,1.273,2.141,0.44,-60.354,0.2324,freeman_2
6883.0,93.961,1.331,2.149,0.42,-60.9073,0.2324,freeman_2
6883.5,95.084,1.382,2.152,0.416,-61.656,0.2324,freeman_2
6884.0,92.93,1.393,2.148,0.428,-60.22,0.2324,freeman_2
6884.5,88.921,1.33,2.141,0.444,-57.5473,0.2324,freeman_2
6885.0,94.262,1.318,2.135,0.433,-61.108,0.2324,freeman_2
6885.5,92.707,1.33,2.136,0.489,-60.0713,0.2324,freeman_2
6886.0,95.036,1.43,2.141,0.479,-61.624,0.2324,freeman_2
6886.5,89.768,1.515,2.147,0.47,-58.112,0.2324,freeman_2
6887.0,94.867,1.563,2.153,0.438,-61.5113,0.2324,freeman_2
6887.5,100.994,1.572,2.158,0.449,-65.596,0.2324,freeman_2
6888.0,103.006,1.562,2.161,0.45,-66.9373,0.2324,freeman_2
6888.5,101.65,1.516,2.16,0.463,-66.0333,0.2324,freeman_2
6889.0,95.91,1.457,2.153,0.462,-62.2067,0.2324,freeman_2
6889.5,90.089,1.389,2.144,0.431,-58.326,0.2324,freeman_2
6890.0,86.095,1.404,2.132,0.4,-55.6633,0.2324,freeman_2
6890.5,84.626,1.301,2.117,0.356,-54.684,0.2324,freeman_2
6891.0,87.08,1.205,2.105,0.379,-56.32,0.2324,freeman_2
6891.5,86.38,1.209,2.112,0.367,-55.8533,0.2324,freeman_2
6892.0,80.266,1.332,2.134,0.38,-51.7773,0.2324,freeman_2
6892.5,77.926,1.369,2.148,0.353,-50.2173,0.2324,freeman_2
6893.0,75.598,1.304,2.137,0.371,-48.6653,0.2324,freeman_2
6893.5,76.277,1.195,2.107,0.349,-49.118,0.2324,freeman_2
6894.0,67.578,1.094,2.078,0.322,-56.3086,688.068,freeman_2
6894.5,64.589,0.974,2.067,0.299,-53.7319,807.993,freeman_2
6895.0,63.415,0.983,2.07,0.331,-52.7198,769.537,freeman_2
6895.5,71.3,1.047,2.077,0.38,-59.5172,0.2324,freeman_2
6896.0,75.08,1.101,2.079,0.398,-48.32,0.2324,freeman_2
6896.5,78.134,1.074,2.079,0.398,-50.356,0.2324,freeman_2
6897.0,78.012,1.037,2.076,0.36,-50.2747,0.2324,freeman_2
6897.5,81.949,1.041,2.073,0.356,-52.8993,0.2324,freeman_2
6898.0,80.658,1.094,2.073,0.371,-52.0387,0.2324,freeman_2
6898.5,79.159,1.135,2.077,0.369,-51.0393,0.2324,freeman_2
6899.0,75.717,1.154,2.078,0.365,-48.7447,0.2324,freeman_2
6899.5,73.195,1.118,2.07,0.338,-61.1509,0.2324,freeman_2
6900.0,67.701,1.088,2.061,0.304,-56.4147,880.079,freeman_2
6900.5,63.973,0.959,2.062,0.296,-53.2009,859.348,freeman_2
6901.0,64.202,0.925,2.078,0.291,-53.3983,697.513,freeman_2
6901.5,70.116,0.981,2.092,0.331,-58.4966,0.2324,freeman_2
6902.0,74.155,1.043,2.09,0.345,-61.9784,0.2324,freeman_2
6902.5,74.613,1.008,2.069,0.34,-62.3733,786.141,freeman_2
6903.0,70.707,0.954,2.047,0.333,-59.006,1069.55,freeman_2
6903.5,67.057,0.909,2.041,0.343,-55.8595,1069.55,freeman_2
6904.0,65.73,0.944,2.049,0.381,-54.7155,1034.3,freeman_2
6904.5,64.97,0.975,2.057,0.377,-54.0603,934.32,freeman_2
6905.0,69.773,0.972,2.058,0.39,-58.2009,0.2324,freeman_2
6905.5,76.471,0.955,2.066,0.394,-49.2473,0.2324,freeman_2
6906.0,80.428,1.055,2.081,0.421,-51.8853,0.2324,freeman_2
6906.5,76.746,1.134,2.089,0.384,-49.4307,0.2324,freeman_2
6907.0,76.942,1.043,2.084,0.365,-49.5613,0.2324,freeman_2
6907.5,76.373,1.008,2.079,0.334,-49.182,686.773,freeman_2
6908.0,76.225,1.054,2.079,0.315,-49.0833,683.105,freeman_2
6908.5,72.007,1.012,2.078,0.337,-60.1267,693.524,freeman_2
6909.0,74.076,0.944,2.073,0.382,-61.9103,0.2324,freeman_2
6909.5,84.074,0.945,2.073,0.403,-54.316,0.2324,freeman_2
6910.0,86.891,1.019,2.079,0.399,-56.194,0.2324,freeman_2
6910.5,82.957,1.089,2.085,0.408,-53.5713,0.2324,freeman_2
6911.0,73.392,1.092,2.083,0.402,-61.3207,0.2324,freeman_2
6911.5,66.042,1.069,2.076,0.398,-54.9845,714.182,freeman_2
6912.0,62.149,1.001,2.072,0.356,-51.6284,756.736,freeman_2
6912.5,66.195,0.939,2.079,0.355,-55.1164,680.221,freeman_2
6913.0,74.203,0.957,2.094,0.353,-62.0198,553.929,freeman_2
6913.5,74.895,1.073,2.103,0.371,-62.6164,0.2324,freeman_2
6914.0,69.715,1.133,2.101,0.39,-58.1509,117.733,freeman_2
6914.5,53.418,1.041,2.09,0.422,-44.1017,117.733,freeman_2
6915.0,44.616,0.962,2.079,0.412,-36.5138,117.733,freeman_2
6915.5,38.128,0.942,2.077,0.386,-30.9207,2556.45,freeman_2
6916.0,37.543,0.946,2.08,0.336,-30.4164,2505.97,freeman_2
6916.5,40.694,0.955,2.084,0.309,-33.1328,2462.3701,freeman_2
6917.0,42.58,0.949,2.083,0.307,-34.7586,2472.2,freeman_2
6917.5,39.303,0.926,2.082,0.304,-31.9336,2488.9299,freeman_2
6918.0,40.02,0.901,2.084,0.317,-32.5517,2453.8401,freeman_2
6918.5,44.314,0.881,2.093,0.324,-36.2534,2343.3,freeman_2
6919.0,56.121,0.853,2.105,0.34,-46.4319,2199.5901,freeman_2
6919.5,61.438,0.869,2.113,0.387,-51.0155,117.733,freeman_2
6920.0,66.301,0.926,2.111,0.414,-55.2078,0.2324,freeman_2
6920.5,67.824,0.978,2.103,0.42,-56.5207,0.2324,freeman_2
6921.0,66.643,0.975,2.093,0.357,-55.5026,557.07,freeman_2
6921.5,66.067,0.896,2.092,0.347,-55.006,570.815,freeman_2
6922.0,67.261,0.889,2.103,0.366,-56.0353,487.585,freeman_2
6922.5,74.59,1.031,2.121,0.424,-62.3534,0.2324,freeman_2
6923.0,83.672,1.313,2.13,0.464,-54.048,0.2324,freeman_2
6923.5,90.371,1.472,2.124,0.484,-58.514,0.2324,freeman_2
7047.0,96.05,1.579,2.174,0.486,-62.3,0.2324,freeman_2
7047.5,87.878,1.667,2.174,0.483,-56.852,0.2324,freeman_2
7048.0,83.41,1.811,2.167,0.465,-53.8733,0.2324,freeman_2
7048.5,78.009,2.03,2.155,0.417,-50.2727,234.745,freeman_2
7049.0,70.891,2.366,2.135,0.368,-59.1647,312.11,freeman_2
7049.5,65.853,2.606,2.113,0.336,-54.8216,424.59,freeman_2
7050.0,68.998,2.564,2.102,0.343,-57.5328,492.571,freeman_2
7050.5,72.914,2.181,2.105,0.374,-60.9086,471.717,freeman_2
7051.0,80.941,1.738,2.112,0.399,-52.2273,431.59,freeman_2
7051.5,85.185,1.414,2.111,0.462,-55.0567,0.2324,freeman_2
7052.0,91.484,1.269,2.102,0.44,-59.256,0.2324,freeman_2
7052.5,91.79,1.259,2.095,0.492,-59.46,0.2324,freeman_2
7140.0,94.345,1.108,2.214,0.642,-61.1633,0.2324,freeman_2
7140.5,97.734,0.985,2.191,0.516,-63.4227,0.2324,freeman_2
7141.0,96.849,0.941,2.159,0.463,-62.8327,0.2324,freeman_2
7141.5,89.598,1.106,2.143,0.401,-57.9987,277.278,freeman_2
7142.0,79.704,1.461,2.148,0.305,-51.4027,260.211,freeman_2
7142.5,77.89,1.809,2.157,0.298,-50.1933,230.811,freeman_2
7143.0,78.056,2.065,2.169,0.306,-50.304,194.527,freeman_2
7143.5,77.887,2.156,2.199,0.387,-50.1913,0.2324,freeman_2
7144.0,78.687,2.306,2.24,0.4,-50.7247,0.2324,freeman_2
7144.5,82.009,2.366,2.264,0.431,-52.9393,0.2324,freeman_2
7145.0,85.908,2.19,2.258,0.456,-55.5387,0.2324,freeman_2
7145.5,91.489,1.992,2.228,0.423,-59.2593,0.2324,freeman_2
7440.0,99.295,1.401,2.197,0.451,-64.4633,0.2324,freeman_2
7440.5,94.767,1.434,2.189,0.424,-61.4447,0.2324,freeman_2
7441.0,86.154,1.427,2.175,0.451,-55.7027,0.2324,freeman_2
7441.5,78.499,1.391,2.155,0.413,-50.5993,234.71,freeman_2
7442.0,68.765,1.346,2.138,0.406,-57.3319,298.854,freeman_2
7442.5,59.928,1.247,2.128,0.347,-49.7138,345.333,freeman_2
7443.0,59.318,1.184,2.124,0.363,-49.1879,361.843,freeman_2
7443.5,69.687,1.153,2.129,0.37,-58.1267,337.195,freeman_2
7444.0,81.321,1.32,2.149,0.402,-52.4807,255.509,freeman_2
7444.5,92.575,1.747,2.184,0.399,-59.9833,0.2324,freeman_2
7445.0,98.099,2.2,2.22,0.391,-63.666,0.2324,freeman_2
7445.5,103.418,2.035,2.24,0.391,-67.212,0.2324,freeman_2
7480.0,99.399,1.836,2.227,0.464,-64.5327,0.2324,freeman_2
7480.5,101.463,1.845,2.233,0.474,-65.9087,0.2324,freeman_2
7481.0,100.743,1.866,2.229,0.472,-65.4287,0.2324,freeman_2
7481.5,100.352,1.923,2.226,0.412,-65.168,0.2324,freeman_2
7482.0,98.266,1.997,2.23,0.394,-63.7773,0.2324,freeman_2
7482.5,101.991,2.059,2.236,0.422,-66.2607,0.2324,freeman_2
7483.0,97.534,2.119,2.238,0.402,-63.2893,117.733,freeman_2
7483.5,95.741,2.049,2.235,0.363,-62.094,117.733,freeman_2
7484.0,88.148,1.94,2.235,0.36,-57.032,117.733,freeman_2
7484.5,85.967,1.863,2.233,0.383,-55.578,117.733,freeman_2
7485.0,76.487,1.726,2.205,0.404,-49.258,1282.25,freeman_2
7485.5,70.926,1.548,2.146,0.367,-59.1948,1757.78,freeman_2
7486.0,59.306,1.476,2.108,0.345,-49.1776,2166.3,freeman_2
7486.5,53.179,1.541,2.139,0.316,-43.8957,1833.24,freeman_2
7487.0,51.237,1.552,2.214,0.286,-42.2216,1226.05,freeman_2
7487.5,54.887,1.449,2.27,0.3,-45.3681,907.367,freeman_2
7488.0,64.114,1.337,2.275,0.323,-53.3224,880.462,freeman_2
7488.5,78.379,1.321,2.243,0.369,-50.5193,117.733,freeman_2
7489.0,87.281,1.416,2.206,0.399,-56.454,117.733,freeman_2
7489.5,99.255,1.568,2.185,0.428,-64.4367,117.733,freeman_2
7576.0,96.343,1.32,2.132,0.52,-62.4953,117.733,freeman_2
7576.5,89.515,1.443,2.125,0.422,-57.9433,117.733,freeman_2
7577.0,82.548,1.736,2.122,0.397,-53.2987,1753.92,freeman_2
7577.5,71.727,2.255,2.119,0.35,-59.8853,1785.11,freeman_2
7578.0,66.613,2.849,2.123,0.384,-55.4767,1742.58,freeman_2
7578.5,63.927,3.357,2.136,0.385,-53.1612,1636.87,freeman_2
7579.0,59.16,3.862,2.139,0.395,-49.0517,1606.97,freeman_2
7579.5,54.011,4.777,2.132,0.357,-44.6129,1669.0,freeman_2
7580.0,53.845,6.104,2.127,0.37,-44.4698,1714.39,freeman_2
7580.5,54.492,7.185,2.132,0.391,-45.0276,1671.36,freeman_2
7581.0,56.922,8.381,2.135,0.403,-47.1224,1640.42,freeman_2
7581.5,52.345,11.688,2.126,0.365,-43.1767,1718.63,freeman_2
7582.0,46.707,15.223,2.11,0.356,-38.3164,1864.99,freeman_2
7582.5,44.381,12.803,2.101,0.336,-36.3112,1957.0601,freeman_2
7583.0,47.568,8.079,2.106,0.357,-39.0586,1900.47,freeman_2
7583.5,59.035,5.34,2.127,0.372,-48.944,1708.73,freeman_2
7584.0,70.817,3.918,2.151,0.431,-59.1009,117.733,freeman_2
7584.5,74.089,3.262,2.161,0.411,-61.9216,117.733,freeman_2
7585.0,76.968,3.013,2.161,0.379,-49.5787,117.733,freeman_2
7585.5,74.112,3.031,2.166,0.372,-61.9414,117.733,freeman_2
7586.0,77.726,3.035,2.178,0.356,-50.084,0.2324,freeman_2
7586.5,76.857,2.923,2.178,0.341,-49.5047,126.088,freeman_2
7587.0,79.359,2.855,2.159,0.343,-51.1727,161.935,freeman_2
7587.5,83.22,2.558,2.135,0.403,-53.7467,0.2324,freeman_2
7588.0,91.038,2.18,2.125,0.479,-58.9587,0.2324,freeman_2
7588.5,96.2,1.962,2.127,0.48,-62.4,0.2324,freeman_2
7589.0,100.44,2.026,2.133,0.477,-65.2267,0.2324,freeman_2
7589.5,103.948,2.107,2.14,0.453,-67.5653,0.2324,freeman_2
7590.0,105.319,2.085,2.154,0.484,-68.4793,0.2324,freeman_2
7590.5,102.578,1.937,2.176,0.508,-66.652,0.2324,freeman_2
8846.0,119.379,1.852,2.289,0.4,-77.8527,32.9396,freeman_2
8846.5,119.061,1.975,2.3,0.4,-77.6407,35.3281,freeman_2
8847.0,117.366,2.027,2.298,0.431,-76.5107,35.6896,freeman_2
8847.5,114.393,1.976,2.292,0.403,-74.5287,37.4858,freeman_2
8848.0,113.028,2.035,2.286,0.406,-73.6187,0.2324,freeman_2
8848.5,112.793,2.079,2.266,0.404,-73.462,0.2324,freeman_2
8849.0,106.731,2.088,2.217,0.428,-69.4207,0.2324,freeman_2
8849.5,111.435,1.907,2.158,0.396,-72.5567,0.2324,freeman_2
8850.0,120.877,1.781,2.133,0.389,-78.8513,0.2324,freeman_2
8850.5,117.603,1.857,2.15,0.378,-76.6687,0.2324,freeman_2
8851.0,123.821,1.947,2.175,0.421,-80.814,0.2324,freeman_2
8851.5,125.685,1.93,2.193,0.425,-82.0567,0.2324,freeman_2
8852.0,126.953,1.85,2.213,0.42,-82.902,68.8457,freeman_2
8852.5,123.995,1.962,2.238,0.402,-80.93,178.515,freeman_2
8853.0,122.148,2.004,2.261,0.395,-79.6987,278.812,freeman_2
8853.5,121.09,2.009,2.276,0.379,-78.9933,205.102,freeman_2
8854.0,127.647,1.993,2.272,0.349,-83.3647,114.766,freeman_2
8854.5,120.415,2.027,2.257,0.357,-78.5433,0.2324,freeman_2
8876.5,106.348,2.137,2.287,0.358,-69.1653,117.733,freeman_2
8877.0,106.049,2.03,2.305,0.357,-68.966,755.234,freeman_2
8877.5,110.305,1.986,2.328,0.405,-71.8033,740.039,freeman_2
8878.0,115.486,1.95,2.341,0.394,-75.2573,727.613,freeman_2
8878.5,117.466,1.816,2.337,0.399,-76.5773,708.303,freeman_2
8879.0,123.175,1.699,2.322,0.409,-80.3833,662.098,freeman_2
8879.5,117.538,1.695,2.304,0.44,-76.6253,600.647,freeman_2
8880.0,122.4,1.831,2.284,0.454,-79.8667,562.934,freeman_2
8880.5,117.881,1.895,2.266,0.468,-76.854,551.355,freeman_2
8881.0,121.059,1.85,2.262,0.481,-78.9727,541.136,freeman_2
8881.5,117.3,1.797,2.278,0.459,-76.4667,532.405,freeman_2
8882.0,117.48,1.806,2.297,0.41,-76.5867,535.671,freeman_2
8882.5,120.827,1.787,2.293,0.389,-78.818,546.438,freeman_2
