DEPTH(m),CALI,GR,RESD,RESM,DENSITY,NEUTRON,DTC,DTS
2985.973,13.107,77.885,1.982,2.204,2.173,0.26,103.958,224.043
2986.125,13.167,77.07,2.103,2.361,2.197,0.254,103.245,228.921
2986.278,13.403,85.629,2.213,2.505,2.243,0.278,104.746,234.281
2986.43,13.548,97.907,1.924,2.145,2.287,0.356,108.158,236.3
2986.583,13.415,108.408,1.619,1.773,2.308,0.399,114.583,237.324
2986.735,13.264,116.171,1.486,1.616,2.304,0.444,114.869,239.984
2986.888,13.266,119.803,1.399,1.515,2.302,0.445,115.156,244.855
2987.04,13.336,123.163,1.3,1.403,2.307,0.434,115.442,249.358
2987.192,13.42,121.959,1.193,1.282,2.312,0.446,115.01,250.315
2987.345,13.534,123.558,1.13,1.211,2.315,0.452,115.143,246.998
2987.497,13.58,121.815,1.109,1.189,2.325,0.461,103.171,241.491
2987.65,13.464,119.893,1.142,1.228,2.371,0.427,96.53,234.617
2987.802,13.298,115.559,1.205,1.304,2.444,0.4,96.53,229.387
2987.954,13.221,109.995,1.252,1.361,2.504,0.384,96.53,227.468
2988.107,13.198,110.839,1.281,1.398,2.51,0.369,103.88,226.137
2988.259,13.177,107.926,1.279,1.398,2.47,0.383,108.096,224.428
2988.412,13.195,112.602,1.26,1.377,2.424,0.407,109.808,223.405
2988.564,13.288,108.966,1.252,1.371,2.39,0.432,107.705,224.326
2988.716,13.415,112.894,1.269,1.395,2.375,0.421,107.539,226.003
2988.869,13.559,112.731,1.275,1.405,2.374,0.396,106.367,227.226
2989.021,13.686,114.06,1.279,1.413,2.383,0.374,106.354,227.519
2989.174,13.742,118.631,1.269,1.403,2.39,0.377,107.412,227.238
2989.326,13.741,124.196,1.257,1.389,2.39,0.384,106.966,227.064
2989.479,13.731,125.683,1.272,1.41,2.385,0.37,108.852,227.197
2989.631,13.714,121.948,1.217,1.344,2.38,0.389,109.138,227.503
2989.783,13.676,117.802,1.266,1.405,2.378,0.393,109.425,227.873
2989.936,13.621,118.344,1.3,1.449,2.378,0.43,109.711,228.008
2990.088,13.605,117.127,1.234,1.368,2.384,0.416,107.858,227.877
2990.24,13.677,110.013,1.246,1.382,2.393,0.409,107.002,227.749
2990.393,13.823,108.901,1.292,1.44,2.399,0.396,105.397,227.546
2990.545,13.936,109.733,1.354,1.517,2.4,0.375,105.544,226.738
2990.698,13.952,112.368,1.363,1.528,2.397,0.386,105.352,224.102
2990.85,13.872,115.576,1.335,1.492,2.396,0.366,105.365,220.663
2991.002,13.724,111.993,1.313,1.464,2.395,0.383,103.564,218.594
2991.155,13.586,114.869,1.301,1.448,2.393,0.375,102.035,218.027
2991.307,13.484,109.911,1.328,1.482,2.386,0.373,102.881,218.223
2991.46,13.395,110.454,1.345,1.501,2.381,0.359,103.229,218.864
2991.612,13.361,112.432,1.351,1.508,2.378,0.344,102.946,219.396
2991.764,13.41,115.103,1.341,1.496,2.377,0.34,103.271,219.677
2991.917,13.517,117.904,1.34,1.494,2.377,0.352,104.219,220.245
2992.069,13.657,113.822,1.389,1.554,2.381,0.359,104.694,221.802
2992.222,13.75,113.596,1.486,1.676,2.39,0.38,105.088,224.079
2992.374,13.775,111.951,1.571,1.784,2.4,0.373,105.345,225.674
2992.526,13.723,116.885,1.357,1.513,2.399,0.391,106.572,226.916
2992.679,13.56,114.704,1.203,1.323,2.392,0.388,108.083,228.475
2992.831,13.372,112.321,1.235,1.362,2.384,0.373,109.229,229.551
2992.984,13.264,108.158,1.245,1.374,2.378,0.369,111.068,229.089
2993.136,13.268,107.147,1.239,1.366,2.374,0.373,111.045,225.742
2993.288,13.315,109.93,1.212,1.334,2.375,0.382,109.359,219.064
2993.441,13.394,113.262,1.317,1.463,2.383,0.385,106.234,212.155
2993.593,13.514,117.072,1.337,1.488,2.394,0.36,104.499,207.795
2993.746,13.649,120.114,1.359,1.515,2.401,0.343,103.389,206.334
2993.898,13.786,121.05,1.423,1.597,2.403,0.315,102.461,207.904
2994.05,13.798,119.837,1.465,1.651,2.401,0.324,101.966,211.203
2994.203,13.649,119.039,1.485,1.676,2.399,0.354,101.471,214.819
2994.355,13.527,118.734,1.492,1.688,2.397,0.341,101.885,218.219
2994.508,13.486,119.922,1.471,1.662,2.395,0.357,103.968,218.498
2994.66,13.501,116.327,1.477,1.671,2.389,0.362,106.885,218.777
2994.812,13.52,113.746,1.404,1.58,2.379,0.406,110.853,219.057
2994.965,13.614,116.326,1.347,1.508,2.37,0.417,110.915,219.336
2995.117,13.737,124.913,1.304,1.456,2.368,0.425,111.797,219.615
2995.27,13.771,131.507,1.315,1.47,2.38,0.401,107.891,219.894
2995.422,13.716,125.229,1.379,1.55,2.397,0.36,105.739,220.173
2995.574,13.563,116.969,1.413,1.595,2.411,0.325,103.271,220.452
2995.727,13.403,110.743,1.392,1.569,2.415,0.314,101.735,220.732
2995.879,13.295,112.19,1.414,1.599,2.416,0.329,101.185,221.011
2996.031,13.213,106.608,1.434,1.625,2.415,0.316,100.544,221.29
2996.184,13.207,102.745,1.399,1.582,2.412,0.338,98.841,221.569
2996.336,13.283,103.549,1.406,1.591,2.407,0.338,97.653,221.848
2996.489,13.381,109.267,1.455,1.655,2.406,0.355,97.881,222.127
2996.641,13.501,108.161,1.443,1.641,2.406,0.345,98.18,222.407
2996.794,13.57,106.54,1.439,1.637,2.405,0.358,99.378,222.686
2996.946,13.516,105.192,1.473,1.683,2.405,0.371,99.57,222.965
2997.098,13.347,110.543,1.465,1.673,2.407,0.359,98.906,223.244
2997.251,13.135,108.584,1.426,1.623,2.411,0.322,97.067,223.523
2997.403,12.94,108.268,1.412,1.605,2.414,0.32,97.936,223.802
2997.556,12.804,107.38,1.457,1.663,2.412,0.322,97.259,224.081
2997.708,12.737,106.825,1.504,1.724,2.409,0.35,99.808,224.361
2997.86,12.761,112.051,1.536,1.766,2.406,0.337,100.713,224.64
2998.013,12.826,112.281,1.564,1.803,2.4,0.341,102.275,224.919
2998.165,12.903,120.46,1.557,1.792,2.39,0.339,103.604,225.198
2998.318,12.97,121.731,1.524,1.749,2.381,0.336,106.224,225.477
2998.47,12.938,124.992,1.515,1.737,2.375,0.357,106.999,225.757
2998.622,12.76,122.733,1.515,1.738,2.369,0.351,107.441,226.036
2998.775,12.573,121.67,1.511,1.735,2.36,0.377,110.521,226.315
2998.927,12.468,119.222,1.467,1.677,2.352,0.37,108.21,226.594
2999.08,12.441,115.568,1.412,1.607,2.348,0.38,108.369,226.873
2999.232,12.499,111.62,1.362,1.545,2.349,0.411,107.962,227.152
2999.385,12.62,115.074,1.326,1.5,2.358,0.424,106.598,227.432
2999.537,12.727,116.267,1.367,1.554,2.369,0.453,104.954,227.423
2999.689,12.788,120.03,1.459,1.675,2.371,0.403,102.331,227.482
2999.842,12.843,115.464,1.378,1.57,2.366,0.395,103.223,227.565
2999.994,12.917,118.197,1.224,1.372,2.366,0.365,106.722,228.394
3000.146,12.941,112.694,1.128,1.253,2.369,0.368,110.573,232.886
3000.299,12.858,112.017,1.096,1.212,2.368,0.384,112.617,243.94
3000.451,12.731,107.059,1.03,1.131,2.358,0.405,115.889,257.897
3000.604,12.623,107.164,0.959,1.046,2.348,0.431,116.393,268.078
3000.756,12.476,101.348,0.9,0.974,2.337,0.417,116.934,273.888
3000.908,12.358,100.344,0.872,0.941,2.329,0.403,117.624,276.759
3001.061,12.368,101.83,0.883,0.953,2.318,0.417,117.721,276.473
3001.213,12.484,104.451,0.885,0.955,2.321,0.455,116.162,275.029
3001.365,12.642,101.266,0.898,0.97,2.341,0.453,117.061,275.008
3001.518,12.858,102.217,0.913,0.987,2.355,0.436,117.585,275.444
3001.67,13.008,105.829,0.914,0.989,2.351,0.394,120.827,274.927
3001.823,13.057,107.696,0.893,0.964,2.344,0.402,120.638,273.791
3001.975,13.052,105.353,0.877,0.946,2.348,0.379,120.335,271.775
3002.128,12.951,103.282,0.86,0.927,2.349,0.395,119.945,267.705
3002.28,12.729,102.171,0.85,0.916,2.338,0.45,118.6,262.653
3002.432,12.55,98.302,0.85,0.916,2.332,0.476,116.178,259.958
3002.585,12.471,94.699,0.892,0.967,2.347,0.468,115.277,259.977
3002.737,12.508,96.097,0.936,1.02,2.361,0.415,113.825,260.928
3002.89,12.642,102.163,0.898,0.976,2.359,0.421,114.17,261.792
3003.042,12.714,106.954,0.879,0.956,2.344,0.434,114.372,262.722
3003.194,12.762,108.635,0.873,0.95,2.329,0.428,115.133,263.31
3003.347,12.804,111.258,0.856,0.932,2.323,0.444,116.387,262.422
3003.499,12.778,112.114,0.853,0.93,2.316,0.442,115.964,260.243
3003.652,12.699,109.295,0.864,0.945,2.31,0.494,116.686,257.855
3003.804,12.588,105.628,0.89,0.979,2.314,0.466,115.827,255.365
3003.956,12.468,100.961,0.909,1.004,2.33,0.451,113.932,253.447
3004.109,12.423,109.643,0.933,1.036,2.347,0.423,113.822,253.12
3004.261,12.489,113.698,0.977,1.093,2.354,0.424,111.8,256.452
3004.414,12.58,121.679,1.009,1.135,2.349,0.473,110.983,262.805
3004.566,12.633,116.048,1.047,1.186,2.345,0.467,112.279,266.857
3004.719,12.672,114.791,1.068,1.216,2.34,0.528,113.506,268.375
3004.871,12.704,108.334,1.052,1.197,2.34,0.518,112.822,268.571
3005.023,12.749,109.486,1.023,1.162,2.346,0.527,113.965,267.484
3005.176,12.77,108.373,0.972,1.098,2.348,0.496,113.838,266.857
3005.328,12.682,114.843,0.971,1.097,2.345,0.478,113.975,267.146
3005.48,12.582,110.298,1.025,1.167,2.338,0.476,114.043,267.112
3005.633,12.536,113.108,1.032,1.176,2.331,0.458,113.939,265.896
3005.785,12.533,102.28,0.984,1.114,2.328,0.446,114.072,263.614
3005.938,12.558,105.557,0.968,1.092,2.324,0.463,111.953,260.606
3006.09,12.577,98.208,1.005,1.139,2.32,0.466,111.865,257.708
3006.242,12.543,104.744,1.115,1.28,2.326,0.492,111.403,255.612
3006.395,12.472,105.041,1.091,1.248,2.351,0.465,110.215,253.72
3006.547,12.474,106.285,1.127,1.294,2.377,0.422,110.505,251.676
3006.7,12.525,108.972,1.196,1.383,2.393,0.391,109.795,249.684
3006.852,12.548,111.672,1.142,1.309,2.394,0.393,111.302,249.724
3007.004,12.552,115.939,1.058,1.198,2.389,0.408,110.104,252.58
3007.157,12.547,113.146,1.056,1.194,2.375,0.406,111.755,256.25
3007.309,12.553,104.95,1.109,1.26,2.354,0.406,113.223,258.366
3007.462,12.576,109.581,1.14,1.3,2.343,0.409,113.294,258.517
3007.614,12.623,113.497,1.026,1.154,2.348,0.396,114.222,258.449
3007.766,12.713,120.741,0.913,1.011,2.35,0.392,115.381,258.793
3007.919,12.809,109.56,0.942,1.044,2.349,0.406,113.743,258.221
3008.071,12.849,104.644,0.999,1.115,2.356,0.447,113.877,256.007
3008.224,12.901,103.262,1.058,1.187,2.381,0.441,112.995,253.008
3008.376,12.912,109.779,1.082,1.216,2.403,0.461,113.597,250.371
3008.528,12.857,109.031,1.125,1.27,2.409,0.446,113.031,249.723
3008.681,12.796,111.632,1.076,1.207,2.408,0.447,112.542,253.79
3008.833,12.801,115.46,1.054,1.178,2.406,0.424,113.903,261.352
3008.986,12.9,123.48,1.039,1.158,2.393,0.424,115.553,267.034
3009.138,12.965,124.461,1.004,1.114,2.366,0.45,115.931,269.476
3009.29,12.966,121.61,0.95,1.046,2.329,0.454,118.327,271.041
3009.443,13.001,121.285,0.916,1.005,2.297,0.429,120.55,272.007
3009.595,13.013,123.253,0.9,0.984,2.284,0.428,119.971,271.131
3009.748,13.06,120.619,0.899,0.983,2.295,0.415,118.721,269.159
3009.9,13.174,113.56,0.911,0.996,2.321,0.421,118.561,267.484
3010.052,13.249,113.067,0.915,1.0,2.339,0.438,117.536,266.366
3010.205,13.338,113.787,0.911,0.994,2.335,0.449,116.507,265.397
3010.357,13.413,118.867,0.963,1.054,2.325,0.468,116.149,263.66
3010.51,13.409,113.581,1.038,1.143,2.329,0.451,116.133,261.923
3010.662,13.37,110.257,1.011,1.109,2.345,0.45,115.221,260.941
3010.814,13.343,107.632,0.934,1.015,2.354,0.449,114.447,260.491
3010.967,13.373,111.244,0.93,1.01,2.342,0.437,117.106,261.418
3011.119,13.425,118.161,0.94,1.019,2.326,0.438,116.715,263.21
3011.271,13.448,119.169,0.919,0.993,2.316,0.423,116.527,264.347
3011.424,13.417,117.91,0.977,1.06,2.316,0.441,113.685,262.726
3011.576,13.365,113.093,0.968,1.047,2.333,0.433,114.954,260.665
3011.729,13.222,110.431,0.934,1.006,2.367,0.449,114.274,259.445
3011.881,13.134,110.571,0.938,1.008,2.396,0.435,111.833,256.152
3012.034,13.118,111.131,0.963,1.035,2.397,0.432,112.041,249.212
3012.186,13.13,115.214,1.014,1.092,2.383,0.404,109.788,242.136
3012.338,13.179,112.433,1.018,1.095,2.386,0.362,105.449,237.298
3012.491,13.241,108.688,1.029,1.107,2.406,0.349,104.613,232.286
3012.643,13.375,110.118,1.165,1.263,2.418,0.366,104.632,229.952
3012.796,13.479,115.44,1.37,1.504,2.405,0.376,108.893,231.691
3012.948,13.252,121.735,1.326,1.448,2.384,0.389,109.87,235.94
3013.1,13.051,118.62,1.208,1.306,2.374,0.377,111.191,239.878
3013.253,13.067,114.906,1.193,1.286,2.378,0.395,111.377,242.605
3013.405,13.077,113.494,1.146,1.23,2.385,0.374,110.404,244.187
3013.558,13.048,115.958,1.101,1.176,2.379,0.38,110.794,243.438
3013.71,13.061,119.138,1.058,1.126,2.359,0.376,110.055,241.117
3013.862,13.161,119.425,1.05,1.115,2.338,0.402,110.641,237.677
3014.015,13.237,118.211,1.047,1.11,2.324,0.377,110.225,231.922
3014.167,13.154,111.088,1.084,1.151,2.309,0.365,108.913,225.868
3014.32,12.995,108.903,1.152,1.227,2.298,0.338,107.679,218.362
3014.472,12.941,102.774,1.199,1.279,2.308,0.308,100.885,212.919
3014.625,12.972,105.574,1.291,1.385,2.349,0.306,98.011,214.789
3014.777,13.057,100.356,1.463,1.584,2.387,0.311,100.439,217.516
3014.929,13.168,101.921,1.823,2.02,2.405,0.349,100.716,219.054
3015.082,13.199,101.102,2.017,2.267,2.399,0.352,105.283,223.411
3015.234,12.989,105.451,1.766,1.96,2.39,0.365,110.13,231.3
3015.386,12.936,110.543,1.497,1.639,2.383,0.376,110.309,239.058
3015.539,13.118,115.607,1.285,1.392,2.377,0.396,110.029,243.615
3015.691,13.266,120.931,1.171,1.262,2.372,0.391,110.397,247.224
3015.844,13.298,123.754,1.09,1.17,2.369,0.39,111.751,250.112
3015.996,13.234,125.079,1.041,1.116,2.368,0.365,112.204,251.29
3016.148,13.151,119.578,1.005,1.076,2.364,0.361,111.624,251.99
3016.301,13.085,109.964,0.983,1.051,2.36,0.357,111.901,253.06
3016.453,13.042,108.384,0.978,1.047,2.36,0.381,111.104,253.644
3016.606,13.038,111.364,0.994,1.066,2.364,0.381,111.107,253.068
3016.758,13.136,115.816,1.012,1.086,2.361,0.387,111.224,252.528
3016.91,13.278,121.221,1.0,1.072,2.357,0.378,111.781,251.538
3017.063,13.386,120.054,1.006,1.078,2.358,0.397,111.51,249.61
3017.215,13.468,120.548,1.04,1.116,2.362,0.387,111.79,249.392
3017.368,13.517,114.718,1.036,1.111,2.371,0.387,111.904,251.98
3017.52,13.502,111.736,1.005,1.074,2.381,0.388,111.823,255.701
3017.672,13.459,114.415,0.972,1.036,2.388,0.387,112.539,256.268
3017.825,13.421,114.806,0.975,1.038,2.384,0.391,112.188,251.836
3017.977,13.323,122.251,0.982,1.046,2.373,0.334,107.067,246.449
3018.13,13.231,114.47,0.988,1.053,2.378,0.314,104.098,240.633
3018.282,13.31,110.843,1.046,1.121,2.393,0.294,101.061,231.515
3018.434,13.466,107.29,1.224,1.329,2.394,0.35,100.915,222.571
3018.587,13.454,110.221,1.487,1.65,2.373,0.375,100.817,221.27
3018.739,13.365,111.01,1.635,1.838,2.344,0.424,107.129,225.352
3018.892,13.406,107.698,1.336,1.472,2.329,0.416,109.977,230.505
3019.044,13.44,109.165,1.208,1.321,2.326,0.433,109.258,237.326
3019.196,13.466,108.509,1.205,1.32,2.334,0.392,110.27,241.714
3019.349,13.376,111.466,1.139,1.245,2.346,0.393,110.765,243.921
3019.501,13.26,113.665,1.065,1.16,2.359,0.38,111.41,246.128
3019.654,13.221,120.294,1.01,1.097,2.363,0.387,111.934,248.357
3019.806,13.268,119.896,0.974,1.056,2.363,0.387,112.266,250.956
3019.958,13.35,124.491,0.953,1.033,2.356,0.388,112.663,252.784
3020.111,13.389,124.599,0.947,1.028,2.345,0.402,113.236,252.731
3020.263,13.389,129.608,0.965,1.05,2.346,0.406,113.454,248.5
3020.416,13.417,125.654,0.948,1.03,2.354,0.425,114.043,237.2
3020.568,13.422,121.067,0.882,0.953,2.35,0.404,114.508,229.596
3020.72,13.345,105.412,0.842,0.906,2.325,0.351,110.075,228.42
3020.873,13.226,92.964,0.863,0.932,2.308,0.286,102.865,227.733
3021.025,13.195,85.618,0.945,1.029,2.319,0.258,104.303,229.421
3021.177,13.248,86.102,1.083,1.197,2.343,0.288,109.427,235.841
3021.33,13.338,97.154,1.32,1.495,2.364,0.357,115.326,242.613
3021.482,13.376,106.115,1.278,1.444,2.369,0.446,117.939,250.518
3021.635,13.372,118.025,1.117,1.242,2.359,0.451,118.063,261.18
3021.787,13.464,121.742,1.017,1.12,2.345,0.428,116.921,267.182
3021.94,13.608,128.501,0.978,1.075,2.346,0.399,116.064,266.379
3022.092,13.647,127.423,0.925,1.013,2.367,0.415,115.547,261.978
3022.244,13.604,125.387,0.84,0.912,2.391,0.448,114.753,256.096
3022.397,13.566,120.313,0.829,0.9,2.399,0.423,112.943,253.614
3022.549,13.553,117.369,0.859,0.936,2.396,0.431,112.21,254.414
3022.702,13.528,116.285,0.905,0.991,2.39,0.426,112.871,255.666
3022.854,13.499,122.176,0.959,1.057,2.386,0.441,113.389,257.089
3023.006,13.474,124.33,0.995,1.102,2.384,0.442,113.675,260.998
3023.159,13.523,124.877,1.016,1.129,2.376,0.431,113.317,264.997
3023.311,13.64,119.694,0.995,1.103,2.369,0.422,113.438,264.265
3023.464,13.745,119.051,0.99,1.098,2.365,0.409,114.014,258.992
3023.616,13.8,122.058,0.994,1.103,2.368,0.42,114.437,253.611
3023.768,13.803,118.975,0.979,1.086,2.373,0.42,114.674,252.379
3023.921,13.74,125.166,0.994,1.103,2.373,0.449,114.717,252.577
3024.073,13.647,120.155,0.996,1.107,2.373,0.432,114.639,252.535
3024.226,13.601,124.409,0.994,1.104,2.372,0.435,115.101,253.092
3024.378,13.636,114.649,0.997,1.107,2.375,0.414,114.349,255.403
3024.531,13.702,117.068,0.995,1.105,2.373,0.408,113.304,257.089
3024.683,13.758,114.983,1.005,1.118,2.372,0.414,113.952,257.703
3024.835,13.809,123.931,1.006,1.118,2.375,0.428,114.753,260.18
3024.988,13.837,124.779,1.013,1.126,2.375,0.424,114.352,262.66
3025.14,13.871,120.494,1.013,1.127,2.366,0.413,113.984,264.43
3025.292,13.949,117.65,0.996,1.106,2.356,0.392,113.49,264.593
3025.445,13.957,118.42,1.003,1.114,2.359,0.413,113.418,260.955
3025.597,13.871,124.142,1.004,1.115,2.371,0.407,113.89,255.882
3025.75,13.775,118.885,1.031,1.149,2.379,0.408,114.479,253.031
3025.902,13.726,115.899,1.077,1.207,2.379,0.408,114.313,251.535
3026.054,13.742,112.603,1.107,1.245,2.377,0.438,114.551,250.801
3026.207,13.808,117.422,1.096,1.23,2.377,0.431,116.621,252.209
3026.359,13.91,119.126,1.043,1.163,2.378,0.436,117.852,253.171
3026.512,14.003,116.111,0.985,1.091,2.377,0.402,117.897,253.523
3026.664,14.073,109.676,0.942,1.039,2.374,0.417,117.669,257.345
3026.816,14.1,108.408,0.916,1.007,2.37,0.405,117.692,262.335
3026.969,14.089,118.37,0.896,0.983,2.368,0.429,117.376,263.584
3027.121,14.11,126.137,0.866,0.946,2.366,0.43,118.308,262.937
3027.274,14.057,125.525,0.916,1.006,2.367,0.424,117.448,263.255
3027.426,13.957,119.91,0.996,1.102,2.369,0.403,116.589,263.474
3027.578,13.962,118.898,1.057,1.176,2.368,0.384,116.055,262.44
3027.731,14.026,125.375,1.09,1.217,2.362,0.388,115.518,262.332
3027.883,14.13,124.485,1.169,1.315,2.353,0.401,115.508,263.852
3028.036,14.25,122.1,1.159,1.301,2.351,0.413,115.173,265.921
3028.188,14.354,117.4,1.182,1.33,2.355,0.422,113.932,268.439
3028.34,14.414,117.82,1.093,1.219,2.359,0.408,114.518,270.805
3028.493,14.42,119.882,1.048,1.163,2.362,0.38,114.401,270.495
3028.645,14.349,118.643,1.08,1.205,2.362,0.367,115.501,268.444
3028.798,14.209,123.015,1.119,1.255,2.362,0.398,115.951,267.677
3028.95,13.982,117.716,1.119,1.255,2.364,0.442,116.706,267.886
3029.102,13.819,113.875,1.033,1.148,2.364,0.457,118.792,268.043
3029.255,13.862,110.364,1.03,1.145,2.361,0.45,120.085,268.539
3029.407,13.943,113.307,1.108,1.242,2.352,0.433,122.135,270.494
3029.56,14.01,118.969,1.083,1.212,2.339,0.429,122.799,272.978
3029.712,14.089,117.717,0.996,1.105,2.324,0.418,123.206,274.355
3029.865,14.17,120.61,0.921,1.013,2.311,0.432,122.79,274.01
3030.017,14.206,122.592,0.883,0.968,2.302,0.426,123.752,272.017
3030.169,14.146,121.889,0.972,1.076,2.301,0.432,121.03,269.466
3030.322,14.052,117.495,1.018,1.132,2.31,0.414,118.308,266.391
3030.474,13.964,119.644,1.028,1.143,2.33,0.405,116.452,264.307
3030.626,13.93,122.91,1.136,1.277,2.348,0.405,115.723,264.886
3030.779,13.956,122.545,1.217,1.378,2.361,0.421,115.137,266.748
3030.931,13.995,110.064,1.136,1.275,2.365,0.415,115.231,268.438
3031.083,14.061,103.807,1.144,1.283,2.362,0.394,113.594,268.524
3031.236,14.168,109.258,1.167,1.311,2.352,0.393,112.484,265.766
3031.388,14.284,117.391,1.193,1.343,2.344,0.397,112.321,262.974
3031.541,14.313,117.574,1.182,1.327,2.341,0.413,113.87,262.132
3031.693,14.298,114.49,1.14,1.274,2.342,0.393,114.118,261.882
3031.846,14.263,112.095,1.206,1.356,2.346,0.384,113.968,261.875
3031.998,14.172,120.024,1.177,1.318,2.351,0.382,114.163,261.194
3032.15,14.077,120.369,1.118,1.243,2.353,0.421,114.222,261.376
3032.303,14.106,122.673,1.138,1.265,2.351,0.438,113.47,263.375
3032.455,14.219,121.896,1.173,1.306,2.347,0.469,113.815,264.409
3032.608,14.242,119.562,1.131,1.252,2.345,0.45,115.505,263.761
3032.76,14.187,112.089,1.15,1.274,2.347,0.45,114.355,263.474
3032.912,14.134,109.221,1.217,1.355,2.349,0.402,113.675,262.027
3033.065,14.081,112.177,1.238,1.378,2.352,0.373,112.646,257.816
3033.217,14.051,115.925,1.186,1.312,2.353,0.365,111.523,255.124
3033.37,14.029,118.223,1.159,1.277,2.362,0.361,108.893,256.421
3033.522,13.978,115.384,1.238,1.371,2.374,0.383,109.277,257.869
3033.674,13.903,120.279,1.359,1.516,2.384,0.374,110.443,256.437
3033.827,13.861,114.976,1.391,1.554,2.384,0.399,110.713,250.301
3033.979,13.959,114.563,1.268,1.4,2.377,0.39,113.031,243.183
3034.132,14.083,117.695,1.138,1.241,2.372,0.407,113.857,241.58
3034.284,14.164,121.528,1.153,1.258,2.366,0.396,113.913,243.265
3034.436,14.224,123.642,1.187,1.296,2.359,0.405,114.31,243.306
3034.589,14.269,119.431,1.195,1.305,2.35,0.406,113.441,242.488
3034.741,14.25,120.113,1.17,1.275,2.343,0.433,111.917,242.9
3034.894,14.177,118.905,1.188,1.296,2.338,0.431,109.951,244.655
3035.046,14.101,118.463,1.193,1.301,2.335,0.438,111.95,247.642
3035.198,14.029,113.507,1.211,1.323,2.332,0.439,112.666,251.498
3035.351,14.014,114.607,1.206,1.318,2.33,0.442,126.185,254.935
3035.503,14.052,118.345,1.195,1.307,2.336,0.455,117.985,258.088
3035.656,14.114,124.219,1.172,1.281,2.341,0.432,115.85,260.704
3035.808,14.201,121.964,1.164,1.273,2.349,0.422,116.006,261.979
3035.96,14.283,119.514,1.101,1.2,2.355,0.395,116.898,262.445
3036.113,14.339,116.368,1.065,1.159,2.357,0.406,116.66,262.606
3036.265,14.369,113.857,1.106,1.21,2.348,0.426,116.641,262.911
3036.417,14.312,109.36,1.068,1.168,2.335,0.419,115.498,263.012
3036.57,14.097,106.367,1.037,1.133,2.329,0.401,115.566,262.367
3036.722,13.863,108.051,1.038,1.137,2.333,0.402,115.527,261.686
3036.875,13.798,115.728,1.013,1.107,2.345,0.431,114.46,260.179
3037.027,13.831,115.075,0.972,1.059,2.359,0.439,113.369,256.039
3037.18,13.868,119.678,0.967,1.054,2.368,0.435,113.275,251.381
3037.332,13.928,114.838,0.982,1.073,2.369,0.429,109.889,247.682
3037.484,13.976,123.671,0.991,1.083,2.367,0.449,109.424,243.868
3037.637,14.01,121.085,1.003,1.099,2.37,0.438,107.637,241.308
3037.789,14.01,122.186,1.049,1.153,2.379,0.408,106.715,239.826
3037.942,13.992,116.969,1.069,1.176,2.389,0.396,106.852,238.86
3038.094,13.867,117.831,1.095,1.207,2.391,0.39,107.637,239.485
3038.246,13.692,117.172,1.174,1.302,2.385,0.399,121.667,241.023
3038.399,13.653,111.883,1.28,1.431,2.381,0.4,112.282,241.686
3038.551,13.684,109.834,1.334,1.497,2.379,0.427,111.305,241.376
3038.704,13.725,107.339,1.257,1.398,2.374,0.422,109.124,240.251
3038.856,13.767,108.796,1.207,1.335,2.365,0.4,107.015,237.863
3039.008,13.793,105.091,1.201,1.325,2.355,0.367,105.13,232.889
3039.161,13.803,98.128,1.214,1.339,2.338,0.351,102.467,227.299
3039.313,13.76,95.574,1.212,1.334,2.312,0.337,102.005,222.502
3039.466,13.584,93.813,1.18,1.294,2.295,0.305,98.688,219.499
3039.618,13.399,97.185,1.232,1.357,2.308,0.324,99.746,218.673
3039.771,13.372,97.709,1.317,1.459,2.34,0.34,101.442,219.125
3039.923,13.487,100.527,1.389,1.546,2.36,0.392,103.239,221.422
3040.075,13.643,100.055,1.437,1.605,2.36,0.407,105.345,225.06
3040.228,13.776,103.092,1.443,1.611,2.354,0.428,106.331,228.091
3040.38,13.874,107.458,1.418,1.579,2.355,0.418,106.191,229.394
3040.532,13.91,112.284,1.388,1.541,2.364,0.388,107.067,228.521
3040.685,13.826,118.762,1.36,1.507,2.375,0.377,105.911,225.817
3040.837,13.647,124.532,1.358,1.505,2.387,0.38,104.372,220.845
3040.99,13.493,128.538,1.395,1.551,2.391,0.382,105.732,215.716
3041.142,13.409,126.579,1.42,1.583,2.391,0.36,106.266,212.731
3041.294,13.382,120.843,1.425,1.591,2.386,0.345,106.341,211.153
3041.447,13.368,119.422,1.374,1.528,2.382,0.343,106.217,208.813
3041.599,13.344,116.484,1.36,1.511,2.384,0.37,105.339,206.185
3041.752,13.335,116.999,1.393,1.554,2.39,0.4,104.818,204.9
3041.904,13.437,114.91,1.428,1.599,2.392,0.434,105.052,204.771
3042.056,13.712,118.261,1.45,1.629,2.387,0.421,105.472,205.29
3042.209,13.957,115.293,1.484,1.674,2.379,0.413,105.094,205.171
3042.361,14.007,116.991,1.514,1.716,2.376,0.399,108.33,205.251
3042.514,13.924,116.654,1.528,1.737,2.374,0.398,108.844,207.438
3042.666,13.807,116.437,1.526,1.738,2.374,0.396,109.681,208.985
3042.818,13.723,114.399,1.458,1.652,2.376,0.381,108.555,207.47
3042.971,13.671,111.967,1.433,1.623,2.379,0.392,109.001,207.185
3043.123,13.644,112.387,1.509,1.724,2.379,0.394,110.221,213.876
3043.276,13.656,108.437,1.545,1.776,2.374,0.412,111.439,225.399
