DEPTH(m),CALI,GR,RESD,RESM,DENSITY,NEUTRON,DTC,DTS
2484.272,12.91,108.951,0.882,0.97,2.257,0.471,135.664,334.335
2484.425,12.901,111.511,0.871,0.958,2.263,0.421,135.726,331.882
2484.577,12.892,117.189,0.871,0.958,2.27,0.398,135.482,329.464
2484.729,12.891,118.185,0.88,0.97,2.274,0.422,135.358,326.914
2484.882,12.883,119.282,0.884,0.975,2.272,0.439,135.055,324.601
2485.034,12.891,114.512,0.876,0.966,2.266,0.46,135.365,322.254
2485.187,12.921,117.718,0.837,0.918,2.256,0.476,135.143,319.475
2485.339,12.898,114.464,0.774,0.844,2.244,0.501,134.818,316.286
2485.492,12.859,112.987,0.746,0.812,2.24,0.49,134.219,313.046
2485.644,12.863,116.972,0.813,0.892,2.246,0.455,133.369,310.121
2485.796,12.86,116.314,0.885,0.981,2.254,0.426,133.327,307.662
2485.949,12.854,119.474,0.909,1.012,2.259,0.446,132.155,307.149
2486.101,12.854,118.303,0.893,0.994,2.263,0.465,130.96,308.746
2486.254,12.833,120.156,0.874,0.97,2.27,0.491,129.997,309.793
2486.406,12.805,121.859,0.87,0.966,2.279,0.492,130.137,311.454
2486.558,12.768,116.016,0.823,0.91,2.287,0.472,130.957,316.129
2486.711,12.696,111.913,0.791,0.872,2.288,0.452,131.992,321.635
2486.863,12.653,113.877,0.817,0.905,2.285,0.419,133.07,325.112
2487.016,12.622,118.025,0.865,0.966,2.282,0.454,133.158,326.206
2487.168,12.582,122.518,0.88,0.985,2.283,0.437,133.685,326.328
2487.32,12.598,115.802,0.86,0.962,2.287,0.455,134.482,326.939
2487.473,12.605,109.162,0.84,0.938,2.292,0.479,134.902,329.328
2487.625,12.549,100.602,0.829,0.925,2.295,0.498,135.374,333.714
2487.778,12.54,101.057,0.837,0.936,2.296,0.506,136.491,336.467
2487.93,12.534,101.015,0.837,0.936,2.291,0.498,136.061,336.973
2488.083,12.53,102.817,0.842,0.944,2.278,0.474,136.634,338.275
2488.235,12.562,94.909,0.847,0.951,2.26,0.486,136.699,339.458
2488.387,12.649,95.18,0.852,0.959,2.246,0.436,136.074,339.556
2488.54,12.72,94.053,0.859,0.969,2.243,0.477,136.742,339.684
2488.692,12.651,96.419,0.856,0.965,2.251,0.447,136.595,340.081
2488.844,12.557,99.781,0.859,0.97,2.264,0.462,136.221,339.871
2488.997,12.491,100.434,0.855,0.965,2.27,0.48,136.432,339.385
2489.149,12.465,102.538,0.849,0.958,2.267,0.486,136.771,339.134
2489.302,12.491,101.375,0.85,0.959,2.257,0.511,136.82,339.313
2489.454,12.526,102.158,0.861,0.973,2.25,0.461,137.415,337.952
2489.606,12.458,100.571,0.877,0.993,2.246,0.506,137.773,335.965
2489.759,12.406,102.077,0.888,1.008,2.246,0.472,137.161,335.868
2489.911,12.402,100.143,0.885,1.003,2.25,0.511,135.993,337.354
2490.064,12.421,105.299,0.891,1.01,2.256,0.474,135.303,339.144
2490.216,12.449,105.433,0.908,1.031,2.263,0.469,134.896,339.023
2490.368,12.429,111.279,0.925,1.053,2.27,0.441,134.749,337.532
2490.521,12.396,109.288,0.937,1.067,2.268,0.425,135.534,333.945
2490.673,12.39,105.13,0.932,1.06,2.262,0.465,135.407,330.421
2490.826,12.4,102.559,0.928,1.053,2.255,0.487,135.674,329.294
2490.978,12.424,102.429,0.918,1.037,2.253,0.552,135.618,328.187
2491.13,12.407,105.041,0.904,1.018,2.256,0.512,135.153,325.464
2491.283,12.378,105.416,0.901,1.012,2.26,0.516,134.928,322.187
2491.435,12.37,105.239,0.908,1.018,2.267,0.495,134.085,320.251
2491.588,12.381,103.323,0.916,1.026,2.275,0.52,133.835,320.475
2491.74,12.38,105.965,0.922,1.03,2.277,0.493,133.87,322.095
2491.892,12.38,107.65,0.925,1.032,2.274,0.456,134.313,324.07
2492.045,12.387,112.068,0.912,1.012,2.266,0.451,134.954,325.195
2492.197,12.377,111.66,0.902,0.997,2.261,0.458,135.563,325.636
2492.35,12.38,111.064,0.903,0.995,2.259,0.457,135.26,325.688
2492.502,12.397,108.863,0.93,1.025,2.259,0.444,134.489,323.36
2492.654,12.426,104.497,0.948,1.044,2.259,0.432,135.003,318.712
2492.807,12.411,104.049,0.965,1.062,2.262,0.451,133.18,315.21
2492.959,12.385,105.524,0.99,1.09,2.268,0.499,134.313,314.371
2493.112,12.391,109.775,0.975,1.069,2.27,0.54,131.96,315.546
2493.264,12.384,110.088,0.924,1.006,2.257,0.566,132.142,317.742
2493.417,12.372,107.593,0.89,0.964,2.244,0.51,129.622,318.942
2493.569,12.392,106.556,0.892,0.964,2.255,0.478,130.57,318.105
2493.721,12.63,104.199,0.913,0.987,2.269,0.422,131.113,316.174
2493.874,12.815,109.297,0.944,1.022,2.282,0.418,129.616,313.985
2494.026,12.504,104.596,0.985,1.069,2.291,0.396,130.228,311.289
2494.178,12.356,106.436,0.993,1.077,2.308,0.417,130.758,309.652
2494.331,12.357,104.123,0.99,1.071,2.298,0.46,128.242,309.728
2494.483,12.39,108.164,0.989,1.069,2.259,0.477,129.743,309.911
2494.635,12.46,113.01,1.003,1.084,2.239,0.486,129.902,308.978
2494.788,12.456,115.068,1.027,1.111,2.273,0.455,128.07,306.732
2494.94,12.429,109.374,1.032,1.116,2.321,0.451,127.396,303.93
2495.093,12.398,112.188,1.028,1.111,2.331,0.448,126.8,302.741
2495.245,12.395,113.794,1.012,1.091,2.3,0.436,127.721,303.692
2495.398,12.413,116.284,0.972,1.044,2.282,0.45,129.277,306.12
2495.55,12.442,110.229,0.975,1.046,2.288,0.465,130.843,309.65
2495.702,12.467,105.297,0.998,1.073,2.292,0.495,130.439,309.284
2495.855,12.472,108.465,1.02,1.097,2.291,0.459,129.554,304.883
2496.007,12.46,103.535,1.026,1.104,2.289,0.414,129.639,300.319
2496.16,12.421,105.279,1.038,1.119,2.296,0.439,130.026,295.397
2496.312,12.38,104.406,1.062,1.146,2.293,0.475,132.624,292.419
2496.464,12.362,110.451,1.068,1.154,2.28,0.482,132.907,292.742
2496.617,12.37,111.204,1.066,1.152,2.263,0.46,132.148,294.909
2496.769,12.352,111.631,1.066,1.153,2.251,0.471,131.569,298.983
2496.922,12.329,110.764,1.072,1.161,2.246,0.483,130.84,303.482
2497.074,12.345,108.146,1.05,1.135,2.247,0.468,130.586,306.503
2497.226,12.368,108.223,1.016,1.095,2.251,0.449,131.738,308.552
2497.379,12.391,105.997,0.984,1.058,2.256,0.468,132.975,311.726
2497.531,12.406,110.669,0.962,1.033,2.257,0.481,133.447,314.314
2497.684,12.405,107.241,0.956,1.027,2.261,0.467,132.5,315.74
2497.836,12.389,105.127,0.973,1.047,2.27,0.43,131.637,317.828
2497.988,12.398,103.459,0.983,1.059,2.276,0.418,132.308,321.113
2498.141,12.45,107.242,0.951,1.021,2.274,0.429,132.23,323.962
2498.293,12.486,118.043,0.905,0.969,2.268,0.435,133.037,324.01
2498.446,12.512,120.373,0.887,0.947,2.267,0.457,133.698,320.408
2498.598,12.52,118.081,0.903,0.966,2.272,0.48,133.529,313.136
2498.75,12.524,118.048,0.972,1.045,2.279,0.483,132.946,302.927
2498.903,12.55,113.905,1.059,1.147,2.286,0.449,130.003,293.172
2499.055,12.571,112.471,1.137,1.239,2.294,0.412,126.335,285.712
2499.208,12.587,108.324,1.168,1.276,2.305,0.42,123.955,275.997
2499.36,12.611,111.463,1.213,1.329,2.314,0.416,122.243,263.611
2499.512,12.619,114.293,1.227,1.345,2.318,0.414,121.979,260.333
2499.665,12.61,113.841,1.254,1.376,2.319,0.4,121.917,265.435
2499.817,12.618,113.765,1.278,1.405,2.324,0.4,121.426,268.409
2499.969,12.629,114.056,1.312,1.445,2.331,0.412,123.164,267.59
2500.122,12.642,111.198,1.322,1.457,2.336,0.423,123.542,266.835
2500.274,12.672,104.788,1.366,1.51,2.337,0.419,123.939,268.848
2500.427,12.709,103.723,1.401,1.551,2.339,0.404,123.356,272.037
2500.579,12.765,103.248,1.45,1.61,2.336,0.402,124.668,275.84
2500.732,12.814,110.154,1.42,1.572,2.322,0.404,127.246,282.036
2500.884,12.841,106.504,1.36,1.497,2.299,0.412,131.403,288.549
2501.036,12.86,110.24,1.304,1.428,2.28,0.415,129.606,291.8
2501.189,12.871,109.071,1.235,1.345,2.278,0.401,129.544,293.996
2501.341,12.876,110.276,1.132,1.221,2.286,0.414,129.492,296.893
2501.494,12.889,106.911,1.044,1.118,2.298,0.394,129.658,297.214
2501.646,12.902,102.356,1.025,1.094,2.302,0.413,128.327,296.267
2501.798,12.918,99.208,1.026,1.091,2.302,0.41,128.548,295.823
2501.951,12.944,99.131,1.032,1.095,2.306,0.432,128.128,292.773
2502.103,12.98,103.068,1.038,1.099,2.316,0.434,126.576,285.664
2502.256,12.979,112.335,1.055,1.115,2.319,0.461,124.86,278.593
2502.408,12.975,111.436,1.068,1.126,2.316,0.479,124.977,273.282
2502.56,12.968,104.857,1.105,1.167,2.308,0.486,128.438,267.169
2502.713,12.931,87.246,1.431,1.547,2.285,0.38,133.099,260.969
2502.865,12.89,74.625,2.8,3.196,2.21,0.236,138.376,259.72
2503.018,12.871,64.494,4.678,5.997,2.083,0.113,141.693,269.198
2503.17,12.899,56.887,5.337,8.498,1.957,0.0995,143.747,281.728
2503.323,12.922,56.318,6.294,10.256,1.88,0.157,142.031,286.208
2503.475,12.935,65.031,4.71,5.964,1.867,0.247,141.232,285.435
2503.627,12.869,82.086,2.46,2.89,1.916,0.349,141.232,285.113
2503.78,12.77,94.642,1.562,1.691,2.014,0.4,141.232,285.093
2503.932,12.595,90.723,1.572,1.675,2.112,0.381,140.837,282.047
2504.084,12.417,79.485,2.623,2.965,2.151,0.309,143.639,278.672
2504.237,12.452,71.157,4.399,5.655,2.13,0.274,147.926,276.324
2504.389,12.454,69.166,4.599,5.943,2.095,0.269,150.4,274.43
2504.542,12.463,70.817,4.595,6.02,2.065,0.269,150.402,277.766
2504.694,12.555,65.955,5.636,8.602,2.022,0.22,150.402,283.578
2504.846,12.551,59.642,8.101,14.186,1.956,0.177,150.402,288.432
2504.999,12.573,53.458,7.073,12.182,1.888,0.166,148.118,294.014
2505.151,12.58,57.54,4.152,5.968,1.863,0.213,147.334,299.772
2505.304,12.505,64.805,2.555,3.077,1.887,0.262,145.885,303.546
2505.456,12.402,72.953,2.258,2.63,1.945,0.338,141.794,306.347
2505.608,12.45,78.59,1.692,1.893,2.018,0.362,138.594,311.099
2505.761,12.604,89.762,1.199,1.317,2.102,0.435,135.446,316.691
2505.913,12.744,97.184,1.022,1.109,2.187,0.44,130.931,319.3
2506.066,12.854,99.914,0.93,1.002,2.246,0.477,131.439,318.17
2506.218,12.944,99.81,0.913,0.983,2.273,0.463,129.798,317.445
2506.37,13.052,102.13,0.884,0.951,2.277,0.45,130.352,316.966
2506.523,13.139,103.966,0.874,0.942,2.28,0.465,130.622,315.913
2506.675,13.224,101.125,0.833,0.895,2.284,0.47,131.66,316.233
2506.828,13.284,96.059,0.795,0.853,2.285,0.503,133.805,317.397
2506.98,13.329,96.071,0.8,0.859,2.284,0.502,134.736,318.678
2507.132,13.33,94.417,0.865,0.935,2.281,0.482,135.501,319.477
2507.285,13.387,100.606,0.898,0.975,2.277,0.473,135.406,320.289
2507.437,13.411,104.839,0.893,0.97,2.268,0.466,135.31,321.018
2507.59,13.38,105.107,0.898,0.977,2.26,0.471,135.215,320.693
2507.742,13.419,103.061,0.9,0.98,2.272,0.454,133.783,319.289
2507.894,13.414,97.798,0.891,0.97,2.291,0.45,134.303,317.903
2508.047,13.401,98.24,0.882,0.96,2.299,0.466,133.542,316.875
2508.199,13.38,97.712,0.884,0.963,2.292,0.458,133.275,316.645
2508.352,13.351,99.161,0.889,0.97,2.28,0.46,133.314,317.381
2508.504,13.259,97.896,0.886,0.966,2.274,0.436,132.617,318.473
2508.656,13.154,102.402,0.872,0.95,2.278,0.466,132.826,319.26
2508.809,13.113,100.664,0.887,0.967,2.29,0.426,132.669,320.838
2508.961,13.128,107.97,0.915,1.0,2.301,0.453,132.559,323.489
2509.114,13.114,107.596,0.872,0.947,2.296,0.416,133.444,323.274
2509.266,13.087,106.553,0.806,0.869,2.282,0.47,131.286,319.04
2509.418,13.04,104.119,0.782,0.841,2.274,0.47,131.517,313.106
2509.571,12.98,101.755,0.8,0.861,2.273,0.514,130.361,306.445
2509.723,12.931,102.943,0.836,0.9,2.273,0.457,128.74,301.614
2509.875,12.843,105.729,0.901,0.976,2.276,0.424,128.057,298.906
2510.028,12.878,110.884,0.916,0.992,2.283,0.403,125.573,299.454
2510.18,12.939,112.27,0.93,1.007,2.29,0.437,124.964,304.345
2510.333,12.947,107.161,0.951,1.03,2.292,0.441,125.169,311.373
2510.485,12.985,104.282,0.946,1.022,2.291,0.426,128.903,317.217
2510.638,12.965,107.47,0.915,0.984,2.298,0.427,131.331,321.263
2510.79,12.954,110.465,0.855,0.914,2.3,0.468,131.969,324.012
2510.942,12.973,111.581,0.852,0.909,2.287,0.491,132.913,325.244
2511.095,12.931,109.821,0.899,0.962,2.267,0.477,131.26,325.632
2511.247,12.841,109.551,0.946,1.015,2.261,0.436,130.352,326.33
2511.4,12.831,111.079,0.936,1.002,2.271,0.426,131.11,327.609
2511.552,12.857,105.099,0.908,0.969,2.279,0.45,132.614,328.704
2511.704,12.849,99.734,0.9,0.959,2.283,0.484,133.883,328.414
2511.857,12.832,94.591,0.883,0.939,2.289,0.463,133.59,326.21
2512.009,12.85,100.841,0.891,0.947,2.3,0.456,132.526,320.841
2512.162,12.863,103.753,0.913,0.972,2.302,0.434,130.439,312.139
2512.314,12.867,106.992,0.927,0.987,2.297,0.437,128.467,304.39
2512.466,12.863,104.432,0.923,0.984,2.292,0.417,127.542,299.31
2512.619,12.858,110.25,0.912,0.971,2.293,0.414,126.546,293.323
2512.771,12.854,102.977,0.931,0.994,2.294,0.403,124.971,288.223
2512.924,12.857,104.108,0.955,1.024,2.295,0.401,122.992,287.2
2513.076,12.836,98.209,1.007,1.086,2.301,0.363,121.283,289.584
2513.229,12.836,105.41,1.046,1.136,2.315,0.367,123.356,294.44
2513.381,12.875,102.158,1.08,1.18,2.325,0.407,127.435,299.764
2513.533,12.897,106.122,1.08,1.186,2.323,0.469,128.405,303.296
2513.686,12.91,104.43,1.004,1.098,2.318,0.494,129.528,306.27
2513.838,12.907,112.714,0.883,0.958,2.32,0.454,129.577,309.565
2513.99,12.886,114.534,0.802,0.865,2.325,0.435,130.625,311.222
2514.143,12.886,116.449,0.676,0.722,2.322,0.425,130.28,311.805
2514.295,12.895,114.97,0.473,0.495,2.31,0.452,130.534,310.984
2514.448,12.854,115.114,0.405,0.421,2.302,0.481,130.215,307.217
2514.6,12.871,113.651,0.428,0.447,2.301,0.478,129.863,304.903
2514.752,12.922,118.815,0.493,0.517,2.302,0.455,129.476,305.586
2514.905,12.998,114.677,0.598,0.633,2.302,0.454,128.607,306.873
2515.057,13.087,119.006,0.724,0.775,2.296,0.464,128.294,305.886
2515.21,13.086,111.949,0.822,0.885,2.291,0.475,127.956,300.845
2515.362,13.02,118.378,0.933,1.011,2.3,0.417,128.06,294.408
2515.514,12.921,116.09,0.989,1.073,2.314,0.409,128.685,290.956
2515.667,12.84,121.414,1.019,1.104,2.32,0.385,128.776,290.484
2515.819,12.801,123.404,1.006,1.086,2.31,0.429,127.272,288.796
2515.972,12.765,121.51,0.97,1.041,2.298,0.403,125.293,285.839
2516.124,12.75,113.572,0.978,1.048,2.3,0.404,124.743,285.312
2516.276,12.744,104.146,1.034,1.11,2.296,0.366,125.697,287.953
2516.429,12.816,96.913,1.12,1.209,2.271,0.39,125.638,290.071
2516.581,12.946,92.72,1.203,1.306,2.243,0.396,126.361,291.005
2516.734,12.999,90.764,1.213,1.317,2.262,0.406,126.195,291.142
2516.886,13.06,97.556,1.191,1.291,2.304,0.417,125.951,290.838
2517.038,13.109,102.619,1.156,1.252,2.327,0.418,124.766,289.267
2517.191,13.046,99.771,1.171,1.27,2.316,0.415,124.98,284.955
2517.343,12.99,93.314,1.201,1.307,2.305,0.401,124.948,280.018
2517.496,12.994,94.787,1.173,1.275,2.307,0.415,125.495,276.913
2517.648,13.02,97.766,1.116,1.21,2.307,0.419,126.299,273.316
2517.8,13.053,105.578,1.095,1.186,2.304,0.436,124.863,272.331
2517.953,13.135,105.772,1.099,1.193,2.299,0.401,123.167,276.349
2518.105,13.187,105.33,1.171,1.281,2.288,0.393,123.893,282.138
2518.258,13.113,101.059,1.294,1.432,2.28,0.353,121.445,287.242
2518.41,13.067,101.082,1.341,1.491,2.279,0.355,122.249,291.888
2518.562,13.086,107.34,1.22,1.344,2.286,0.352,123.978,297.063
2518.715,13.08,110.879,1.1,1.201,2.294,0.358,125.521,300.906
2518.867,13.028,107.185,1.028,1.117,2.299,0.387,127.441,301.609
2519.02,13.002,100.301,1.005,1.09,2.3,0.42,126.774,299.009
2519.172,13.029,98.232,1.013,1.099,2.298,0.437,125.706,293.865
2519.324,13.103,101.396,1.049,1.143,2.293,0.455,124.307,289.752
2519.477,13.156,103.677,1.08,1.179,2.292,0.438,123.206,289.074
2519.629,13.16,106.589,1.079,1.178,2.297,0.435,125.397,290.336
2519.781,13.158,105.633,1.077,1.175,2.301,0.417,125.046,293.689
2519.934,13.144,107.158,1.088,1.187,2.3,0.391,124.027,298.188
2520.086,13.134,103.746,1.13,1.237,2.295,0.417,122.881,301.194
2520.239,13.15,99.664,1.159,1.271,2.293,0.401,122.103,302.341
2520.391,13.177,99.365,1.144,1.252,2.291,0.462,125.465,303.703
2520.544,13.138,100.034,1.108,1.207,2.285,0.449,126.185,306.255
2520.696,13.106,105.585,1.085,1.179,2.286,0.46,127.581,310.437
2520.848,13.183,106.845,1.127,1.229,2.287,0.442,129.404,316.092
2521.001,13.302,110.798,1.146,1.25,2.283,0.485,129.17,319.713
2521.153,13.353,113.069,1.139,1.24,2.267,0.498,130.56,321.0
2521.306,13.347,114.627,1.129,1.228,2.257,0.471,130.866,321.842
2521.458,13.29,112.724,1.118,1.214,2.255,0.442,131.598,320.886
2521.61,13.194,114.924,1.081,1.169,2.256,0.439,131.934,317.711
2521.763,13.114,113.087,1.066,1.15,2.255,0.468,133.086,311.964
2521.915,13.073,116.029,1.067,1.151,2.254,0.449,132.852,303.604
2522.068,13.091,109.178,1.081,1.166,2.253,0.448,130.863,296.33
2522.22,13.175,110.342,1.116,1.205,2.253,0.426,127.858,293.355
2522.372,13.325,102.261,1.158,1.255,2.259,0.416,124.417,293.115
2522.525,13.468,102.207,1.243,1.355,2.274,0.393,121.999,293.508
2522.677,13.552,99.764,1.343,1.473,2.297,0.399,122.126,294.994
2522.83,13.573,102.93,1.287,1.404,2.31,0.392,126.689,297.196
2522.982,13.564,106.629,1.141,1.232,2.307,0.4,125.501,299.522
2523.135,13.549,106.195,0.993,1.061,2.297,0.391,125.078,301.029
2523.287,13.532,108.592,1.0,1.068,2.292,0.424,125.16,299.755
2523.439,13.491,102.476,1.093,1.174,2.291,0.432,124.323,295.424
2523.592,13.474,101.565,1.13,1.216,2.29,0.408,125.176,290.359
2523.744,13.516,95.772,1.104,1.184,2.294,0.378,125.244,284.767
2523.896,13.546,97.325,1.152,1.24,2.3,0.378,123.258,277.777
2524.049,13.479,98.026,1.309,1.423,2.298,0.396,122.181,272.816
2524.201,13.392,102.14,1.535,1.692,2.291,0.404,122.025,270.341
2524.354,13.328,108.57,1.709,1.905,2.288,0.383,121.074,268.791
2524.506,13.264,111.532,1.726,1.925,2.284,0.389,122.083,268.798
2524.658,13.204,110.019,1.796,2.013,2.276,0.369,120.693,268.891
2524.811,13.157,106.123,1.933,2.187,2.268,0.37,118.314,268.128
2524.963,13.164,98.381,2.006,2.284,2.265,0.368,119.912,266.862
2525.115,13.221,98.422,1.971,2.242,2.266,0.38,118.506,264.593
2525.268,13.283,98.563,1.846,2.085,2.27,0.384,117.533,259.963
2525.42,13.347,99.473,1.729,1.942,2.273,0.377,115.664,254.804
2525.573,13.43,101.919,1.701,1.91,2.276,0.366,114.072,252.788
2525.725,13.5,94.91,1.737,1.959,2.283,0.346,110.322,253.708
2525.878,13.517,98.407,1.757,1.988,2.295,0.327,110.303,256.817
2526.03,13.508,98.419,1.724,1.949,2.305,0.346,109.414,261.291
2526.182,13.469,102.162,1.647,1.854,2.308,0.362,110.83,266.547
2526.335,13.438,102.539,1.543,1.725,2.313,0.377,113.958,273.746
2526.487,13.416,97.401,1.498,1.67,2.316,0.38,118.916,282.392
2526.64,13.393,98.721,1.398,1.548,2.316,0.405,121.777,289.323
2526.792,13.415,99.369,1.258,1.379,2.309,0.403,124.909,293.0
2526.944,13.453,103.307,1.178,1.284,2.306,0.422,125.866,295.969
2527.097,13.476,98.402,1.15,1.251,2.305,0.399,125.674,299.938
2527.249,13.473,101.667,1.162,1.265,2.302,0.417,126.263,302.044
2527.402,13.44,100.191,1.173,1.278,2.296,0.422,126.387,300.699
2527.554,13.386,106.826,1.166,1.27,2.288,0.436,126.875,297.552
2527.706,13.306,99.968,1.122,1.219,2.286,0.437,127.36,294.825
2527.859,13.033,96.573,1.103,1.196,2.295,0.427,126.442,293.237
2528.011,12.773,96.994,1.09,1.181,2.31,0.464,125.824,291.512
2528.164,12.789,105.124,1.092,1.184,2.318,0.458,124.655,289.998
2528.316,12.816,104.83,1.117,1.212,2.32,0.474,124.395,289.671
2528.469,12.805,100.5,1.147,1.249,2.319,0.416,124.554,290.041
2528.621,12.821,95.105,1.164,1.27,2.32,0.453,124.671,290.438
2528.773,12.867,97.6,1.182,1.292,2.32,0.442,124.395,290.562
2528.926,12.928,100.82,1.201,1.315,2.315,0.498,125.081,290.892
2529.078,12.991,100.162,1.172,1.282,2.308,0.473,125.911,291.481
2529.23,12.987,104.178,1.137,1.24,2.3,0.453,126.188,292.054
2529.383,12.983,104.993,1.12,1.222,2.297,0.444,126.813,292.089
2529.535,12.922,107.019,1.108,1.208,2.294,0.419,127.002,291.664
2529.688,12.78,101.646,1.098,1.197,2.29,0.434,126.462,291.169
2529.84,12.706,98.938,1.097,1.197,2.288,0.433,125.003,290.685
2529.992,12.716,98.891,1.104,1.206,2.295,0.46,124.746,289.994
2530.145,12.739,96.725,1.117,1.222,2.306,0.447,123.841,288.832
2530.297,12.748,99.961,1.173,1.291,2.314,0.428,123.385,287.451
2530.45,12.76,102.08,1.221,1.352,2.316,0.406,124.691,287.439
2530.602,12.812,104.094,1.225,1.358,2.311,0.428,125.954,290.184
2530.754,12.858,103.695,1.217,1.351,2.303,0.403,125.345,293.652
2530.907,12.9,105.053,1.208,1.342,2.296,0.426,126.094,294.234
2531.059,12.938,107.583,1.203,1.339,2.292,0.411,127.07,292.55
2531.212,12.918,104.969,1.17,1.301,2.288,0.429,127.493,290.156
2531.364,12.87,98.172,1.125,1.249,2.284,0.425,127.614,289.486
2531.516,12.856,94.231,1.105,1.227,2.285,0.428,127.337,290.934
2531.669,12.895,96.354,1.104,1.229,2.29,0.432,126.628,292.462
2531.821,12.971,97.888,1.095,1.222,2.295,0.428,126.393,293.755
2531.974,13.042,101.629,1.059,1.18,2.295,0.444,128.48,295.747
2532.126,13.038,97.863,1.036,1.154,2.291,0.447,129.362,298.451
2532.278,13.077,96.731,1.036,1.156,2.286,0.454,129.753,301.408
2532.431,13.117,96.115,1.0,1.115,2.283,0.434,129.333,303.034
2532.583,13.067,97.682,1.003,1.121,2.286,0.441,128.923,304.331
2532.736,13.031,101.335,1.026,1.153,2.294,0.43,128.245,307.599
2532.888,13.047,105.534,1.028,1.158,2.289,0.462,128.594,311.882
2533.04,13.112,102.841,1.045,1.183,2.275,0.469,129.622,317.577
2533.193,13.177,102.304,1.096,1.251,2.261,0.489,127.992,323.67
2533.345,13.253,101.008,1.141,1.314,2.262,0.454,128.903,326.398
2533.498,13.41,102.68,1.137,1.31,2.266,0.431,129.551,326.092
2533.65,13.547,101.658,1.084,1.242,2.271,0.458,128.698,324.688
2533.802,13.562,99.358,1.041,1.187,2.272,0.458,129.004,320.735
2533.955,13.477,100.808,1.024,1.166,2.283,0.498,130.592,315.712
2534.107,13.306,100.194,1.021,1.163,2.298,0.447,131.38,312.933
2534.26,13.173,97.469,1.046,1.195,2.306,0.486,131.201,312.378
2534.412,13.208,94.295,1.08,1.239,2.305,0.461,130.036,314.342
2534.564,13.335,91.601,1.091,1.252,2.294,0.453,130.964,317.689
2534.717,13.427,90.042,1.091,1.25,2.291,0.433,127.741,320.668
2534.869,13.478,88.92,1.09,1.245,2.293,0.446,129.466,322.097
2535.021,13.536,94.138,1.11,1.268,2.285,0.477,127.865,319.894
2535.174,13.621,98.276,1.181,1.357,2.251,0.473,127.881,315.534
2535.326,13.561,99.238,1.284,1.489,2.225,0.456,129.505,313.0
2535.479,13.505,96.514,1.439,1.692,2.246,0.444,124.59,313.114
2535.631,13.64,97.621,1.481,1.739,2.286,0.449,126.579,314.492
2535.784,13.759,95.804,1.381,1.592,2.292,0.459,123.861,315.475
2535.936,13.774,94.878,1.265,1.429,2.249,0.473,125.785,315.932
2536.088,13.67,93.715,1.31,1.476,2.217,0.436,127.816,318.429
2536.241,13.663,100.254,1.456,1.649,2.23,0.403,126.68,322.995
2536.393,13.768,101.071,1.547,1.749,2.276,0.373,124.137,325.3
2536.546,13.912,100.16,1.613,1.815,2.299,0.385,124.486,325.064
2536.698,14.043,95.832,1.722,1.932,2.278,0.426,126.455,323.562
2536.85,13.994,95.041,1.809,2.018,2.249,0.435,126.351,319.657
2537.003,13.836,91.386,1.868,2.066,2.261,0.439,125.521,312.607
2537.155,13.736,92.676,1.918,2.1,2.288,0.422,125.365,303.376
2537.308,13.71,95.275,1.949,2.112,2.295,0.413,125.41,295.477
2537.46,13.71,98.302,1.896,2.026,2.28,0.419,126.175,291.922
2537.612,13.701,101.852,1.816,1.915,2.272,0.429,126.224,290.627
2537.765,13.682,104.256,1.838,1.92,2.271,0.397,128.138,289.542
2537.917,13.67,106.024,1.925,1.996,2.267,0.37,126.23,289.611
2538.07,13.653,104.291,2.035,2.093,2.273,0.334,126.061,290.397
2538.222,13.656,100.814,2.139,2.184,2.278,0.389,124.593,291.36
2538.375,13.833,99.506,2.25,2.277,2.286,0.409,122.826,290.707
2538.527,14.018,96.477,2.396,2.405,2.291,0.423,120.999,289.184
2538.679,14.09,94.253,2.292,2.282,2.294,0.412,121.732,290.178
2538.832,14.064,90.87,2.104,2.082,2.283,0.414,123.411,297.345
2538.984,13.979,93.523,2.053,2.02,2.259,0.453,122.686,309.505
2539.136,13.963,92.315,2.186,2.135,2.237,0.453,125.485,317.307
2539.289,13.995,97.056,2.325,2.255,2.232,0.448,127.292,317.81
2539.441,13.944,94.522,2.302,2.222,2.233,0.41,130.088,314.952
2539.594,13.802,96.838,2.437,2.336,2.231,0.414,135.794,312.874
2539.746,13.805,95.023,2.684,2.55,2.226,0.421,134.027,317.601
2539.898,13.943,99.567,2.725,2.576,2.226,0.407,130.29,325.797
2540.051,14.027,98.976,2.613,2.466,2.226,0.396,127.92,330.403
2540.203,14.055,101.993,2.611,2.459,2.226,0.417,126.406,332.141
2540.356,14.079,101.214,2.834,2.651,2.226,0.411,122.458,333.647
2540.508,14.073,98.66,2.938,2.737,2.229,0.421,122.933,335.215
2540.66,13.961,92.146,2.832,2.639,2.236,0.397,127.337,336.147
2540.813,13.948,88.893,2.644,2.47,2.239,0.414,127.767,335.026
2540.965,14.291,90.711,2.317,2.179,2.218,0.366,128.125,331.336
2541.118,14.134,91.267,2.359,2.214,2.167,0.359,133.092,326.901
2541.27,13.927,89.642,2.993,2.764,2.117,0.328,132.809,320.721
2541.422,14.144,82.949,4.351,3.904,2.087,0.358,132.66,309.679
2541.575,14.352,73.978,6.874,5.89,2.066,0.371,134.505,296.988
